today,okay
business,really
business,hard
either,sound
either,really
either,hard
lay,sound
lay,really
lay,hard
people,sound
people,really
people,hard
sell,sound
sell,really
sell,hard
business,sound
business,really
business,hard
or,,sound
or,,really
or,,hard
um,,sound
um,,really
um,,hard
know,,sound
know,,really
know,,hard
pay,sound
pay,really
pay,hard
cut,sound
cut,really
cut,hard
pay,sound
pay,really
pay,hard
so,,sound
so,,really
so,,hard
tough,sound
tough,really
tough,hard
sound,really
really,really
hard,really
really,who's
really,someone
really,that's
really,positive
really,influence
really,life
who's,um,
who's,nobody
who's,really
someone,um,
someone,nobody
someone,really
that's,um,
that's,nobody
that's,really
positive,um,
positive,nobody
positive,really
influence,um,
influence,nobody
influence,really
life,um,
life,nobody
life,really
um,,easy
um,,get
um,,good
um,,night's
um,,sleep
nobody,easy
nobody,get
nobody,good
nobody,night's
nobody,sleep
really,easy
really,get
really,good
really,night's
really,sleep
easy,um
easy,workout,
easy,able
easy,get
easy,get
easy,body
easy,tired
easy,go
easy,sleep
get,um
get,workout,
get,able
get,get
get,get
get,body
get,tired
get,go
get,sleep
good,um
good,workout,
good,able
good,get
good,get
good,body
good,tired
good,go
good,sleep
night's,um
night's,workout,
night's,able
night's,get
night's,get
night's,body
night's,tired
night's,go
night's,sleep
sleep,um
sleep,workout,
sleep,able
sleep,get
sleep,get
sleep,body
sleep,tired
sleep,go
sleep,sleep
um,like
um,sleep
um,well
workout,,like
workout,,sleep
workout,,well
able,like
able,sleep
able,well
get,like
get,sleep
get,well
get,like
get,sleep
get,well
body,like
body,sleep
body,well
tired,like
tired,sleep
tired,well
go,like
go,sleep
go,well
sleep,like
sleep,sleep
sleep,well
like,uh,
like,i'm
like,uh
like,i'm
like,um,
like,tired,
like,falling
like,asleep,
like,wherever
like,go
like,or,
like,there's
like,nothing
like,going
sleep,uh,
sleep,i'm
sleep,uh
sleep,i'm
sleep,um,
sleep,tired,
sleep,falling
sleep,asleep,
sleep,wherever
sleep,go
sleep,or,
sleep,there's
sleep,nothing
sleep,going
well,uh,
well,i'm
well,uh
well,i'm
well,um,
well,tired,
well,falling
well,asleep,
well,wherever
well,go
well,or,
well,there's
well,nothing
well,going
uh,,feeling
uh,,lately
i'm,feeling
i'm,lately
uh,feeling
uh,lately
i'm,feeling
i'm,lately
um,,feeling
um,,lately
tired,,feeling
tired,,lately
falling,feeling
falling,lately
asleep,,feeling
asleep,,lately
wherever,feeling
wherever,lately
go,feeling
go,lately
or,,feeling
or,,lately
there's,feeling
there's,lately
nothing,feeling
nothing,lately
going,feeling
going,lately
feeling,um,
feeling,lately
feeling,meaning
feeling,today
lately,um,
lately,lately
lately,meaning
lately,today
um,,mhm
lately,mhm
meaning,mhm
today,mhm
mhm,um,
mhm,today
mhm,uh
mhm,really
mhm,tired
'cause,noticed
'cause,change
'cause,behavior
'cause,thought
'cause,lately
went,noticed
went,change
went,behavior
went,thought
went,lately
last,noticed
last,change
last,behavior
last,thought
last,lately
night,noticed
night,change
night,behavior
night,thought
night,lately
ever,what's
diagnosed,what's
ptsd,what's
what's,diagnosed
what's,depression
tell,um,
tell,last
tell,week
tell,last
tell,uh
tell,weekend
last,um,
last,last
last,week
last,last
last,uh
last,weekend
time,um,
time,last
time,week
time,last
time,uh
time,weekend
felt,um,
felt,last
felt,week
felt,last
felt,uh
felt,weekend
really,um,
really,last
really,week
really,last
really,uh
really,weekend
happy,um,
happy,last
happy,week
happy,last
happy,uh
happy,weekend
um,,tell
last,tell
week,tell
last,tell
uh,tell
weekend,tell
tell,uh
tell,group
tell,friend
tell,um,
tell,good
tell,time
uh,would
uh,best
uh,friend
uh,describe
group,would
group,best
group,friend
group,describe
friend,would
friend,best
friend,friend
friend,describe
um,,would
um,,best
um,,friend
um,,describe
good,would
good,best
good,friend
good,describe
time,would
time,best
time,friend
time,describe
would,um
would,outgoing
would,nice
would,funny,
would,um
would,good
would,attitude
would,personality
would,character
best,um
best,outgoing
best,nice
best,funny,
best,um
best,good
best,attitude
best,personality
best,character
friend,um
friend,outgoing
friend,nice
friend,funny,
friend,um
friend,good
friend,attitude
friend,personality
friend,character
describe,um
describe,outgoing
describe,nice
describe,funny,
describe,um
describe,good
describe,attitude
describe,personality
describe,character
um,uh
um,huh
outgoing,uh
outgoing,huh
nice,uh
nice,huh
funny,,uh
funny,,huh
um,uh
um,huh
good,uh
good,huh
attitude,uh
attitude,huh
personality,uh
personality,huh
character,uh
character,huh
uh,character
uh,mean
huh,character
huh,mean
character,thing
character,wish
character,could
character,change
mean,thing
mean,wish
mean,could
mean,change
thing,um,
thing,know
wish,um,
wish,know
could,um,
could,know
change,um,
change,know
um,,tell
um,,time
um,,someone
um,,made
um,,feel
um,,really
um,,badly
know,tell
know,time
know,someone
know,made
know,feel
know,really
know,badly
tell,never
tell,somebody
time,never
time,somebody
someone,never
someone,somebody
made,never
made,somebody
feel,never
feel,somebody
really,never
really,somebody
badly,never
badly,somebody
never,would
never,say
never,best
never,quality
somebody,would
somebody,say
somebody,best
somebody,quality
would,uh
would,i'm
would,consistent,
would,um,
would,start
would,something
would,give
would,up,
would,um,
would,i'm
would,always
would,open
would,new
would,idea
would,creative,
would,um
would,like
would,to,
would,go
would,and,
would,good
would,time
would,and,
would,um,
would,take
would,new
would,route
would,journey
would,um
would,also,
would,make
would,make
would,people
would,feel
would,good
say,uh
say,i'm
say,consistent,
say,um,
say,start
say,something
say,give
say,up,
say,um,
say,i'm
say,always
say,open
say,new
say,idea
say,creative,
say,um
say,like
say,to,
say,go
say,and,
say,good
say,time
say,and,
say,um,
say,take
say,new
say,route
say,journey
say,um
say,also,
say,make
say,make
say,people
say,feel
say,good
best,uh
best,i'm
best,consistent,
best,um,
best,start
best,something
best,give
best,up,
best,um,
best,i'm
best,always
best,open
best,new
best,idea
best,creative,
best,um
best,like
best,to,
best,go
best,and,
best,good
best,time
best,and,
best,um,
best,take
best,new
best,route
best,journey
best,um
best,also,
best,make
best,make
best,people
best,feel
best,good
quality,uh
quality,i'm
quality,consistent,
quality,um,
quality,start
quality,something
quality,give
quality,up,
quality,um,
quality,i'm
quality,always
quality,open
quality,new
quality,idea
quality,creative,
quality,um
quality,like
quality,to,
quality,go
quality,and,
quality,good
quality,time
quality,and,
quality,um,
quality,take
quality,new
quality,route
quality,journey
quality,um
quality,also,
quality,make
quality,make
quality,people
quality,feel
quality,good
uh,tell
uh,spend
uh,ideal
uh,weekend
i'm,tell
i'm,spend
i'm,ideal
i'm,weekend
consistent,,tell
consistent,,spend
consistent,,ideal
consistent,,weekend
um,,tell
um,,spend
um,,ideal
um,,weekend
start,tell
start,spend
start,ideal
start,weekend
something,tell
something,spend
something,ideal
something,weekend
give,tell
give,spend
give,ideal
give,weekend
up,,tell
up,,spend
up,,ideal
up,,weekend
um,,tell
um,,spend
um,,ideal
um,,weekend
i'm,tell
i'm,spend
i'm,ideal
i'm,weekend
always,tell
always,spend
always,ideal
always,weekend
open,tell
open,spend
open,ideal
open,weekend
new,tell
new,spend
new,ideal
new,weekend
idea,tell
idea,spend
idea,ideal
idea,weekend
creative,,tell
creative,,spend
creative,,ideal
creative,,weekend
um,tell
um,spend
um,ideal
um,weekend
like,tell
like,spend
like,ideal
like,weekend
to,,tell
to,,spend
to,,ideal
to,,weekend
go,tell
go,spend
go,ideal
go,weekend
and,,tell
and,,spend
and,,ideal
and,,weekend
good,tell
good,spend
good,ideal
good,weekend
time,tell
time,spend
time,ideal
time,weekend
and,,tell
and,,spend
and,,ideal
and,,weekend
um,,tell
um,,spend
um,,ideal
um,,weekend
take,tell
take,spend
take,ideal
take,weekend
new,tell
new,spend
new,ideal
new,weekend
route,tell
route,spend
route,ideal
route,weekend
journey,tell
journey,spend
journey,ideal
journey,weekend
um,tell
um,spend
um,ideal
um,weekend
also,,tell
also,,spend
also,,ideal
also,,weekend
make,tell
make,spend
make,ideal
make,weekend
make,tell
make,spend
make,ideal
make,weekend
people,tell
people,spend
people,ideal
people,weekend
feel,tell
feel,spend
feel,ideal
feel,weekend
good,tell
good,spend
good,ideal
good,weekend
tell,sometimes
tell,um
tell,studying
tell,test
tell,um,
tell,uh
tell,go
tell,work
spend,sometimes
spend,um
spend,studying
spend,test
spend,um,
spend,uh
spend,go
spend,work
ideal,sometimes
ideal,um
ideal,studying
ideal,test
ideal,um,
ideal,uh
ideal,go
ideal,work
weekend,sometimes
weekend,um
weekend,studying
weekend,test
weekend,um,
weekend,uh
weekend,go
weekend,work
sometimes,tell
sometimes,something
sometimes,recently
sometimes,really
sometimes,enjoyed
um,tell
um,something
um,recently
um,really
um,enjoyed
studying,tell
studying,something
studying,recently
studying,really
studying,enjoyed
test,tell
test,something
test,recently
test,really
test,enjoyed
um,,tell
um,,something
um,,recently
um,,really
um,,enjoyed
uh,tell
uh,something
uh,recently
uh,really
uh,enjoyed
go,tell
go,something
go,recently
go,really
go,enjoyed
work,tell
work,something
work,recently
work,really
work,enjoyed
tell,um
tell,went
tell,swimming
something,um
something,went
something,swimming
recently,um
recently,went
recently,swimming
really,um
really,went
really,swimming
enjoyed,um
enjoyed,went
enjoyed,swimming
um,anything
um,regret
went,anything
went,regret
swimming,anything
swimming,regret
anything,um
anything,traveled
regret,um
regret,traveled
um,advice
um,would
um,give
um,ten
um,twenty
um,year
um,ago
traveled,advice
traveled,would
traveled,give
traveled,ten
traveled,twenty
traveled,year
traveled,ago
advice,know
advice,can't
advice,say
advice,um,
advice,lot
advice,thing
advice,happened,
advice,fault
would,know
would,can't
would,say
would,um,
would,lot
would,thing
would,happened,
would,fault
give,know
give,can't
give,say
give,um,
give,lot
give,thing
give,happened,
give,fault
ten,know
ten,can't
ten,say
ten,um,
ten,lot
ten,thing
ten,happened,
ten,fault
twenty,know
twenty,can't
twenty,say
twenty,um,
twenty,lot
twenty,thing
twenty,happened,
twenty,fault
year,know
year,can't
year,say
year,um,
year,lot
year,thing
year,happened,
year,fault
ago,know
ago,can't
ago,say
ago,um,
ago,lot
ago,thing
ago,happened,
ago,fault
know,give
know,example
can't,give
can't,example
say,give
say,example
um,,give
um,,example
lot,give
lot,example
thing,give
thing,example
happened,,give
happened,,example
fault,give
fault,example
give,uh,
give,like
give,um
give,economy
give,going
give,bad,
give,um,
give,know
give,thing
give,really
give,slow,
give,know
give,that,
give,know
give,certain
give,business
give,go
give,way
give,um,
give,um
give,sometimes
give,take
give,long
give,time
give,to,
give,change
give,career
give,to,
give,get
give,board
give,make
give,happen
example,uh,
example,like
example,um
example,economy
example,going
example,bad,
example,um,
example,know
example,thing
example,really
example,slow,
example,know
example,that,
example,know
example,certain
example,business
example,go
example,way
example,um,
example,um
example,sometimes
example,take
example,long
example,time
example,to,
example,change
example,career
example,to,
example,get
example,board
example,make
example,happen
uh,,thing
uh,,usually
uh,,put
uh,,good
uh,,mood
like,thing
like,usually
like,put
like,good
like,mood
um,thing
um,usually
um,put
um,good
um,mood
economy,thing
economy,usually
economy,put
economy,good
economy,mood
going,thing
going,usually
going,put
going,good
going,mood
bad,,thing
bad,,usually
bad,,put
bad,,good
bad,,mood
um,,thing
um,,usually
um,,put
um,,good
um,,mood
know,thing
know,usually
know,put
know,good
know,mood
thing,thing
thing,usually
thing,put
thing,good
thing,mood
really,thing
really,usually
really,put
really,good
really,mood
slow,,thing
slow,,usually
slow,,put
slow,,good
slow,,mood
know,thing
know,usually
know,put
know,good
know,mood
that,,thing
that,,usually
that,,put
that,,good
that,,mood
know,thing
know,usually
know,put
know,good
know,mood
certain,thing
certain,usually
certain,put
certain,good
certain,mood
business,thing
business,usually
business,put
business,good
business,mood
go,thing
go,usually
go,put
go,good
go,mood
way,thing
way,usually
way,put
way,good
way,mood
um,,thing
um,,usually
um,,put
um,,good
um,,mood
um,thing
um,usually
um,put
um,good
um,mood
sometimes,thing
sometimes,usually
sometimes,put
sometimes,good
sometimes,mood
take,thing
take,usually
take,put
take,good
take,mood
long,thing
long,usually
long,put
long,good
long,mood
time,thing
time,usually
time,put
time,good
time,mood
to,,thing
to,,usually
to,,put
to,,good
to,,mood
change,thing
change,usually
change,put
change,good
change,mood
career,thing
career,usually
career,put
career,good
career,mood
to,,thing
to,,usually
to,,put
to,,good
to,,mood
get,thing
get,usually
get,put
get,good
get,mood
board,thing
board,usually
board,put
board,good
board,mood
make,thing
make,usually
make,put
make,good
make,mood
happen,thing
happen,usually
happen,put
happen,good
happen,mood
thing,uh
thing,working
thing,out,
thing,eating,
thing,um
thing,watching
thing,tv
thing,talking
thing,friends,
thing,hanging
thing,friend
usually,uh
usually,working
usually,out,
usually,eating,
usually,um
usually,watching
usually,tv
usually,talking
usually,friends,
usually,hanging
usually,friend
put,uh
put,working
put,out,
put,eating,
put,um
put,watching
put,tv
put,talking
put,friends,
put,hanging
put,friend
good,uh
good,working
good,out,
good,eating,
good,um
good,watching
good,tv
good,talking
good,friends,
good,hanging
good,friend
mood,uh
mood,working
mood,out,
mood,eating,
mood,um
mood,watching
mood,tv
mood,talking
mood,friends,
mood,hanging
mood,friend
uh,proud
uh,life
working,proud
working,life
out,,proud
out,,life
eating,,proud
eating,,life
um,proud
um,life
watching,proud
watching,life
tv,proud
tv,life
talking,proud
talking,life
friends,,proud
friends,,life
hanging,proud
hanging,life
friend,proud
friend,life
proud,uh,
proud,i'm
proud,responsible,
life,uh,
life,i'm
life,responsible,
uh,,that's
uh,,good
i'm,that's
i'm,good
responsible,,that's
responsible,,good
