today,okay
i've,positive
i've,influence
i've,life
made,who's
made,someone
made,that's
made,positive
made,influence
made,life
memorable,,who's
memorable,,someone
memorable,,that's
memorable,,positive
memorable,,influence
memorable,,life
and,,who's
and,,someone
and,,that's
and,,positive
and,,influence
and,,life
bad,who's
bad,someone
bad,that's
bad,positive
bad,influence
bad,life
thing,who's
thing,someone
thing,that's
thing,positive
thing,influence
thing,life
would,who's
would,someone
would,that's
would,positive
would,influence
would,life
father's,who's
father's,someone
father's,that's
father's,positive
father's,influence
father's,life
death,who's
death,someone
death,that's
death,positive
death,influence
death,life
know,who's
know,someone
know,that's
know,positive
know,influence
know,life
memorable,who's
memorable,someone
memorable,that's
memorable,positive
memorable,influence
memorable,life
good,who's
good,someone
good,that's
good,positive
good,influence
good,life
though,who's
though,someone
though,that's
though,positive
though,influence
though,life
who's,uh,
who's,well
who's,parent
who's,lot
who's,brother
who's,sister
who's,uh
who's,family
someone,uh,
someone,well
someone,parent
someone,lot
someone,brother
someone,sister
someone,uh
someone,family
that's,uh,
that's,well
that's,parent
that's,lot
that's,brother
that's,sister
that's,uh
that's,family
positive,uh,
positive,well
positive,parent
positive,lot
positive,brother
positive,sister
positive,uh
positive,family
influence,uh,
influence,well
influence,parent
influence,lot
influence,brother
influence,sister
influence,uh
influence,family
life,uh,
life,well
life,parent
life,lot
life,brother
life,sister
life,uh
life,family
uh,,close
uh,,family
well,close
well,family
parent,close
parent,family
lot,close
lot,family
brother,close
brother,family
sister,close
sister,family
uh,close
uh,family
family,close
family,family
close,uh
close,fairly
close,close
close,live
close,around
close,la,
close,uh
close,there's
close,far,
close,distant
close,uh
close,distant
close,brother
close,life
close,new
close,york
close,and,
close,brother
close,life
close,maui
family,uh
family,fairly
family,close
family,live
family,around
family,la,
family,uh
family,there's
family,far,
family,distant
family,uh
family,distant
family,brother
family,life
family,new
family,york
family,and,
family,brother
family,life
family,maui
uh,wow
fairly,wow
close,wow
live,wow
around,wow
la,,wow
uh,wow
there's,wow
far,,wow
distant,wow
uh,wow
distant,wow
brother,wow
life,wow
new,wow
york,wow
and,,wow
brother,wow
life,wow
maui,wow
wow,mhm
mhm,think
mhm,today's
mhm,kid
think,oh
think,mostly
think,talented,
think,um
think,um
think,involved
think,technology
think,maybe
think,was,
think,they're
think,um,
think,think
think,they're
think,hive
think,mind
think,grew
think,up,
think,seems
think,like
think,hooked
think,social
think,medium
today's,oh
today's,mostly
today's,talented,
today's,um
today's,um
today's,involved
today's,technology
today's,maybe
today's,was,
today's,they're
today's,um,
today's,think
today's,they're
today's,hive
today's,mind
today's,grew
today's,up,
today's,seems
today's,like
today's,hooked
today's,social
today's,medium
kid,oh
kid,mostly
kid,talented,
kid,um
kid,um
kid,involved
kid,technology
kid,maybe
kid,was,
kid,they're
kid,um,
kid,think
kid,they're
kid,hive
kid,mind
kid,grew
kid,up,
kid,seems
kid,like
kid,hooked
kid,social
kid,medium
oh,relax
mostly,relax
talented,,relax
um,relax
um,relax
involved,relax
technology,relax
maybe,relax
was,,relax
they're,relax
um,,relax
think,relax
they're,relax
hive,relax
mind,relax
grew,relax
up,,relax
seems,relax
like,relax
hooked,relax
social,relax
medium,relax
relax,uh
relax,go
relax,walk
relax,or,
relax,watch
relax,television
uh,mhm
go,mhm
walk,mhm
or,,mhm
watch,mhm
television,mhm
mhm,play
mhm,computer,
mhm,uh
play,thing
play,make
play,really
play,mad
computer,,thing
computer,,make
computer,,really
computer,,mad
uh,thing
uh,make
uh,really
uh,mad
thing,um
thing,well,
thing,there's
thing,some,
thing,uh,
thing,there's
thing,kind
thing,uh,
thing,injustice
thing,happen
thing,not,
thing,big
thing,deal
thing,example
thing,parking
thing,situation
thing,got
thing,worse
thing,new
thing,district
thing,parking,
thing,eh
thing,that's
thing,kind
thing,upsetting
thing,city
thing,seem
thing,wanna
make,um
make,well,
make,there's
make,some,
make,uh,
make,there's
make,kind
make,uh,
make,injustice
make,happen
make,not,
make,big
make,deal
make,example
make,parking
make,situation
make,got
make,worse
make,new
make,district
make,parking,
make,eh
make,that's
make,kind
make,upsetting
make,city
make,seem
make,wanna
really,um
really,well,
really,there's
really,some,
really,uh,
really,there's
really,kind
really,uh,
really,injustice
really,happen
really,not,
really,big
really,deal
really,example
really,parking
really,situation
really,got
really,worse
really,new
really,district
really,parking,
really,eh
really,that's
really,kind
really,upsetting
really,city
really,seem
really,wanna
mad,um
mad,well,
mad,there's
mad,some,
mad,uh,
mad,there's
mad,kind
mad,uh,
mad,injustice
mad,happen
mad,not,
mad,big
mad,deal
mad,example
mad,parking
mad,situation
mad,got
mad,worse
mad,new
mad,district
mad,parking,
mad,eh
mad,that's
mad,kind
mad,upsetting
mad,city
mad,seem
mad,wanna
um,oh
well,,oh
there's,oh
some,,oh
uh,,oh
there's,oh
kind,oh
uh,,oh
injustice,oh
happen,oh
not,,oh
big,oh
deal,oh
example,oh
parking,oh
situation,oh
got,oh
worse,oh
new,oh
district,oh
parking,,oh
eh,oh
that's,oh
kind,oh
upsetting,oh
city,oh
seem,oh
wanna,oh
oh,uh
oh,make
oh,exception
oh,change
oh,rules,
oh,also
oh,uh
oh,unfair
oh,thing
oh,work
oh,sometimes
oh,happen
oh,upsetting,
oh,uh
oh,upsetting
uh,give
uh,example
make,give
make,example
exception,give
exception,example
change,give
change,example
rules,,give
rules,,example
also,give
also,example
uh,give
uh,example
unfair,give
unfair,example
thing,give
thing,example
work,give
work,example
sometimes,give
sometimes,example
happen,give
happen,example
upsetting,,give
upsetting,,example
uh,give
uh,example
upsetting,give
upsetting,example
give,uh
give,yeah,
give,worked
give,school
give,uh
give,uh
give,high
give,school
give,worked
give,high
give,school
give,dance
give,uh
give,last
give,weekend
give,arrived
give,site,
give,people
give,site
give,said
give,set
give,equipment
give,backdrop
give,thing
give,location
give,assigned
give,go
give,outside,
give,get
give,okay
give,go
give,inside
give,outside
give,prepared
give,told
give,advance
give,outside,
give,um
give,delayed
give,setup
give,time
give,bothered
give,except
give,monday
give,morning
give,um
give,school
give,called
give,called
give,bos
give,complained,
give,late
give,setting
give,told
give,us,
give,wait
give,told
give,would
give,delayed
give,wait
give,still
give,get
give,complaint
give,part
give,upsetting
give,and,
give,work
give,back
give,u
give,office
give,need
give,please
give,school
give,maintain
give,account
give,so,
give,uh
give,often
give,something
give,like
give,happens
give,mean
give,send
give,work
give,school
give,would
give,translate
give,le
give,payroll
give,hour
give,photographer
give,job
example,uh
example,yeah,
example,worked
example,school
example,uh
example,uh
example,high
example,school
example,worked
example,high
example,school
example,dance
example,uh
example,last
example,weekend
example,arrived
example,site,
example,people
example,site
example,said
example,set
example,equipment
example,backdrop
example,thing
example,location
example,assigned
example,go
example,outside,
example,get
example,okay
example,go
example,inside
example,outside
example,prepared
example,told
example,advance
example,outside,
example,um
example,delayed
example,setup
example,time
example,bothered
example,except
example,monday
example,morning
example,um
example,school
example,called
example,called
example,bos
example,complained,
example,late
example,setting
example,told
example,us,
example,wait
example,told
example,would
example,delayed
example,wait
example,still
example,get
example,complaint
example,part
example,upsetting
example,and,
example,work
example,back
example,u
example,office
example,need
example,please
example,school
example,maintain
example,account
example,so,
example,uh
example,often
example,something
example,like
example,happens
example,mean
example,send
example,work
example,school
example,would
example,translate
example,le
example,payroll
example,hour
example,photographer
example,job
uh,oh
yeah,,oh
worked,oh
school,oh
uh,oh
uh,oh
high,oh
school,oh
worked,oh
high,oh
school,oh
dance,oh
uh,oh
last,oh
weekend,oh
arrived,oh
site,,oh
people,oh
site,oh
said,oh
set,oh
equipment,oh
backdrop,oh
thing,oh
location,oh
assigned,oh
go,oh
outside,,oh
get,oh
okay,oh
go,oh
inside,oh
outside,oh
prepared,oh
told,oh
advance,oh
outside,,oh
um,oh
delayed,oh
setup,oh
time,oh
bothered,oh
except,oh
monday,oh
morning,oh
um,oh
school,oh
called,oh
called,oh
bos,oh
complained,,oh
late,oh
setting,oh
told,oh
us,,oh
wait,oh
told,oh
would,oh
delayed,oh
wait,oh
still,oh
get,oh
complaint,oh
part,oh
upsetting,oh
and,,oh
work,oh
back,oh
u,oh
office,oh
need,oh
please,oh
school,oh
maintain,oh
account,oh
so,,oh
uh,oh
often,oh
something,oh
like,oh
happens,oh
mean,oh
send,oh
work,oh
school,oh
would,oh
translate,oh
le,oh
payroll,oh
hour,oh
photographer,oh
job,oh
oh,that's
oh,yeah
oh,that's
oh,things,
oh,upsetting
that's,cope
yeah,cope
that's,cope
things,,cope
upsetting,cope
cope,uh
cope,time
cope,dust
cope,resume
cope,*laughter*
cope,start
cope,looking
cope,situation
cope,are,
cope,might
cope,better,
cope,um
uh,that's
uh,good
time,that's
time,good
dust,that's
dust,good
resume,that's
resume,good
*laughter*,that's
*laughter*,good
start,that's
start,good
looking,that's
looking,good
situation,that's
situation,good
are,,that's
are,,good
might,that's
might,good
better,,that's
better,,good
um,that's
um,good
that's,yeah
good,yeah
yeah,controlling
yeah,temper
controlling,uh
controlling,pretty
controlling,good
controlling,*sigh*
controlling,usually,
controlling,might
controlling,uh
controlling,moment
controlling,really
controlling,lose
controlling,later
controlling,might
controlling,um
controlling,vent
controlling,something
controlling,like
controlling,that,
controlling,spot
controlling,location
temper,uh
temper,pretty
temper,good
temper,*sigh*
temper,usually,
temper,might
temper,uh
temper,moment
temper,really
temper,lose
temper,later
temper,might
temper,um
temper,vent
temper,something
temper,like
temper,that,
temper,spot
temper,location
uh,last
uh,time
uh,argued
uh,someone
pretty,last
pretty,time
pretty,argued
pretty,someone
good,last
good,time
good,argued
good,someone
*sigh*,last
*sigh*,time
*sigh*,argued
*sigh*,someone
usually,,last
usually,,time
usually,,argued
usually,,someone
might,last
might,time
might,argued
might,someone
uh,last
uh,time
uh,argued
uh,someone
moment,last
moment,time
moment,argued
moment,someone
really,last
really,time
really,argued
really,someone
lose,last
lose,time
lose,argued
lose,someone
later,last
later,time
later,argued
later,someone
might,last
might,time
might,argued
might,someone
um,last
um,time
um,argued
um,someone
vent,last
vent,time
vent,argued
vent,someone
something,last
something,time
something,argued
something,someone
like,last
like,time
like,argued
like,someone
that,,last
that,,time
that,,argued
that,,someone
spot,last
spot,time
spot,argued
spot,someone
location,last
location,time
location,argued
location,someone
last,um,
last,well
last,today
last,um
last,uh
last,schedule
last,tight
last,schedule
last,today
last,friend
last,i'm
last,car
last,sharing
last,car
last,today
last,uh
last,we,
last,arguing
last,go
last,first,
last,um
last,compromised
last,and,
last,thing
last,one
last,thing
last,after,
last,one
last,thing
last,we're
last,gonna
last,thing
last,so,
time,um,
time,well
time,today
time,um
time,uh
time,schedule
time,tight
time,schedule
time,today
time,friend
time,i'm
time,car
time,sharing
time,car
time,today
time,uh
time,we,
time,arguing
time,go
time,first,
time,um
time,compromised
time,and,
time,thing
time,one
time,thing
time,after,
time,one
time,thing
time,we're
time,gonna
time,thing
time,so,
argued,um,
argued,well
argued,today
argued,um
argued,uh
argued,schedule
argued,tight
argued,schedule
argued,today
argued,friend
argued,i'm
argued,car
argued,sharing
argued,car
argued,today
argued,uh
argued,we,
argued,arguing
argued,go
argued,first,
argued,um
argued,compromised
argued,and,
argued,thing
argued,one
argued,thing
argued,after,
argued,one
argued,thing
argued,we're
argued,gonna
argued,thing
argued,so,
someone,um,
someone,well
someone,today
someone,um
someone,uh
someone,schedule
someone,tight
someone,schedule
someone,today
someone,friend
someone,i'm
someone,car
someone,sharing
someone,car
someone,today
someone,uh
someone,we,
someone,arguing
someone,go
someone,first,
someone,um
someone,compromised
someone,and,
someone,thing
someone,one
someone,thing
someone,after,
someone,one
someone,thing
someone,we're
someone,gonna
someone,thing
someone,so,
um,,that's
um,,good
well,that's
well,good
today,that's
today,good
um,that's
um,good
uh,that's
uh,good
schedule,that's
schedule,good
tight,that's
tight,good
schedule,that's
schedule,good
today,that's
today,good
friend,that's
friend,good
i'm,that's
i'm,good
car,that's
car,good
sharing,that's
sharing,good
car,that's
car,good
today,that's
today,good
uh,that's
uh,good
we,,that's
we,,good
arguing,that's
arguing,good
go,that's
go,good
first,,that's
first,,good
um,that's
um,good
compromised,that's
compromised,good
and,,that's
and,,good
thing,that's
thing,good
one,that's
one,good
thing,that's
thing,good
after,,that's
after,,good
one,that's
one,good
thing,that's
thing,good
we're,that's
we're,good
gonna,that's
gonna,good
thing,that's
thing,good
so,,that's
so,,good
that's,yeah
good,yeah
yeah,ever
yeah,served
yeah,military
ever,post-traumatic
ever,stress
ever,syndrome
diagnosed,post-traumatic
diagnosed,stress
diagnosed,syndrome
ptsd,post-traumatic
ptsd,stress
ptsd,syndrome
post-traumatic,mhm
stress,mhm
syndrome,mhm
mhm,uh,
uh,,diagnosed
uh,,depression
diagnosed,yes
depression,yes
yes,long
yes,ago
yes,diagnosed
long,oh
long,*sigh*
long,i'd
long,say
long,nineteen
long,eighty,
long,yeah
long,think
long,believe
long,nineteen
long,eighty
ago,oh
ago,*sigh*
ago,i'd
ago,say
ago,nineteen
ago,eighty,
ago,yeah
ago,think
ago,believe
ago,nineteen
ago,eighty
diagnosed,oh
diagnosed,*sigh*
diagnosed,i'd
diagnosed,say
diagnosed,nineteen
diagnosed,eighty,
diagnosed,yeah
diagnosed,think
diagnosed,believe
diagnosed,nineteen
diagnosed,eighty
oh,that's
oh,long
oh,time
*sigh*,that's
*sigh*,long
*sigh*,time
i'd,that's
i'd,long
i'd,time
say,that's
say,long
say,time
nineteen,that's
nineteen,long
nineteen,time
eighty,,that's
eighty,,long
eighty,,time
yeah,that's
yeah,long
yeah,time
think,that's
think,long
think,time
believe,that's
believe,long
believe,time
nineteen,that's
nineteen,long
nineteen,time
eighty,that's
eighty,long
eighty,time
that's,yeah
long,yeah
time,yeah
yeah,got
yeah,seek
yeah,help
got,um,
got,well
got,father
got,noticed
got,symptom
got,father
got,well
got,he's
got,passed
got,away
got,psychiatrist
seek,um,
seek,well
seek,father
seek,noticed
seek,symptom
seek,father
seek,well
seek,he's
seek,passed
seek,away
seek,psychiatrist
help,um,
help,well
help,father
help,noticed
help,symptom
help,father
help,well
help,he's
help,passed
help,away
help,psychiatrist
um,,symptom
well,symptom
father,symptom
noticed,symptom
symptom,symptom
father,symptom
well,symptom
he's,symptom
passed,symptom
away,symptom
psychiatrist,symptom
symptom,um,
symptom,well
symptom,sleeping
symptom,laying
symptom,around
symptom,house,
symptom,um
symptom,waking
symptom,at,
symptom,noon
symptom,*laughter*
symptom,something
symptom,like
symptom,um,
symptom,focus
symptom,like
symptom,getting
symptom,job
symptom,clear
symptom,enough,
symptom,uh
symptom,remember
symptom,job
symptom,interview
symptom,i'd
symptom,go
symptom,front
symptom,door
symptom,go
symptom,*laughter*
symptom,think
symptom,part
symptom,depression
um,,think
um,,problem
um,,found
well,think
well,problem
well,found
sleeping,think
sleeping,problem
sleeping,found
laying,think
laying,problem
laying,found
around,think
around,problem
around,found
house,,think
house,,problem
house,,found
um,think
um,problem
um,found
waking,think
waking,problem
waking,found
at,,think
at,,problem
at,,found
noon,think
noon,problem
noon,found
*laughter*,think
*laughter*,problem
*laughter*,found
something,think
something,problem
something,found
like,think
like,problem
like,found
um,,think
um,,problem
um,,found
focus,think
focus,problem
focus,found
like,think
like,problem
like,found
getting,think
getting,problem
getting,found
job,think
job,problem
job,found
clear,think
clear,problem
clear,found
enough,,think
enough,,problem
enough,,found
uh,think
uh,problem
uh,found
remember,think
remember,problem
remember,found
job,think
job,problem
job,found
interview,think
interview,problem
interview,found
i'd,think
i'd,problem
i'd,found
go,think
go,problem
go,found
front,think
front,problem
front,found
door,think
door,problem
door,found
go,think
go,problem
go,found
*laughter*,think
*laughter*,problem
*laughter*,found
think,think
think,problem
think,found
part,think
part,problem
part,found
depression,think
depression,problem
depression,found
think,yeah
think,thought
think,problem
think,know
problem,yeah
problem,thought
problem,problem
problem,know
found,yeah
found,thought
found,problem
found,know
yeah,still
yeah,go
yeah,therapy
thought,still
thought,go
thought,therapy
problem,still
problem,go
problem,therapy
know,still
know,go
know,therapy
stop,uh
stop,well,
stop,eh
stop,went
stop,three
stop,year
stop,psychiatrist
stop,said
stop,that,
stop,thought
stop,done
stop,*laughter*
stop,uh,
stop,get
stop,much
stop,better
stop,place
stop,watch
stop,time
stop,see
stop,what's
stop,going
stop,on,
stop,depression
stop,think
stop,i'll
stop,good
stop,day
stop,bad
stop,day
uh,sort
uh,change
uh,noticed
uh,since
uh,going
uh,therapy
well,,sort
well,,change
well,,noticed
well,,since
well,,going
well,,therapy
eh,sort
eh,change
eh,noticed
eh,since
eh,going
eh,therapy
went,sort
went,change
went,noticed
went,since
went,going
went,therapy
three,sort
three,change
three,noticed
three,since
three,going
three,therapy
year,sort
year,change
year,noticed
year,since
year,going
year,therapy
psychiatrist,sort
psychiatrist,change
psychiatrist,noticed
psychiatrist,since
psychiatrist,going
psychiatrist,therapy
said,sort
said,change
said,noticed
said,since
said,going
said,therapy
that,,sort
that,,change
that,,noticed
that,,since
that,,going
that,,therapy
thought,sort
thought,change
thought,noticed
thought,since
thought,going
thought,therapy
done,sort
done,change
done,noticed
done,since
done,going
done,therapy
*laughter*,sort
*laughter*,change
*laughter*,noticed
*laughter*,since
*laughter*,going
*laughter*,therapy
uh,,sort
uh,,change
uh,,noticed
uh,,since
uh,,going
uh,,therapy
get,sort
get,change
get,noticed
get,since
get,going
get,therapy
much,sort
much,change
much,noticed
much,since
much,going
much,therapy
better,sort
better,change
better,noticed
better,since
better,going
better,therapy
place,sort
place,change
place,noticed
place,since
place,going
place,therapy
watch,sort
watch,change
watch,noticed
watch,since
watch,going
watch,therapy
time,sort
time,change
time,noticed
time,since
time,going
time,therapy
see,sort
see,change
see,noticed
see,since
see,going
see,therapy
what's,sort
what's,change
what's,noticed
what's,since
what's,going
what's,therapy
going,sort
going,change
going,noticed
going,since
going,going
going,therapy
on,,sort
on,,change
on,,noticed
on,,since
on,,going
on,,therapy
depression,sort
depression,change
depression,noticed
depression,since
depression,going
depression,therapy
think,sort
think,change
think,noticed
think,since
think,going
think,therapy
i'll,sort
i'll,change
i'll,noticed
i'll,since
i'll,going
i'll,therapy
good,sort
good,change
good,noticed
good,since
good,going
good,therapy
day,sort
day,change
day,noticed
day,since
day,going
day,therapy
bad,sort
bad,change
bad,noticed
bad,since
bad,going
bad,therapy
day,sort
day,change
day,noticed
day,since
day,going
day,therapy
sort,um,
sort,think
sort,therapy
sort,make
sort,see
sort,um,
sort,like
sort,thought
sort,filter
sort,wearing
sort,pair
sort,put
sort,depression
sort,pair
sort,sunglass
sort,really,
sort,see
sort,everything
sort,kinda
sort,sort
sort,of,
sort,try
sort,take
sort,glass
sort,little
sort,bit
sort,double
sort,check
sort,really
sort,perceiving
sort,thing
sort,accurately,
sort,seeing
sort,depressed
sort,viewpoint,
sort,try
sort,look
sort,clue
change,um,
change,think
change,therapy
change,make
change,see
change,um,
change,like
change,thought
change,filter
change,wearing
change,pair
change,put
change,depression
change,pair
change,sunglass
change,really,
change,see
change,everything
change,kinda
change,sort
change,of,
change,try
change,take
change,glass
change,little
change,bit
change,double
change,check
change,really
change,perceiving
change,thing
change,accurately,
change,seeing
change,depressed
change,viewpoint,
change,try
change,look
change,clue
noticed,um,
noticed,think
noticed,therapy
noticed,make
noticed,see
noticed,um,
noticed,like
noticed,thought
noticed,filter
noticed,wearing
noticed,pair
noticed,put
noticed,depression
noticed,pair
noticed,sunglass
noticed,really,
noticed,see
noticed,everything
noticed,kinda
noticed,sort
noticed,of,
noticed,try
noticed,take
noticed,glass
noticed,little
noticed,bit
noticed,double
noticed,check
noticed,really
noticed,perceiving
noticed,thing
noticed,accurately,
noticed,seeing
noticed,depressed
noticed,viewpoint,
noticed,try
noticed,look
noticed,clue
since,um,
since,think
since,therapy
since,make
since,see
since,um,
since,like
since,thought
since,filter
since,wearing
since,pair
since,put
since,depression
since,pair
since,sunglass
since,really,
since,see
since,everything
since,kinda
since,sort
since,of,
since,try
since,take
since,glass
since,little
since,bit
since,double
since,check
since,really
since,perceiving
since,thing
since,accurately,
since,seeing
since,depressed
since,viewpoint,
since,try
since,look
since,clue
going,um,
going,think
going,therapy
going,make
going,see
going,um,
going,like
going,thought
going,filter
going,wearing
going,pair
going,put
going,depression
going,pair
going,sunglass
going,really,
going,see
going,everything
going,kinda
going,sort
going,of,
going,try
going,take
going,glass
going,little
going,bit
going,double
going,check
going,really
going,perceiving
going,thing
going,accurately,
going,seeing
going,depressed
going,viewpoint,
going,try
going,look
going,clue
therapy,um,
therapy,think
therapy,therapy
therapy,make
therapy,see
therapy,um,
therapy,like
therapy,thought
therapy,filter
therapy,wearing
therapy,pair
therapy,put
therapy,depression
therapy,pair
therapy,sunglass
therapy,really,
therapy,see
therapy,everything
therapy,kinda
therapy,sort
therapy,of,
therapy,try
therapy,take
therapy,glass
therapy,little
therapy,bit
therapy,double
therapy,check
therapy,really
therapy,perceiving
therapy,thing
therapy,accurately,
therapy,seeing
therapy,depressed
therapy,viewpoint,
therapy,try
therapy,look
therapy,clue
um,,feeling
um,,lately
think,feeling
think,lately
therapy,feeling
therapy,lately
make,feeling
make,lately
see,feeling
see,lately
um,,feeling
