today,okay
what's,screenwriter
what's,guess
dream,what'd
dream,dream
dream,job,
dream,um,
dream,know
dream,uh
dream,screenwriter
dream,guess
job,what'd
job,dream
job,job,
job,um,
job,know
job,uh
job,screenwriter
job,guess
what'd,hard
dream,hard
job,,hard
um,,hard
know,hard
uh,hard
screenwriter,hard
guess,hard
hard,um
hard,understand
hard,pretty
hard,hard
um,*laughter*
understand,*laughter*
pretty,*laughter*
hard,*laughter*
*laughter*,write
*laughter*,good
*laughter*,screenplay
write,consider
write,introvert
good,consider
good,introvert
screenplay,consider
screenplay,introvert
consider,yes
introvert,yes
yes,controlling
yes,temper
controlling,uh
controlling,well
temper,uh
temper,well
uh,last
uh,time
uh,argued
uh,someone
well,last
well,time
well,argued
well,someone
last,,
last,um,
last,well
last,argue
last,real
last,person
time,,
time,um,
time,well
time,argue
time,real
time,person
argued,,
argued,um,
argued,well
argued,argue
argued,real
argued,person
someone,,
someone,um,
someone,well
someone,argue
someone,real
someone,person
,,could
,,say
,,little
um,,could
um,,say
um,,little
well,could
well,say
well,little
argue,could
argue,say
argue,little
real,could
real,say
real,little
person,could
person,say
person,little
could,yes
could,person
could,hear
could,awhile
could,talk
could,argument,
could,listening
could,phone
say,yes
say,person
say,hear
say,awhile
say,talk
say,argument,
say,listening
say,phone
little,yes
little,person
little,hear
little,awhile
little,talk
little,argument,
little,listening
little,phone
yes,annoyed
person,annoyed
hear,annoyed
awhile,annoyed
talk,annoyed
argument,,annoyed
listening,annoyed
phone,annoyed
annoyed,uh
annoyed,avoidance,
annoyed,whatever
annoyed,annoys
uh,what's
uh,one
uh,memorable
uh,experience
avoidance,,what's
avoidance,,one
avoidance,,memorable
avoidance,,experience
whatever,what's
whatever,one
whatever,memorable
whatever,experience
annoys,what's
annoys,one
annoys,memorable
annoys,experience
what's,um
what's,homeless
one,um
one,homeless
memorable,um
memorable,homeless
experience,um
experience,homeless
um,sound
um,really
um,hard
homeless,sound
homeless,really
homeless,hard
sound,yes
really,yes
hard,yes
yes,feel
yes,moment
feel,um
feel,well,
feel,particularly
feel,like
feel,homeless
feel,people
feel,la
moment,um
moment,well,
moment,particularly
moment,like
moment,homeless
moment,people
moment,la
um,uh
um,huh
well,,uh
well,,huh
particularly,uh
particularly,huh
like,uh
like,huh
homeless,uh
homeless,huh
people,uh
people,huh
la,uh
la,huh
uh,really
uh,hard
uh,homeless
huh,really
huh,hard
huh,homeless
really,live
hard,live
homeless,live
live,oh
live,right
live,live
live,apartment
oh,like
oh,living
oh,situation
right,like
right,living
right,situation
live,like
live,living
live,situation
apartment,like
apartment,living
apartment,situation
like,uh
like,like
like,neighbor
living,uh
living,like
living,neighbor
situation,uh
situation,like
situation,neighbor
uh,what's
uh,like
uh,living
like,what's
like,like
like,living
neighbor,what's
neighbor,like
neighbor,living
what's,um,
what's,well
what's,harass
what's,time,
what's,come
what's,apartment
like,um,
like,well
like,harass
like,time,
like,come
like,apartment
living,um,
living,well
living,harass
living,time,
living,come
living,apartment
um,,suck
well,suck
harass,suck
time,,suck
come,suck
apartment,suck
suck,*laughter*
suck,*sigh*
*laughter*,could
*laughter*,done
*laughter*,anything
*laughter*,avoid
*sigh*,could
*sigh*,done
*sigh*,anything
*sigh*,avoid
could,uh
could,well
could,know
could,moved
could,horrible
could,people,
could,so,
could,i've
could,complained
could,management
could,anything
could,it,
could,tell
could,move
done,uh
done,well
done,know
done,moved
done,horrible
done,people,
done,so,
done,i've
done,complained
done,management
done,anything
done,it,
done,tell
done,move
anything,uh
anything,well
anything,know
anything,moved
anything,horrible
anything,people,
anything,so,
anything,i've
anything,complained
anything,management
anything,anything
anything,it,
anything,tell
anything,move
avoid,uh
avoid,well
avoid,know
avoid,moved
avoid,horrible
avoid,people,
avoid,so,
avoid,i've
avoid,complained
avoid,management
avoid,anything
avoid,it,
avoid,tell
avoid,move
uh,ever
uh,diagnosed
uh,ptsd
well,ever
well,diagnosed
well,ptsd
know,ever
know,diagnosed
know,ptsd
moved,ever
moved,diagnosed
moved,ptsd
horrible,ever
horrible,diagnosed
horrible,ptsd
people,,ever
people,,diagnosed
people,,ptsd
so,,ever
so,,diagnosed
so,,ptsd
i've,ever
i've,diagnosed
i've,ptsd
complained,ever
complained,diagnosed
complained,ptsd
management,ever
management,diagnosed
management,ptsd
anything,ever
anything,diagnosed
anything,ptsd
it,,ever
it,,diagnosed
it,,ptsd
tell,ever
tell,diagnosed
tell,ptsd
move,ever
move,diagnosed
move,ptsd
ever,yes,
ever,um
ever,back
ever,ninety
diagnosed,yes,
diagnosed,um
diagnosed,back
diagnosed,ninety
ptsd,yes,
ptsd,um
ptsd,back
ptsd,ninety
yes,,got
yes,,seek
yes,,help
um,got
um,seek
um,help
back,got
back,seek
back,help
ninety,got
ninety,seek
ninety,help
got,uh
got,cry
got,time
seek,uh
seek,cry
seek,time
help,uh
help,cry
help,time
uh,sound
uh,really
uh,hard
cry,sound
cry,really
cry,hard
time,sound
time,really
time,hard
sound,yeah,
sound,yeah
really,yeah,
really,yeah
hard,yeah,
hard,yeah
yeah,,going
yeah,,therapist
yeah,,helping
yeah,going
yeah,therapist
yeah,helping
going,uh
going,yes
going,yes,
going,hospital
going,um,
going,uh
going,two
going,month
going,ago
going,fifteen
going,day
therapist,uh
therapist,yes
therapist,yes,
therapist,hospital
therapist,um,
therapist,uh
therapist,two
therapist,month
therapist,ago
therapist,fifteen
therapist,day
helping,uh
helping,yes
helping,yes,
helping,hospital
helping,um,
helping,uh
helping,two
helping,month
helping,ago
helping,fifteen
helping,day
uh,tell
yes,tell
yes,,tell
hospital,tell
um,,tell
uh,tell
two,tell
month,tell
ago,tell
fifteen,tell
day,tell
tell,um
tell,depression
tell,arguing
tell,uh
tell,person,
tell,that's
tell,real
um,sort
um,change
um,noticed
um,since
um,going
um,therapy
depression,sort
depression,change
depression,noticed
depression,since
depression,going
depression,therapy
arguing,sort
arguing,change
arguing,noticed
arguing,since
arguing,going
arguing,therapy
uh,sort
uh,change
uh,noticed
uh,since
uh,going
uh,therapy
person,,sort
person,,change
person,,noticed
person,,since
person,,going
person,,therapy
that's,sort
that's,change
that's,noticed
that's,since
that's,going
that's,therapy
real,sort
real,change
real,noticed
real,since
real,going
real,therapy
sort,ignore
sort,person
sort,hear
sort,them,
change,ignore
change,person
change,hear
change,them,
noticed,ignore
noticed,person
noticed,hear
noticed,them,
since,ignore
since,person
since,hear
since,them,
going,ignore
going,person
going,hear
going,them,
therapy,ignore
therapy,person
therapy,hear
therapy,them,
ignore,hard
person,hard
hear,hard
them,,hard
hard,uh
hard,hard
hard,anymore
hard,going
hard,therapy
uh,seeing
uh,therapist
uh,affected
hard,seeing
hard,therapist
hard,affected
anymore,seeing
anymore,therapist
anymore,affected
going,seeing
going,therapist
going,affected
therapy,seeing
therapy,therapist
therapy,affected
seeing,oh
seeing,helped
seeing,uh
seeing,cheerful
seeing,uh,
seeing,ignore,
seeing,thing
seeing,bother
therapist,oh
therapist,helped
therapist,uh
therapist,cheerful
therapist,uh,
therapist,ignore,
therapist,thing
therapist,bother
affected,oh
affected,helped
affected,uh
affected,cheerful
affected,uh,
affected,ignore,
affected,thing
affected,bother
oh,symptom
helped,symptom
uh,symptom
cheerful,symptom
uh,,symptom
ignore,,symptom
thing,symptom
bother,symptom
symptom,uh,
symptom,sleeping
symptom,time
symptom,eating
symptom,much,
symptom,uh
symptom,tie
symptom,arguing
symptom,screaming
symptom,this,
symptom,unreal
symptom,person
uh,,think
uh,,problem
uh,,found
sleeping,think
sleeping,problem
sleeping,found
time,think
time,problem
time,found
eating,think
eating,problem
eating,found
much,,think
much,,problem
much,,found
uh,think
uh,problem
uh,found
tie,think
tie,problem
tie,found
arguing,think
arguing,problem
arguing,found
screaming,think
screaming,problem
screaming,found
this,,think
this,,problem
this,,found
unreal,think
unreal,problem
unreal,found
person,think
person,problem
person,found
think,um,
think,found
think,out,
problem,um,
problem,found
problem,out,
found,um,
found,found
found,out,
um,,feeling
um,,lately
found,feeling
found,lately
out,,feeling
out,,lately
feeling,uh
feeling,lately
feeling,i've
feeling,still
feeling,pretty
feeling,depressed
lately,uh
lately,lately
lately,i've
lately,still
lately,pretty
lately,depressed
uh,feel
uh,way
uh,often
lately,feel
lately,way
lately,often
i've,feel
i've,way
i've,often
still,feel
still,way
still,often
pretty,feel
pretty,way
pretty,often
depressed,feel
depressed,way
depressed,often
feel,yes
way,yes
often,yes
yes,easy
yes,get
yes,good
yes,night's
yes,sleep
easy,hard
get,hard
good,hard
night's,hard
sleep,hard
hard,triggered
hard,something
triggered,well
triggered,wake
triggered,every
triggered,two
triggered,hour
triggered,go
triggered,bathroom
triggered,um,
triggered,uh
triggered,something
triggered,wake
triggered,noise
triggered,wake
triggered,up,
triggered,sleep
triggered,well,
triggered,i'm
triggered,tired
triggered,time
something,well
something,wake
something,every
something,two
something,hour
something,go
something,bathroom
something,um,
something,uh
something,something
something,wake
something,noise
something,wake
something,up,
something,sleep
something,well,
something,i'm
something,tired
something,time
well,last
well,time
well,felt
well,really
well,happy
wake,last
wake,time
wake,felt
wake,really
wake,happy
every,last
every,time
every,felt
every,really
every,happy
two,last
two,time
two,felt
two,really
two,happy
hour,last
hour,time
hour,felt
hour,really
hour,happy
go,last
go,time
go,felt
go,really
go,happy
bathroom,last
bathroom,time
bathroom,felt
bathroom,really
bathroom,happy
um,,last
um,,time
um,,felt
um,,really
um,,happy
uh,last
uh,time
uh,felt
uh,really
uh,happy
something,last
something,time
something,felt
something,really
something,happy
wake,last
wake,time
wake,felt
wake,really
wake,happy
noise,last
noise,time
noise,felt
noise,really
noise,happy
wake,last
wake,time
wake,felt
wake,really
wake,happy
up,,last
up,,time
up,,felt
up,,really
up,,happy
sleep,last
sleep,time
sleep,felt
sleep,really
sleep,happy
well,,last
well,,time
well,,felt
well,,really
well,,happy
i'm,last
i'm,time
i'm,felt
i'm,really
i'm,happy
tired,last
tired,time
tired,felt
tired,really
tired,happy
time,last
time,time
time,felt
time,really
time,happy
last,mm
last,remember
time,mm
time,remember
felt,mm
felt,remember
really,mm
really,remember
happy,mm
happy,remember
mm,thing
mm,usually
mm,put
mm,good
mm,mood
remember,thing
remember,usually
remember,put
remember,good
remember,mood
thing,um,
thing,ah
thing,spending
thing,time
thing,dog,
thing,dog
thing,two
thing,dog
usually,um,
usually,ah
usually,spending
usually,time
usually,dog,
usually,dog
usually,two
usually,dog
put,um,
put,ah
put,spending
put,time
put,dog,
put,dog
put,two
put,dog
good,um,
good,ah
good,spending
good,time
good,dog,
good,dog
good,two
good,dog
mood,um,
mood,ah
mood,spending
mood,time
mood,dog,
mood,dog
mood,two
mood,dog
um,,aw
ah,aw
spending,aw
time,aw
dog,,aw
dog,aw
two,aw
dog,aw
tell,mm,
tell,can't
tell,think
tell,anything
something,mm,
something,can't
something,think
something,anything
recently,mm,
recently,can't
recently,think
recently,anything
really,mm,
really,can't
really,think
really,anything
enjoyed,mm,
enjoyed,can't
enjoyed,think
enjoyed,anything
mm,,would
mm,,say
mm,,best
mm,,quality
can't,would
can't,say
can't,best
can't,quality
think,would
think,say
think,best
think,quality
anything,would
anything,say
anything,best
anything,quality
would,uh
would,try
would,hard
say,uh
say,try
say,hard
best,uh
best,try
best,hard
quality,uh
quality,try
quality,hard
uh,would
uh,best
uh,friend
uh,describe
try,would
try,best
try,friend
try,describe
hard,would
hard,best
hard,friend
hard,describe
would,uh
would,idea
would,*laughter*
would,know,
would,yeah
best,uh
best,idea
best,*laughter*
best,know,
best,yeah
friend,uh
friend,idea
friend,*laughter*
friend,know,
friend,yeah
describe,uh
describe,idea
describe,*laughter*
describe,know,
describe,yeah
uh,proud
uh,life
idea,proud
idea,life
*laughter*,proud
*laughter*,life
know,,proud
know,,life
yeah,proud
yeah,life
proud,uh
proud,kids,
proud,two
proud,kid
proud,girl
proud,boy
life,uh
life,kids,
life,two
life,kid
life,girl
life,boy
uh,what's
uh,best
uh,thing
uh,parent
kids,,what's
kids,,best
kids,,thing
kids,,parent
two,what's
two,best
two,thing
two,parent
kid,what's
kid,best
kid,thing
kid,parent
girl,what's
girl,best
girl,thing
girl,parent
boy,what's
boy,best
boy,thing
boy,parent
what's,um,
what's,kid
what's,*laughter*
what's,they're
what's,great,
best,um,
best,kid
best,*laughter*
best,they're
best,great,
thing,um,
thing,kid
thing,*laughter*
thing,they're
thing,great,
parent,um,
parent,kid
parent,*laughter*
parent,they're
parent,great,
um,,what's
um,,hardest
um,,thing
um,,parent
kid,what's
kid,hardest
kid,thing
kid,parent
*laughter*,what's
*laughter*,hardest
*laughter*,thing
*laughter*,parent
they're,what's
they're,hardest
they're,thing
they're,parent
great,,what's
great,,hardest
great,,thing
great,,parent
what's,uh
what's,trying
what's,get
what's,right
what's,thing
hardest,uh
hardest,trying
hardest,get
hardest,right
hardest,thing
thing,uh
thing,trying
thing,get
thing,right
thing,thing
parent,uh
parent,trying
parent,get
parent,right
parent,thing
uh,give
uh,example
trying,give
trying,example
get,give
get,example
right,give
right,example
thing,give
thing,example
give,uh
give,trying
give,get
give,stay
give,school
example,uh
example,trying
example,get
example,stay
example,school
uh,find
uh,easy
uh,parent
trying,find
trying,easy
trying,parent
get,find
get,easy
get,parent
stay,find
stay,easy
stay,parent
school,find
school,easy
school,parent
tell,um,
tell,well
tell,try
tell,right
tell,thing
tell,um
tell,always
tell,work
um,,always
um,,trade
um,,offs
um,,life
well,always
well,trade
well,offs
well,life
try,always
try,trade
try,offs
try,life
right,always
right,trade
right,offs
right,life
thing,always
thing,trade
thing,offs
thing,life
um,always
um,trade
um,offs
um,life
always,always
always,trade
always,offs
always,life
work,always
work,trade
work,offs
work,life
always,yes
trade,yes
offs,yes
life,yes
yes,close
yes,family
close,oh,
close,well
close,pretty
close,close
family,oh,
family,well
family,pretty
family,close
oh,,think
oh,,today's
oh,,kid
well,think
well,today's
well,kid
pretty,think
pretty,today's
pretty,kid
close,think
close,today's
close,kid
think,um,
think,think
think,today's
think,kids,
think,oh,
think,they're
think,like
think,kid
think,um,
think,kid
think,fine
today's,um,
today's,think
today's,today's
today's,kids,
today's,oh,
today's,they're
today's,like
today's,kid
today's,um,
today's,kid
today's,fine
kid,um,
kid,think
kid,today's
kid,kids,
kid,oh,
kid,they're
kid,like
kid,kid
kid,um,
kid,kid
kid,fine
um,,anything
um,,regret
think,anything
think,regret
today's,anything
today's,regret
kids,,anything
kids,,regret
oh,,anything
oh,,regret
they're,anything
they're,regret
like,anything
like,regret
kid,anything
kid,regret
um,,anything
um,,regret
kid,anything
kid,regret
fine,anything
fine,regret
anything,yes
anything,moving
anything,apartment
anything,i'm
anything,living
anything,*laughter*,
anything,so,
anything,like
anything,said
anything,know
regret,yes
regret,moving
regret,apartment
regret,i'm
regret,living
regret,*laughter*,
regret,so,
regret,like
regret,said
regret,know
yes,advice
yes,would
yes,give
yes,ten
yes,twenty
yes,year
yes,ago
moving,advice
moving,would
moving,give
moving,ten
moving,twenty
moving,year
moving,ago
apartment,advice
apartment,would
apartment,give
apartment,ten
apartment,twenty
apartment,year
apartment,ago
i'm,advice
i'm,would
i'm,give
i'm,ten
i'm,twenty
i'm,year
i'm,ago
living,advice
living,would
living,give
living,ten
living,twenty
living,year
living,ago
*laughter*,,advice
*laughter*,,would
*laughter*,,give
*laughter*,,ten
*laughter*,,twenty
*laughter*,,year
*laughter*,,ago
so,,advice
so,,would
so,,give
so,,ten
so,,twenty
so,,year
so,,ago
like,advice
like,would
like,give
like,ten
like,twenty
like,year
like,ago
said,advice
said,would
said,give
said,ten
said,twenty
said,year
said,ago
know,advice
know,would
know,give
know,ten
know,twenty
know,year
know,ago
advice,advice
advice,i'd
advice,give
advice,ten
advice,twenty
advice,year
advice,ago,
advice,um,
advice,uh,
advice,uh
advice,stay
advice,away
advice,ex-husband
advice,*laughter*,
would,advice
would,i'd
would,give
would,ten
would,twenty
would,year
would,ago,
would,um,
would,uh,
would,uh
would,stay
would,away
would,ex-husband
would,*laughter*,
give,advice
give,i'd
give,give
give,ten
give,twenty
give,year
give,ago,
give,um,
give,uh,
give,uh
give,stay
give,away
give,ex-husband
give,*laughter*,
ten,advice
ten,i'd
ten,give
ten,ten
ten,twenty
ten,year
ten,ago,
ten,um,
ten,uh,
ten,uh
ten,stay
ten,away
ten,ex-husband
ten,*laughter*,
twenty,advice
twenty,i'd
twenty,give
twenty,ten
twenty,twenty
twenty,year
twenty,ago,
twenty,um,
twenty,uh,
twenty,uh
twenty,stay
twenty,away
twenty,ex-husband
twenty,*laughter*,
year,advice
year,i'd
year,give
year,ten
year,twenty
year,year
year,ago,
year,um,
year,uh,
year,uh
year,stay
year,away
year,ex-husband
year,*laughter*,
ago,advice
ago,i'd
ago,give
ago,ten
ago,twenty
ago,year
ago,ago,
ago,um,
ago,uh,
ago,uh
ago,stay
ago,away
ago,ex-husband
ago,*laughter*,
advice,who's
advice,someone
advice,that's
advice,positive
advice,influence
advice,life
i'd,who's
i'd,someone
i'd,that's
i'd,positive
i'd,influence
i'd,life
give,who's
give,someone
give,that's
give,positive
give,influence
give,life
ten,who's
ten,someone
ten,that's
ten,positive
ten,influence
ten,life
twenty,who's
twenty,someone
twenty,that's
twenty,positive
twenty,influence
twenty,life
year,who's
year,someone
year,that's
year,positive
year,influence
year,life
ago,,who's
ago,,someone
ago,,that's
ago,,positive
ago,,influence
ago,,life
um,,who's
um,,someone
um,,that's
um,,positive
um,,influence
um,,life
uh,,who's
uh,,someone
uh,,that's
uh,,positive
uh,,influence
uh,,life
uh,who's
uh,someone
uh,that's
uh,positive
uh,influence
uh,life
stay,who's
stay,someone
stay,that's
stay,positive
stay,influence
stay,life
away,who's
away,someone
away,that's
away,positive
away,influence
away,life
ex-husband,who's
ex-husband,someone
ex-husband,that's
ex-husband,positive
ex-husband,influence
ex-husband,life
*laughter*,,who's
*laughter*,,someone
*laughter*,,that's
*laughter*,,positive
*laughter*,,influence
*laughter*,,life
who's,positive
who's,influence,
who's,well
who's,daughter
who's,think
who's,think
who's,daughter
who's,has,
someone,positive
someone,influence,
someone,well
someone,daughter
someone,think
someone,think
someone,daughter
someone,has,
that's,positive
that's,influence,
that's,well
that's,daughter
that's,think
that's,think
that's,daughter
that's,has,
positive,positive
positive,influence,
positive,well
positive,daughter
positive,think
positive,think
positive,daughter
positive,has,
influence,positive
influence,influence,
influence,well
influence,daughter
influence,think
influence,think
influence,daughter
influence,has,
life,positive
life,influence,
life,well
life,daughter
life,think
life,think
life,daughter
life,has,
uh,hmm
going,hmm
graduate,hmm
college,hmm
may,hmm
managed,hmm
stay,hmm
school,,hmm
child,hmm
trying,hmm
right,hmm
thing,hmm
hmm,wanna
hmm,talk
hmm,anything
hmm,else,
hmm,*sigh*
wanna,wanna
wanna,talk
wanna,anything
wanna,else,
wanna,*sigh*
talk,wanna
talk,talk
talk,anything
talk,else,
talk,*sigh*
anything,wanna
anything,talk
anything,anything
anything,else,
anything,*sigh*
else,,wanna
else,,talk
else,,anything
else,,else,
else,,*sigh*
*sigh*,wanna
*sigh*,talk
*sigh*,anything
*sigh*,else,
*sigh*,*sigh*
wanna,oh
wanna,okay
talk,oh
talk,okay
anything,oh
anything,okay
else,,oh
else,,okay
*sigh*,oh
*sigh*,okay
oh,oh
oh,okay
okay,oh
okay,okay
