today,alright
tell,just,
tell,remember
tell,one
tell,time
tell,like
tell,thirteen
tell,went
tell,friend
tell,mine
tell,see
tell,crosby
tell,still
tell,nash
tell,young
tell,concert
tell,forum,
tell,seven
tell,kid
tell,picked
tell,sizzlers
tell,right
tell,across
tell,street
tell,forum
tell,uh
tell,eleven
tell,o'clock
tell,night
tell,imagine,
tell,day
tell,agreed
well,what's
well,one
well,memorable
well,experience
mean,what's
mean,one
mean,memorable
mean,experience
just,,what's
just,,one
just,,memorable
just,,experience
remember,what's
remember,one
remember,memorable
remember,experience
one,what's
one,one
one,memorable
one,experience
time,what's
time,one
time,memorable
time,experience
like,what's
like,one
like,memorable
like,experience
thirteen,what's
thirteen,one
thirteen,memorable
thirteen,experience
went,what's
went,one
went,memorable
went,experience
friend,what's
friend,one
friend,memorable
friend,experience
mine,what's
mine,one
mine,memorable
mine,experience
see,what's
see,one
see,memorable
see,experience
crosby,what's
crosby,one
crosby,memorable
crosby,experience
still,what's
still,one
still,memorable
still,experience
nash,what's
nash,one
nash,memorable
nash,experience
young,what's
young,one
young,memorable
young,experience
concert,what's
concert,one
concert,memorable
concert,experience
forum,,what's
forum,,one
forum,,memorable
forum,,experience
seven,what's
seven,one
seven,memorable
seven,experience
kid,what's
kid,one
kid,memorable
kid,experience
picked,what's
picked,one
picked,memorable
picked,experience
sizzlers,what's
sizzlers,one
sizzlers,memorable
sizzlers,experience
right,what's
right,one
right,memorable
right,experience
across,what's
across,one
across,memorable
across,experience
street,what's
street,one
street,memorable
street,experience
forum,what's
forum,one
forum,memorable
forum,experience
uh,what's
uh,one
uh,memorable
uh,experience
eleven,what's
eleven,one
eleven,memorable
eleven,experience
o'clock,what's
o'clock,one
o'clock,memorable
o'clock,experience
night,what's
night,one
night,memorable
night,experience
imagine,,what's
imagine,,one
imagine,,memorable
imagine,,experience
day,what's
day,one
day,memorable
day,experience
agreed,what's
agreed,one
agreed,memorable
agreed,experience
what's,oh
what's,probably
what's,uh,
what's,going
what's,cape
what's,end
what's,uh
what's,baja
what's,peninsula
what's,there's
what's,cabo
what's,san
what's,lucas,
what's,taking
what's,photographing
what's,bridalveil
what's,fall
what's,yosemite
one,oh
one,probably
one,uh,
one,going
one,cape
one,end
one,uh
one,baja
one,peninsula
one,there's
one,cabo
one,san
one,lucas,
one,taking
one,photographing
one,bridalveil
one,fall
one,yosemite
memorable,oh
memorable,probably
memorable,uh,
memorable,going
memorable,cape
memorable,end
memorable,uh
memorable,baja
memorable,peninsula
memorable,there's
memorable,cabo
memorable,san
memorable,lucas,
memorable,taking
memorable,photographing
memorable,bridalveil
memorable,fall
memorable,yosemite
experience,oh
experience,probably
experience,uh,
experience,going
experience,cape
experience,end
experience,uh
experience,baja
experience,peninsula
experience,there's
experience,cabo
experience,san
experience,lucas,
experience,taking
experience,photographing
experience,bridalveil
experience,fall
experience,yosemite
oh,feel
oh,moment
probably,feel
probably,moment
uh,,feel
uh,,moment
going,feel
going,moment
cape,feel
cape,moment
end,feel
end,moment
uh,feel
uh,moment
baja,feel
baja,moment
peninsula,feel
peninsula,moment
there's,feel
there's,moment
cabo,feel
cabo,moment
san,feel
san,moment
lucas,,feel
lucas,,moment
taking,feel
taking,moment
photographing,feel
photographing,moment
bridalveil,feel
bridalveil,moment
fall,feel
fall,moment
yosemite,feel
yosemite,moment
feel,uh
feel,probably
feel,two
feel,majestic
feel,seen
feel,sight
feel,i've
feel,ever
feel,seen
moment,uh
moment,probably
moment,two
moment,majestic
moment,seen
moment,sight
moment,i've
moment,ever
moment,seen
uh,sound
uh,like
uh,great
uh,situation
probably,sound
probably,like
probably,great
probably,situation
two,sound
two,like
two,great
two,situation
majestic,sound
majestic,like
majestic,great
majestic,situation
seen,sound
seen,like
seen,great
seen,situation
sight,sound
sight,like
sight,great
sight,situation
i've,sound
i've,like
i've,great
i've,situation
ever,sound
ever,like
ever,great
ever,situation
seen,sound
seen,like
seen,great
seen,situation
sound,could
sound,afford
sound,travel
like,could
like,afford
like,travel
great,could
great,afford
great,travel
situation,could
situation,afford
situation,travel
could,ever
could,served
could,military
afford,ever
afford,served
afford,military
travel,ever
travel,served
travel,military
diagnosed,was,
diagnosed,diagnosed
diagnosed,depression
diagnosed,hospital
diagnosed,visit
diagnosed,april
diagnosed,two
diagnosed,thousand
diagnosed,eleven,
diagnosed,uh
diagnosed,took
diagnosed,lexapro
diagnosed,stopped
diagnosed,one
diagnosed,day
diagnosed,wanna
diagnosed,anymore
depression,was,
depression,diagnosed
depression,depression
depression,hospital
depression,visit
depression,april
depression,two
depression,thousand
depression,eleven,
depression,uh
depression,took
depression,lexapro
depression,stopped
depression,one
depression,day
depression,wanna
depression,anymore
was,,still
was,,go
was,,therapy
diagnosed,still
diagnosed,go
diagnosed,therapy
depression,still
depression,go
depression,therapy
hospital,still
hospital,go
hospital,therapy
visit,still
visit,go
visit,therapy
april,still
april,go
april,therapy
two,still
two,go
two,therapy
thousand,still
thousand,go
thousand,therapy
eleven,,still
eleven,,go
eleven,,therapy
uh,still
uh,go
uh,therapy
took,still
took,go
took,therapy
lexapro,still
lexapro,go
lexapro,therapy
stopped,still
stopped,go
stopped,therapy
one,still
one,go
one,therapy
day,still
day,go
day,therapy
wanna,still
wanna,go
wanna,therapy
anymore,still
anymore,go
anymore,therapy
stop,feel
stop,helpful
stop,feel
stop,becoming
stop,zombie
feel,suck
helpful,suck
feel,suck
becoming,suck
zombie,suck
suck,yeah
yeah,feeling
yeah,lately
feeling,depressed
feeling,job
feeling,two
feeling,year
feeling,lost
feeling,job
feeling,october
feeling,two
feeling,thousand
feeling,ten
feeling,except
feeling,for,
feeling,day
feeling,know
feeling,job
feeling,like
feeling,i'm
feeling,fortunate
feeling,get
feeling,know
feeling,daily
feeling,thing
feeling,focus
feeling,group
feeling,like
feeling,worked
lately,depressed
lately,job
lately,two
lately,year
lately,lost
lately,job
lately,october
lately,two
lately,thousand
lately,ten
lately,except
lately,for,
lately,day
lately,know
lately,job
lately,like
lately,i'm
lately,fortunate
lately,get
lately,know
lately,daily
lately,thing
lately,focus
lately,group
lately,like
lately,worked
depressed,i'm
depressed,sorry
depressed,hear
job,i'm
job,sorry
job,hear
two,i'm
two,sorry
two,hear
year,i'm
year,sorry
year,hear
lost,i'm
lost,sorry
lost,hear
job,i'm
job,sorry
job,hear
october,i'm
october,sorry
october,hear
two,i'm
two,sorry
two,hear
thousand,i'm
thousand,sorry
thousand,hear
ten,i'm
ten,sorry
ten,hear
except,i'm
except,sorry
except,hear
for,,i'm
for,,sorry
for,,hear
day,i'm
day,sorry
day,hear
know,i'm
know,sorry
know,hear
job,i'm
job,sorry
job,hear
like,i'm
like,sorry
like,hear
i'm,i'm
i'm,sorry
i'm,hear
fortunate,i'm
fortunate,sorry
fortunate,hear
get,i'm
get,sorry
get,hear
know,i'm
know,sorry
know,hear
daily,i'm
daily,sorry
daily,hear
thing,i'm
thing,sorry
thing,hear
focus,i'm
focus,sorry
focus,hear
group,i'm
group,sorry
group,hear
like,i'm
like,sorry
like,hear
worked,i'm
worked,sorry
worked,hear
i'm,thank
sorry,thank
hear,thank
thank,tough
thank,find
thank,good
thank,job
thank,day
tough,especially
tough,fifty
tough,six
tough,year
tough,old
find,especially
find,fifty
find,six
find,year
find,old
good,especially
good,fifty
good,six
good,year
good,old
job,especially
job,fifty
job,six
job,year
job,old
day,especially
day,fifty
day,six
day,year
day,old
especially,noticed
especially,change
especially,behavior
especially,thought
especially,lately
fifty,noticed
fifty,change
fifty,behavior
fifty,thought
fifty,lately
six,noticed
six,change
six,behavior
six,thought
six,lately
year,noticed
year,change
year,behavior
year,thought
year,lately
old,noticed
old,change
old,behavior
old,thought
old,lately
noticed,well
noticed,mm,
noticed,eh
noticed,uh
noticed,guess
noticed,general
noticed,feeling
noticed,hopelessness
change,well
change,mm,
change,eh
change,uh
change,guess
change,general
change,feeling
change,hopelessness
behavior,well
behavior,mm,
behavior,eh
behavior,uh
behavior,guess
behavior,general
behavior,feeling
behavior,hopelessness
thought,well
thought,mm,
thought,eh
thought,uh
thought,guess
thought,general
thought,feeling
thought,hopelessness
lately,well
lately,mm,
lately,eh
lately,uh
lately,guess
lately,general
lately,feeling
lately,hopelessness
well,cope
mm,,cope
eh,cope
uh,cope
guess,cope
general,cope
feeling,cope
hopelessness,cope
cope,get
cope,bicycle
cope,lot
cope,walk
cope,bike
cope,four
cope,hour
cope,day
cope,split
cope,two
cope,hour
get,that's
get,good
bicycle,that's
bicycle,good
lot,that's
lot,good
walk,that's
walk,good
bike,that's
bike,good
four,that's
four,good
hour,that's
hour,good
day,that's
day,good
split,that's
split,good
two,that's
two,good
hour,that's
hour,good
that's,yeah
that's,good
that's,get
good,yeah
good,good
good,get
yeah,easy
yeah,get
yeah,good
yeah,night's
yeah,sleep
good,easy
good,get
good,good
good,night's
good,sleep
get,easy
get,get
get,good
get,night's
get,sleep
easy,easy,
easy,'cause
easy,i'm
easy,old
easy,young
easy,sleep
easy,six
easy,four
easy,six
easy,hour
easy,night
get,easy,
get,'cause
get,i'm
get,old
get,young
get,sleep
get,six
get,four
get,six
get,hour
get,night
good,easy,
good,'cause
good,i'm
good,old
good,young
good,sleep
good,six
good,four
good,six
good,hour
good,night
night's,easy,
night's,'cause
night's,i'm
night's,old
night's,young
night's,sleep
night's,six
night's,four
night's,six
night's,hour
night's,night
sleep,easy,
sleep,'cause
sleep,i'm
sleep,old
sleep,young
sleep,sleep
sleep,six
sleep,four
sleep,six
sleep,hour
sleep,night
i'm,triggered
i'm,something
restless,triggered
restless,something
triggered,no,
triggered,i'm
triggered,old
triggered,sleep
triggered,much
triggered,easily
something,no,
something,i'm
something,old
something,sleep
something,much
something,easily
no,,that's
no,,good
i'm,that's
i'm,good
old,that's
old,good
sleep,that's
sleep,good
much,that's
much,good
easily,that's
easily,good
that's,pray
that's,go
that's,sleep,
that's,that's
that's,that's
that's,that's
that's,can't
that's,trouble
that's,sleeping
that's,pray,
that's,recite
that's,different
that's,prayer
that's,like
that's,lord's
that's,prayer
that's,hail
that's,mary
that's,stuff
that's,like
that's,i'm
that's,able
that's,fall
that's,sleep
good,pray
good,go
good,sleep,
good,that's
good,that's
good,that's
good,can't
good,trouble
good,sleeping
good,pray,
good,recite
good,different
good,prayer
good,like
good,lord's
good,prayer
good,hail
good,mary
good,stuff
good,like
good,i'm
good,able
good,fall
good,sleep
pray,last
pray,time
pray,felt
pray,really
pray,happy
go,last
go,time
go,felt
go,really
go,happy
sleep,,last
sleep,,time
sleep,,felt
sleep,,really
sleep,,happy
that's,last
that's,time
that's,felt
that's,really
that's,happy
that's,last
that's,time
that's,felt
that's,really
that's,happy
that's,last
that's,time
that's,felt
that's,really
that's,happy
can't,last
can't,time
can't,felt
can't,really
can't,happy
trouble,last
trouble,time
trouble,felt
trouble,really
trouble,happy
sleeping,last
sleeping,time
sleeping,felt
sleeping,really
sleeping,happy
pray,,last
pray,,time
pray,,felt
pray,,really
pray,,happy
recite,last
recite,time
recite,felt
recite,really
recite,happy
different,last
different,time
different,felt
different,really
different,happy
prayer,last
prayer,time
prayer,felt
prayer,really
prayer,happy
like,last
like,time
like,felt
like,really
like,happy
lord's,last
lord's,time
lord's,felt
lord's,really
lord's,happy
prayer,last
prayer,time
prayer,felt
prayer,really
prayer,happy
hail,last
hail,time
hail,felt
hail,really
hail,happy
mary,last
mary,time
mary,felt
mary,really
mary,happy
stuff,last
stuff,time
stuff,felt
stuff,really
stuff,happy
like,last
like,time
like,felt
like,really
like,happy
i'm,last
i'm,time
i'm,felt
i'm,really
i'm,happy
able,last
able,time
able,felt
able,really
able,happy
fall,last
fall,time
fall,felt
fall,really
fall,happy
sleep,last
sleep,time
sleep,felt
sleep,really
sleep,happy
last,know
last,probably
last,uh,
last,can't
last,specific
last,remembrances,
last,know
last,money
last,spend
last,know
last,job
last,money
last,spend
last,probably,
last,fifteen
last,year
last,ago
time,know
time,probably
time,uh,
time,can't
time,specific
time,remembrances,
time,know
time,money
time,spend
time,know
time,job
time,money
time,spend
time,probably,
time,fifteen
time,year
time,ago
felt,know
felt,probably
felt,uh,
felt,can't
felt,specific
felt,remembrances,
felt,know
felt,money
felt,spend
felt,know
felt,job
felt,money
felt,spend
felt,probably,
felt,fifteen
felt,year
felt,ago
really,know
really,probably
really,uh,
really,can't
really,specific
really,remembrances,
really,know
really,money
really,spend
really,know
really,job
really,money
really,spend
really,probably,
really,fifteen
really,year
really,ago
happy,know
happy,probably
happy,uh,
happy,can't
happy,specific
happy,remembrances,
happy,know
happy,money
happy,spend
happy,know
happy,job
happy,money
happy,spend
happy,probably,
happy,fifteen
happy,year
happy,ago
know,tell
know,something
know,recently
know,really
know,enjoyed
probably,tell
probably,something
probably,recently
probably,really
probably,enjoyed
uh,,tell
uh,,something
uh,,recently
uh,,really
uh,,enjoyed
can't,tell
can't,something
can't,recently
can't,really
can't,enjoyed
specific,tell
specific,something
specific,recently
specific,really
specific,enjoyed
remembrances,,tell
remembrances,,something
remembrances,,recently
remembrances,,really
remembrances,,enjoyed
know,tell
know,something
know,recently
know,really
know,enjoyed
money,tell
money,something
money,recently
money,really
money,enjoyed
spend,tell
spend,something
spend,recently
spend,really
spend,enjoyed
know,tell
know,something
know,recently
know,really
know,enjoyed
job,tell
job,something
job,recently
job,really
job,enjoyed
money,tell
money,something
money,recently
money,really
money,enjoyed
spend,tell
spend,something
spend,recently
spend,really
spend,enjoyed
probably,,tell
probably,,something
probably,,recently
probably,,really
probably,,enjoyed
fifteen,tell
fifteen,something
fifteen,recently
fifteen,really
fifteen,enjoyed
year,tell
year,something
year,recently
year,really
year,enjoyed
ago,tell
ago,something
ago,recently
ago,really
ago,enjoyed
tell,well,
tell,really
tell,enjoyed
tell,anything
tell,uh
tell,last
tell,week
tell,uh,
tell,made
tell,seventy
tell,five
tell,dollar
tell,job
tell,county
tell,basically
tell,emergency
tell,preparedness
tell,exercise
tell,running
tell,personnel
tell,enlisted
tell,people
tell,play,
tell,basically
tell,relative
tell,people
tell,a,
tell,fall
tell,uh
tell,bombing
tell,staple
tell,center
tell,know
tell,asked
tell,question
tell,signed
tell,know
tell,told
tell,'em
tell,gave
tell,'em
tell,information
tell,i'm
tell,missing,
tell,know
tell,relative
tell,basically
tell,provided
tell,county,
tell,basically
tell,went
tell,routine
tell,downtown
tell,la
something,well,
something,really
something,enjoyed
something,anything
something,uh
something,last
something,week
something,uh,
something,made
something,seventy
something,five
something,dollar
something,job
something,county
something,basically
something,emergency
something,preparedness
something,exercise
something,running
something,personnel
something,enlisted
something,people
something,play,
something,basically
something,relative
something,people
something,a,
something,fall
something,uh
something,bombing
something,staple
something,center
something,know
something,asked
something,question
something,signed
something,know
something,told
something,'em
something,gave
something,'em
something,information
something,i'm
something,missing,
something,know
something,relative
something,basically
something,provided
something,county,
something,basically
something,went
something,routine
something,downtown
something,la
recently,well,
recently,really
recently,enjoyed
recently,anything
recently,uh
recently,last
recently,week
recently,uh,
recently,made
recently,seventy
recently,five
recently,dollar
recently,job
recently,county
recently,basically
recently,emergency
recently,preparedness
recently,exercise
recently,running
recently,personnel
recently,enlisted
recently,people
recently,play,
recently,basically
recently,relative
recently,people
recently,a,
recently,fall
recently,uh
recently,bombing
recently,staple
recently,center
recently,know
recently,asked
recently,question
recently,signed
recently,know
recently,told
recently,'em
recently,gave
recently,'em
recently,information
recently,i'm
recently,missing,
recently,know
recently,relative
recently,basically
recently,provided
recently,county,
recently,basically
recently,went
recently,routine
recently,downtown
recently,la
really,well,
really,really
really,enjoyed
really,anything
really,uh
really,last
really,week
really,uh,
really,made
really,seventy
really,five
really,dollar
really,job
really,county
really,basically
really,emergency
really,preparedness
really,exercise
really,running
really,personnel
really,enlisted
really,people
really,play,
really,basically
really,relative
really,people
really,a,
really,fall
really,uh
really,bombing
really,staple
really,center
really,know
really,asked
really,question
really,signed
really,know
really,told
really,'em
really,gave
really,'em
really,information
really,i'm
really,missing,
really,know
really,relative
really,basically
really,provided
really,county,
really,basically
really,went
really,routine
really,downtown
really,la
enjoyed,well,
enjoyed,really
enjoyed,enjoyed
enjoyed,anything
enjoyed,uh
enjoyed,last
enjoyed,week
enjoyed,uh,
enjoyed,made
enjoyed,seventy
enjoyed,five
enjoyed,dollar
enjoyed,job
enjoyed,county
enjoyed,basically
enjoyed,emergency
enjoyed,preparedness
enjoyed,exercise
enjoyed,running
enjoyed,personnel
enjoyed,enlisted
enjoyed,people
enjoyed,play,
enjoyed,basically
enjoyed,relative
enjoyed,people
enjoyed,a,
enjoyed,fall
enjoyed,uh
enjoyed,bombing
enjoyed,staple
enjoyed,center
enjoyed,know
enjoyed,asked
enjoyed,question
enjoyed,signed
enjoyed,know
enjoyed,told
enjoyed,'em
enjoyed,gave
enjoyed,'em
enjoyed,information
enjoyed,i'm
enjoyed,missing,
enjoyed,know
enjoyed,relative
enjoyed,basically
enjoyed,provided
enjoyed,county,
enjoyed,basically
enjoyed,went
enjoyed,routine
enjoyed,downtown
enjoyed,la
well,,hard
really,hard
enjoyed,hard
anything,hard
uh,hard
last,hard
week,hard
uh,,hard
made,hard
seventy,hard
five,hard
dollar,hard
job,hard
county,hard
basically,hard
emergency,hard
preparedness,hard
exercise,hard
running,hard
personnel,hard
enlisted,hard
people,hard
play,,hard
basically,hard
relative,hard
people,hard
a,,hard
fall,hard
uh,hard
bombing,hard
staple,hard
center,hard
know,hard
asked,hard
question,hard
signed,hard
know,hard
told,hard
'em,hard
gave,hard
'em,hard
information,hard
i'm,hard
missing,,hard
know,hard
relative,hard
basically,hard
provided,hard
county,,hard
basically,hard
went,hard
routine,hard
downtown,hard
la,hard
hard,hard
hard,uh,
hard,routine
hard,follow
hard,act
hard,like
hard,actually,
hard,missing
hard,somebody
hard,give
hard,specific
hard,characteristic
hard,height
hard,weight
hard,etcetera
hard,would
hard,best
hard,friend
hard,describe
uh,,would
uh,,best
uh,,friend
uh,,describe
routine,would
routine,best
routine,friend
routine,describe
follow,would
follow,best
follow,friend
follow,describe
act,would
act,best
act,friend
act,describe
like,would
like,best
like,friend
like,describe
actually,,would
actually,,best
actually,,friend
