today,fine
uh,mhm
people,mhm
seemed,mhm
lighthearted,,mhm
able,mhm
serious,mhm
work,mhm
mhm,love
mhm,landscape
love,what's
love,one
love,memorable
love,experience
landscape,what's
landscape,one
landscape,memorable
landscape,experience
what's,uh
what's,think
what's,riding
what's,onboard
what's,amtrak
what's,train
one,uh
one,think
one,riding
one,onboard
one,amtrak
one,train
memorable,uh
memorable,think
memorable,riding
memorable,onboard
memorable,amtrak
memorable,train
experience,uh
experience,think
experience,riding
experience,onboard
experience,amtrak
experience,train
uh,nice
think,nice
riding,nice
onboard,nice
amtrak,nice
train,nice
nice,yeah
yeah,feel
yeah,moment
feel,uh
feel,liberated
moment,uh
moment,liberated
uh,study
uh,school
liberated,study
liberated,school
study,photography
school,photography
photography,what's
photography,dream
photography,job
what's,uh
what's,think
what's,i'm
what's,know
dream,uh
dream,think
dream,i'm
dream,know
job,uh
job,think
job,i'm
job,know
uh,hard
think,hard
i'm,hard
know,hard
hard,really,
hard,really
hard,believe
hard,i'm
hard,it,
hard,um
hard,difficult
hard,know
hard,uh
hard,um
hard,least
hard,think
hard,natural
hard,inclination
hard,it,
hard,uh
hard,um
hard,connect
hard,well
hard,people
really,,consider
really,,shy
really,,outgoing
really,consider
really,shy
really,outgoing
believe,consider
believe,shy
believe,outgoing
i'm,consider
i'm,shy
i'm,outgoing
it,,consider
it,,shy
it,,outgoing
um,consider
um,shy
um,outgoing
difficult,consider
difficult,shy
difficult,outgoing
know,consider
know,shy
know,outgoing
uh,consider
uh,shy
uh,outgoing
um,consider
um,shy
um,outgoing
least,consider
least,shy
least,outgoing
think,consider
think,shy
think,outgoing
natural,consider
natural,shy
natural,outgoing
inclination,consider
inclination,shy
inclination,outgoing
it,,consider
it,,shy
it,,outgoing
uh,consider
uh,shy
uh,outgoing
um,consider
um,shy
um,outgoing
connect,consider
connect,shy
connect,outgoing
well,consider
well,shy
well,outgoing
people,consider
people,shy
people,outgoing
consider,i'm
consider,shy
consider,i'm
consider,forced
consider,outgoing
consider,know
consider,can't
consider,really
consider,get
consider,anything
consider,done
consider,shy,
consider,given
consider,choice
consider,i'd
consider,rather
consider,be,
consider,um
consider,know,
consider,little
consider,pulled
consider,back
consider,*laughter*,
consider,uh
consider,know
consider,feel
consider,like
consider,closest
consider,safe
consider,path
consider,go,
consider,kinda
consider,curtails
consider,spirit
consider,adventure
consider,sometimes
consider,think
shy,i'm
shy,shy
shy,i'm
shy,forced
shy,outgoing
shy,know
shy,can't
shy,really
shy,get
shy,anything
shy,done
shy,shy,
shy,given
shy,choice
shy,i'd
shy,rather
shy,be,
shy,um
shy,know,
shy,little
shy,pulled
shy,back
shy,*laughter*,
shy,uh
shy,know
shy,feel
shy,like
shy,closest
shy,safe
shy,path
shy,go,
shy,kinda
shy,curtails
shy,spirit
shy,adventure
shy,sometimes
shy,think
outgoing,i'm
outgoing,shy
outgoing,i'm
outgoing,forced
outgoing,outgoing
outgoing,know
outgoing,can't
outgoing,really
outgoing,get
outgoing,anything
outgoing,done
outgoing,shy,
outgoing,given
outgoing,choice
outgoing,i'd
outgoing,rather
outgoing,be,
outgoing,um
outgoing,know,
outgoing,little
outgoing,pulled
outgoing,back
outgoing,*laughter*,
outgoing,uh
outgoing,know
outgoing,feel
outgoing,like
outgoing,closest
outgoing,safe
outgoing,path
outgoing,go,
outgoing,kinda
outgoing,curtails
outgoing,spirit
outgoing,adventure
outgoing,sometimes
outgoing,think
i'm,give
i'm,example
shy,give
shy,example
i'm,give
i'm,example
forced,give
forced,example
outgoing,give
outgoing,example
know,give
know,example
can't,give
can't,example
really,give
really,example
get,give
get,example
anything,give
anything,example
done,give
done,example
shy,,give
shy,,example
given,give
given,example
choice,give
choice,example
i'd,give
i'd,example
rather,give
rather,example
be,,give
be,,example
um,give
um,example
know,,give
know,,example
little,give
little,example
pulled,give
pulled,example
back,give
back,example
*laughter*,,give
*laughter*,,example
uh,give
uh,example
know,give
know,example
feel,give
feel,example
like,give
like,example
closest,give
closest,example
safe,give
safe,example
path,give
path,example
go,,give
go,,example
kinda,give
kinda,example
curtails,give
curtails,example
spirit,give
spirit,example
adventure,give
adventure,example
sometimes,give
sometimes,example
think,give
think,example
give,example
give,hmm,
give,well
give,example
give,exactly
give,mean
give,aspect
example,example
example,hmm,
example,well
example,example
example,exactly
example,mean
example,aspect
example,yeah
hmm,,yeah
well,yeah
example,yeah
exactly,yeah
mean,yeah
aspect,yeah
yeah,okay,
yeah,well
yeah,example
yeah,like
yeah,uh
yeah,traveling,
yeah,sometimes
yeah,wanna
yeah,go
yeah,particular
yeah,place,
yeah,uh,
yeah,something
yeah,great
yeah,happening
yeah,there,
yeah,even
yeah,though
yeah,great
yeah,place
yeah,cool
yeah,place
yeah,go
yeah,like
yeah,take
yeah,instance
yeah,like
yeah,boston
yeah,used
yeah,go
yeah,lot,
yeah,um,
yeah,know
yeah,everybody
yeah,talk
yeah,like
yeah,little
yeah,bit
yeah,nervous
yeah,whether
yeah,go
yeah,*laughter*
yeah,know
yeah,know
yeah,uh
yeah,um,
yeah,know
yeah,great
yeah,time
yeah,know
yeah,think
yeah,disturbance
yeah,happened
yeah,kinda
yeah,know
yeah,throw
yeah,track
yeah,bit
yeah,make
yeah,rethink,
yeah,um,
yeah,good
yeah,getaway
yeah,spot
yeah,still
yeah,right
yeah,now,
yeah,something
yeah,like
yeah,know
okay,,see
well,see
example,see
like,see
uh,see
traveling,,see
sometimes,see
wanna,see
go,see
particular,see
place,,see
uh,,see
something,see
great,see
happening,see
there,,see
even,see
though,see
great,see
place,see
cool,see
place,see
go,see
like,see
take,see
instance,see
like,see
boston,see
used,see
go,see
lot,,see
um,,see
know,see
everybody,see
talk,see
like,see
little,see
bit,see
nervous,see
whether,see
go,see
*laughter*,see
know,see
know,see
uh,see
um,,see
know,see
great,see
time,see
know,see
think,see
disturbance,see
happened,see
kinda,see
know,see
throw,see
track,see
bit,see
make,see
rethink,,see
um,,see
good,see
getaway,see
spot,see
still,see
right,see
now,,see
something,see
like,see
know,see
see,mhm
mhm,sometimes
mhm,i'm
mhm,feeling
mhm,tense
mhm,turn
mhm,fish
mhm,tank
mhm,screensaver
mhm,hey
mhm,know
mhm,hawaii
mhm,best
mhm,i've
mhm,got
mhm,relax
sometimes,mm,
sometimes,uh
sometimes,huh,
sometimes,take
sometimes,walks,
sometimes,call
sometimes,friend
sometimes,tea
sometimes,something
sometimes,know
i'm,mm,
i'm,uh
i'm,huh,
i'm,take
i'm,walks,
i'm,call
i'm,friend
i'm,tea
i'm,something
i'm,know
feeling,mm,
feeling,uh
feeling,huh,
feeling,take
feeling,walks,
feeling,call
feeling,friend
feeling,tea
feeling,something
feeling,know
tense,mm,
tense,uh
tense,huh,
tense,take
tense,walks,
tense,call
tense,friend
tense,tea
tense,something
tense,know
turn,mm,
turn,uh
turn,huh,
turn,take
turn,walks,
turn,call
turn,friend
turn,tea
turn,something
turn,know
fish,mm,
fish,uh
fish,huh,
fish,take
fish,walks,
fish,call
fish,friend
fish,tea
fish,something
fish,know
tank,mm,
tank,uh
tank,huh,
tank,take
tank,walks,
tank,call
tank,friend
tank,tea
tank,something
tank,know
screensaver,mm,
screensaver,uh
screensaver,huh,
screensaver,take
screensaver,walks,
screensaver,call
screensaver,friend
screensaver,tea
screensaver,something
screensaver,know
hey,mm,
hey,uh
hey,huh,
hey,take
hey,walks,
hey,call
hey,friend
hey,tea
hey,something
hey,know
know,mm,
know,uh
know,huh,
know,take
know,walks,
know,call
know,friend
know,tea
know,something
know,know
hawaii,mm,
hawaii,uh
hawaii,huh,
hawaii,take
hawaii,walks,
hawaii,call
hawaii,friend
hawaii,tea
hawaii,something
hawaii,know
best,mm,
best,uh
best,huh,
best,take
best,walks,
best,call
best,friend
best,tea
best,something
best,know
i've,mm,
i've,uh
i've,huh,
i've,take
i've,walks,
i've,call
i've,friend
i've,tea
i've,something
i've,know
got,mm,
got,uh
got,huh,
got,take
got,walks,
got,call
got,friend
got,tea
got,something
got,know
relax,mm,
relax,uh
relax,huh,
relax,take
relax,walks,
relax,call
relax,friend
relax,tea
relax,something
relax,know
mm,,controlling
mm,,temper
uh,controlling
uh,temper
huh,,controlling
huh,,temper
take,controlling
take,temper
walks,,controlling
walks,,temper
call,controlling
call,temper
friend,controlling
friend,temper
tea,controlling
tea,temper
something,controlling
something,temper
know,controlling
know,temper
controlling,uh
controlling,think
controlling,pretty
controlling,much
controlling,gotten
controlling,control
temper,uh
temper,think
temper,pretty
temper,much
temper,gotten
temper,control
uh,last
uh,time
uh,argued
uh,someone
think,last
think,time
think,argued
think,someone
pretty,last
pretty,time
pretty,argued
pretty,someone
much,last
much,time
much,argued
much,someone
gotten,last
gotten,time
gotten,argued
gotten,someone
control,last
control,time
control,argued
control,someone
last,mm
last,eh,
last,uh,
last,probably
last,something
last,silly
last,work
last,situation
last,last
last,five
last,minute
last,oh
last,pretty
last,much
last,fought
last,again,
last,really
last,dwell
last,on,
last,negative
last,thing
last,much
time,mm
time,eh,
time,uh,
time,probably
time,something
time,silly
time,work
time,situation
time,last
time,five
time,minute
time,oh
time,pretty
time,much
time,fought
time,again,
time,really
time,dwell
time,on,
time,negative
time,thing
time,much
argued,mm
argued,eh,
argued,uh,
argued,probably
argued,something
argued,silly
argued,work
argued,situation
argued,last
argued,five
argued,minute
argued,oh
argued,pretty
argued,much
argued,fought
argued,again,
argued,really
argued,dwell
argued,on,
argued,negative
argued,thing
argued,much
someone,mm
someone,eh,
someone,uh,
someone,probably
someone,something
someone,silly
someone,work
someone,situation
someone,last
someone,five
someone,minute
someone,oh
someone,pretty
someone,much
someone,fought
someone,again,
someone,really
someone,dwell
someone,on,
someone,negative
someone,thing
someone,much
mm,mm
eh,,mm
uh,,mm
probably,mm
something,mm
silly,mm
work,mm
situation,mm
last,mm
five,mm
minute,mm
oh,mm
pretty,mm
much,mm
fought,mm
again,,mm
really,mm
dwell,mm
on,,mm
negative,mm
thing,mm
much,mm
mm,uh
uh,what's
uh,something
uh,feel
uh,guilty
what's,um
what's,regret
what's,right
what's,mm
something,um
something,regret
something,right
something,mm
feel,um
feel,regret
feel,right
feel,mm
guilty,um
guilty,regret
guilty,right
guilty,mm
um,tell
um,situation
um,wish
um,handled
um,differently
regret,tell
regret,situation
regret,wish
regret,handled
regret,differently
right,tell
right,situation
right,wish
right,handled
right,differently
mm,tell
mm,situation
mm,wish
mm,handled
mm,differently
tell,really
tell,can't
tell,think
tell,anything
tell,right
tell,top
situation,really
situation,can't
situation,think
situation,anything
situation,right
situation,top
wish,really
wish,can't
wish,think
wish,anything
wish,right
wish,top
handled,really
handled,can't
handled,think
handled,anything
handled,right
handled,top
differently,really
differently,can't
differently,think
differently,anything
differently,right
differently,top
really,tell
really,hardest
really,decision
really,ever
really,make
can't,tell
can't,hardest
can't,decision
can't,ever
can't,make
think,tell
think,hardest
think,decision
think,ever
think,make
anything,tell
anything,hardest
anything,decision
anything,ever
anything,make
right,tell
right,hardest
right,decision
right,ever
right,make
top,tell
top,hardest
top,decision
top,ever
top,make
tell,hardest
tell,decision
tell,i've
tell,ever
tell,make,
tell,uh,
tell,hiring
tell,good
tell,friend,
tell,uh
tell,job
tell,that,
tell,know
tell,qualified
tell,for,
tell,that's
tell,hard
hardest,hardest
hardest,decision
hardest,i've
hardest,ever
hardest,make,
hardest,uh,
hardest,hiring
hardest,good
hardest,friend,
hardest,uh
hardest,job
hardest,that,
hardest,know
hardest,qualified
hardest,for,
hardest,that's
hardest,hard
decision,hardest
decision,decision
decision,i've
decision,ever
decision,make,
decision,uh,
decision,hiring
decision,good
decision,friend,
decision,uh
decision,job
decision,that,
decision,know
decision,qualified
decision,for,
decision,that's
decision,hard
ever,hardest
ever,decision
ever,i've
ever,ever
ever,make,
ever,uh,
ever,hiring
ever,good
ever,friend,
ever,uh
ever,job
ever,that,
ever,know
ever,qualified
ever,for,
ever,that's
ever,hard
make,hardest
make,decision
make,i've
make,ever
make,make,
make,uh,
make,hiring
make,good
make,friend,
make,uh
make,job
make,that,
make,know
make,qualified
make,for,
make,that's
make,hard
hardest,tell
decision,tell
i've,tell
ever,tell
make,,tell
uh,,tell
hiring,tell
good,tell
friend,,tell
uh,tell
job,tell
that,,tell
know,tell
qualified,tell
for,,tell
that's,tell
hard,tell
tell,uh
tell,explain
tell,friendship
tell,hiring
tell,competence
uh,who's
uh,someone
uh,that's
uh,positive
uh,influence
uh,life
explain,who's
explain,someone
explain,that's
explain,positive
explain,influence
explain,life
friendship,who's
friendship,someone
friendship,that's
friendship,positive
friendship,influence
friendship,life
hiring,who's
hiring,someone
hiring,that's
hiring,positive
hiring,influence
hiring,life
competence,who's
competence,someone
competence,that's
competence,positive
competence,influence
competence,life
who's,father
someone,father
that's,father
positive,father
influence,father
life,father
father,tell
tell,uh
tell,uh,
tell,taught
tell,to,
tell,know
tell,uh
tell,overcome,
tell,uh
tell,difficulty
tell,growing
tell,important
tell,give
tell,up,
tell,uh,
tell,able
tell,see
tell,bright
tell,side
tell,situation
tell,face
tell,go
tell,away
tell,know
tell,hold
tell,long
tell,enough,
tell,found
tell,true
uh,yeah
uh,,yeah
taught,yeah
to,,yeah
know,yeah
uh,yeah
overcome,,yeah
uh,yeah
difficulty,yeah
growing,yeah
important,yeah
give,yeah
up,,yeah
uh,,yeah
able,yeah
see,yeah
bright,yeah
side,yeah
situation,yeah
face,yeah
go,yeah
away,yeah
know,yeah
hold,yeah
long,yeah
enough,,yeah
found,yeah
true,yeah
yeah,mhm
mhm,tell
mhm,relationship
mhm,family
tell,um,
tell,okay
tell,except
tell,except
tell,uh,
tell,my,
tell,distant
tell,sibling
tell,know
tell,see
tell,often
tell,can,
tell,mm
tell,yeah
relationship,um,
relationship,okay
relationship,except
relationship,except
relationship,uh,
relationship,my,
relationship,distant
relationship,sibling
relationship,know
relationship,see
relationship,often
relationship,can,
relationship,mm
relationship,yeah
family,um,
family,okay
family,except
family,except
family,uh,
family,my,
family,distant
family,sibling
family,know
family,see
family,often
family,can,
family,mm
family,yeah
uh,make
uh,sense
know,make
know,sense
travel,make
travel,sense
quite,make
quite,sense
bit,make
bit,sense
see,make
see,sense
people,make
people,sense
'cause,make
'cause,sense
*laughter*,make
*laughter*,sense
they're,make
they're,sense
always,make
always,sense
know,,make
know,,sense
uh,make
uh,sense
nothing,make
nothing,sense
like,make
like,sense
mhm,make
mhm,sense
yeah,make
yeah,sense
make,mhm
sense,mhm
mhm,easy
mhm,get
mhm,good
mhm,night's
mhm,sleep
easy,uh,
easy,well
easy,know
easy,i'm
easy,i'm
easy,get
easy,pretty
easy,excited
easy,i'm
easy,working
easy,something
easy,developing
easy,something
easy,so,
easy,tend
easy,overlook
easy,time
easy,sometime
easy,that,
easy,know
easy,i'm
easy,i'm
easy,that's
get,uh,
get,well
get,know
get,i'm
get,i'm
get,get
get,pretty
get,excited
get,i'm
get,working
get,something
get,developing
get,something
get,so,
get,tend
get,overlook
get,time
get,sometime
get,that,
get,know
get,i'm
get,i'm
get,that's
good,uh,
good,well
good,know
good,i'm
good,i'm
good,get
good,pretty
good,excited
good,i'm
good,working
good,something
good,developing
good,something
good,so,
good,tend
good,overlook
good,time
good,sometime
good,that,
good,know
good,i'm
good,i'm
good,that's
night's,uh,
night's,well
night's,know
night's,i'm
night's,i'm
night's,get
night's,pretty
night's,excited
night's,i'm
night's,working
night's,something
night's,developing
night's,something
night's,so,
night's,tend
night's,overlook
night's,time
night's,sometime
night's,that,
night's,know
night's,i'm
night's,i'm
night's,that's
sleep,uh,
sleep,well
sleep,know
sleep,i'm
sleep,i'm
sleep,get
sleep,pretty
sleep,excited
sleep,i'm
sleep,working
sleep,something
sleep,developing
sleep,something
sleep,so,
sleep,tend
sleep,overlook
sleep,time
sleep,sometime
sleep,that,
sleep,know
sleep,i'm
sleep,i'm
sleep,that's
uh,,like
uh,,sleep
uh,,well
well,like
well,sleep
well,well
know,like
know,sleep
know,well
i'm,like
i'm,sleep
i'm,well
i'm,like
i'm,sleep
i'm,well
get,like
get,sleep
get,well
pretty,like
pretty,sleep
pretty,well
excited,like
excited,sleep
excited,well
i'm,like
i'm,sleep
i'm,well
working,like
working,sleep
working,well
something,like
something,sleep
something,well
developing,like
developing,sleep
developing,well
something,like
something,sleep
something,well
so,,like
so,,sleep
so,,well
tend,like
tend,sleep
tend,well
overlook,like
overlook,sleep
overlook,well
time,like
time,sleep
time,well
sometime,like
sometime,sleep
sometime,well
that,,like
that,,sleep
that,,well
know,like
know,sleep
know,well
i'm,like
i'm,sleep
i'm,well
i'm,like
i'm,sleep
i'm,well
that's,like
that's,sleep
that's,well
like,well
like,uh,
like,guess
like,i'll
like,little
like,bit
like,uh,
like,uh
like,try
like,figure
like,i'm
like,gonna
like,get
like,sleep,
like,know
like,soon
like,make
like,um,
like,uh
like,try
like,uh
like,grumpy
like,anything
like,probably
like,feel
like,little
like,bit
like,tired
like,mm
sleep,well
sleep,uh,
sleep,guess
sleep,i'll
sleep,little
sleep,bit
sleep,uh,
sleep,uh
sleep,try
sleep,figure
sleep,i'm
sleep,gonna
sleep,get
sleep,sleep,
sleep,know
sleep,soon
sleep,make
sleep,um,
sleep,uh
sleep,try
sleep,uh
sleep,grumpy
sleep,anything
sleep,probably
sleep,feel
sleep,little
sleep,bit
sleep,tired
sleep,mm
well,well
well,uh,
well,guess
well,i'll
well,little
well,bit
well,uh,
well,uh
well,try
well,figure
well,i'm
well,gonna
well,get
well,sleep,
well,know
well,soon
well,make
well,um,
well,uh
well,try
well,uh
well,grumpy
well,anything
well,probably
well,feel
well,little
well,bit
well,tired
well,mm
well,feeling
well,lately
uh,,feeling
uh,,lately
guess,feeling
guess,lately
i'll,feeling
i'll,lately
little,feeling
little,lately
bit,feeling
bit,lately
uh,,feeling
uh,,lately
uh,feeling
uh,lately
try,feeling
try,lately
figure,feeling
figure,lately
i'm,feeling
i'm,lately
gonna,feeling
gonna,lately
get,feeling
get,lately
sleep,,feeling
sleep,,lately
know,feeling
know,lately
soon,feeling
soon,lately
make,feeling
make,lately
um,,feeling
um,,lately
uh,feeling
uh,lately
try,feeling
try,lately
uh,feeling
uh,lately
grumpy,feeling
grumpy,lately
anything,feeling
anything,lately
probably,feeling
probably,lately
feel,feeling
feel,lately
little,feeling
little,lately
bit,feeling
bit,lately
tired,feeling
tired,lately
mm,feeling
mm,lately
feeling,feel
feeling,okay
lately,feel
lately,okay
feel,noticed
feel,change
feel,behavior
feel,thought
feel,lately
okay,noticed
okay,change
okay,behavior
okay,thought
okay,lately
noticed,uh,
noticed,change
noticed,like
change,uh,
change,change
change,like
behavior,uh,
behavior,change
behavior,like
thought,uh,
thought,change
thought,like
lately,uh,
lately,change
lately,like
uh,,whatever
uh,,come
uh,,mind
change,whatever
change,come
change,mind
like,whatever
like,come
like,mind
whatever,mm,
whatever,well
whatever,see
whatever,hopeful
whatever,future
whatever,know
whatever,see
whatever,uh,
whatever,see
whatever,lot
whatever,new
whatever,thing
whatever,unfolding
whatever,mean
whatever,perspective
whatever,yes
come,mm,
come,well
come,see
come,hopeful
come,future
come,know
come,see
come,uh,
come,see
come,lot
come,new
come,thing
come,unfolding
come,mean
come,perspective
come,yes
mind,mm,
mind,well
mind,see
mind,hopeful
mind,future
mind,know
mind,see
mind,uh,
mind,see
mind,lot
mind,new
mind,thing
mind,unfolding
mind,mean
mind,perspective
mind,yes
mm,,ever
mm,,diagnosed
mm,,ptsd
well,ever
well,diagnosed
well,ptsd
see,ever
see,diagnosed
see,ptsd
hopeful,ever
hopeful,diagnosed
hopeful,ptsd
future,ever
future,diagnosed
future,ptsd
know,ever
know,diagnosed
know,ptsd
see,ever
see,diagnosed
see,ptsd
uh,,ever
uh,,diagnosed
uh,,ptsd
see,ever
see,diagnosed
see,ptsd
lot,ever
lot,diagnosed
lot,ptsd
new,ever
new,diagnosed
new,ptsd
thing,ever
thing,diagnosed
thing,ptsd
unfolding,ever
unfolding,diagnosed
unfolding,ptsd
mean,ever
mean,diagnosed
mean,ptsd
perspective,ever
perspective,diagnosed
perspective,ptsd
yes,ever
yes,diagnosed
yes,ptsd
diagnosed,never
depression,never
never,tell
never,last
never,time
never,felt
never,really
never,happy
tell,uh
tell,feel
tell,okay
last,uh
last,feel
last,okay
time,uh
time,feel
time,okay
felt,uh
felt,feel
felt,okay
really,uh
really,feel
really,okay
happy,uh
happy,feel
happy,okay
uh,tell
uh,something
uh,recently
uh,really
uh,enjoyed
feel,tell
feel,something
feel,recently
feel,really
feel,enjoyed
okay,tell
okay,something
okay,recently
okay,really
okay,enjoyed
tell,uh
tell,went
tell,great
tell,party
tell,last
tell,week,
tell,really
tell,cool
something,uh
something,went
something,great
something,party
something,last
something,week,
something,really
something,cool
recently,uh
recently,went
recently,great
recently,party
recently,last
recently,week,
recently,really
recently,cool
really,uh
really,went
really,great
really,party
really,last
really,week,
really,really
really,cool
enjoyed,uh
enjoyed,went
enjoyed,great
enjoyed,party
enjoyed,last
enjoyed,week,
enjoyed,really
enjoyed,cool
uh,nice
went,nice
great,nice
party,nice
last,nice
week,,nice
really,nice
cool,nice
nice,yeah
yeah,tell
tell,well
tell,like
tell,rooftop
tell,uh,
tell,lot
tell,really
tell,uh,
tell,nice
tell,people,
tell,basically
tell,kind
tell,uh,
tell,mindset,
tell,uh
tell,pursuing
tell,type
tell,uh
tell,uh
tell,goals,
tell,uh
tell,quite
tell,inspiring
tell,actually
tell,got
tell,lot
tell,information,
tell,lot
tell,good
tell,connection
tell,made
well,would
well,best
well,friend
well,describe
like,would
like,best
like,friend
like,describe
rooftop,would
rooftop,best
rooftop,friend
rooftop,describe
uh,,would
uh,,best
uh,,friend
uh,,describe
lot,would
lot,best
lot,friend
lot,describe
really,would
really,best
really,friend
really,describe
uh,,would
uh,,best
uh,,friend
uh,,describe
nice,would
nice,best
nice,friend
nice,describe
people,,would
people,,best
people,,friend
people,,describe
basically,would
basically,best
basically,friend
basically,describe
kind,would
kind,best
kind,friend
kind,describe
uh,,would
uh,,best
uh,,friend
uh,,describe
mindset,,would
mindset,,best
mindset,,friend
mindset,,describe
uh,would
uh,best
uh,friend
uh,describe
pursuing,would
pursuing,best
pursuing,friend
pursuing,describe
type,would
type,best
type,friend
type,describe
uh,would
uh,best
uh,friend
uh,describe
uh,would
uh,best
uh,friend
uh,describe
goals,,would
goals,,best
goals,,friend
goals,,describe
uh,would
uh,best
uh,friend
uh,describe
quite,would
quite,best
quite,friend
quite,describe
inspiring,would
inspiring,best
inspiring,friend
inspiring,describe
actually,would
actually,best
actually,friend
actually,describe
got,would
got,best
got,friend
got,describe
lot,would
lot,best
lot,friend
lot,describe
information,,would
information,,best
information,,friend
information,,describe
lot,would
lot,best
lot,friend
lot,describe
good,would
good,best
good,friend
good,describe
connection,would
connection,best
connection,friend
connection,describe
made,would
made,best
made,friend
made,describe
would,mm
would,awesome
would,guy
would,awesome
would,absolutely
would,awesome
best,mm
best,awesome
best,guy
best,awesome
best,absolutely
best,awesome
friend,mm
friend,awesome
friend,guy
friend,awesome
friend,absolutely
friend,awesome
describe,mm
describe,awesome
describe,guy
describe,awesome
describe,absolutely
describe,awesome
mm,tell
mm,spend
mm,ideal
mm,weekend
awesome,tell
awesome,spend
awesome,ideal
awesome,weekend
guy,tell
guy,spend
guy,ideal
guy,weekend
awesome,tell
awesome,spend
awesome,ideal
awesome,weekend
absolutely,tell
absolutely,spend
absolutely,ideal
absolutely,weekend
awesome,tell
awesome,spend
awesome,ideal
awesome,weekend
tell,ideal
tell,weekend,
tell,uh,
tell,cooking
tell,food
tell,relaxing,
tell,know
tell,and,
tell,i'm
tell,mood
tell,company
tell,know,
tell,friend
tell,uh,
tell,know
tell,uh
tell,family
tell,member
tell,join
spend,ideal
spend,weekend,
spend,uh,
spend,cooking
spend,food
spend,relaxing,
spend,know
spend,and,
spend,i'm
spend,mood
spend,company
spend,know,
spend,friend
spend,uh,
spend,know
spend,uh
spend,family
spend,member
spend,join
ideal,ideal
ideal,weekend,
ideal,uh,
ideal,cooking
ideal,food
ideal,relaxing,
ideal,know
ideal,and,
