today,okay
pretty,argued
pretty,someone
good,last
good,time
good,argued
good,someone
would,last
would,time
would,argued
would,someone
say,last
say,time
say,argued
say,someone
good,last
good,time
good,argued
good,someone
lose,last
lose,time
lose,argued
lose,someone
temper,last
temper,time
temper,argued
temper,someone
often,last
often,time
often,argued
often,someone
last,mm
last,last
last,time
last,argued
last,someone,
last,*sigh*
last,can't
last,remember
last,uh,
last,yeah
last,lot
last,conflict
last,people
last,can't
last,remember
last,last
last,time
last,argued
last,someone
time,mm
time,last
time,time
time,argued
time,someone,
time,*sigh*
time,can't
time,remember
time,uh,
time,yeah
time,lot
time,conflict
time,people
time,can't
time,remember
time,last
time,time
time,argued
time,someone
argued,mm
argued,last
argued,time
argued,argued
argued,someone,
argued,*sigh*
argued,can't
argued,remember
argued,uh,
argued,yeah
argued,lot
argued,conflict
argued,people
argued,can't
argued,remember
argued,last
argued,time
argued,argued
argued,someone
someone,mm
someone,last
someone,time
someone,argued
someone,someone,
someone,*sigh*
someone,can't
someone,remember
someone,uh,
someone,yeah
someone,lot
someone,conflict
someone,people
someone,can't
someone,remember
someone,last
someone,time
someone,argued
someone,someone
mm,tell
mm,event
mm,something
mm,wish
mm,could
mm,erase
mm,memory
last,tell
last,event
last,something
last,wish
last,could
last,erase
last,memory
time,tell
time,event
time,something
time,wish
time,could
time,erase
time,memory
argued,tell
argued,event
argued,something
argued,wish
argued,could
argued,erase
argued,memory
someone,,tell
someone,,event
someone,,something
someone,,wish
someone,,could
someone,,erase
someone,,memory
*sigh*,tell
*sigh*,event
*sigh*,something
*sigh*,wish
*sigh*,could
*sigh*,erase
*sigh*,memory
can't,tell
can't,event
can't,something
can't,wish
can't,could
can't,erase
can't,memory
remember,tell
remember,event
remember,something
remember,wish
remember,could
remember,erase
remember,memory
uh,,tell
uh,,event
uh,,something
uh,,wish
uh,,could
uh,,erase
uh,,memory
yeah,tell
yeah,event
yeah,something
yeah,wish
yeah,could
yeah,erase
yeah,memory
lot,tell
lot,event
lot,something
lot,wish
lot,could
lot,erase
lot,memory
conflict,tell
conflict,event
conflict,something
conflict,wish
conflict,could
conflict,erase
conflict,memory
people,tell
people,event
people,something
people,wish
people,could
people,erase
people,memory
can't,tell
can't,event
can't,something
can't,wish
can't,could
can't,erase
can't,memory
remember,tell
remember,event
remember,something
remember,wish
remember,could
remember,erase
remember,memory
last,tell
last,event
last,something
last,wish
last,could
last,erase
last,memory
time,tell
time,event
time,something
time,wish
time,could
time,erase
time,memory
argued,tell
argued,event
argued,something
argued,wish
argued,could
argued,erase
argued,memory
someone,tell
someone,event
someone,something
someone,wish
someone,could
someone,erase
someone,memory
tell,*sigh*,
tell,well
tell,let's
tell,see
tell,um,
tell,little
tell,kid,
tell,outside
tell,grandparents'
tell,uh
tell,restaurant,
tell,robbery
tell,saw
tell,well
tell,saw
tell,robber
tell,leaving,
tell,um,
tell,yeah
tell,maybe
tell,would
tell,want
tell,erase
tell,memory
tell,could
event,*sigh*,
event,well
event,let's
event,see
event,um,
event,little
event,kid,
event,outside
event,grandparents'
event,uh
event,restaurant,
event,robbery
event,saw
event,well
event,saw
event,robber
event,leaving,
event,um,
event,yeah
event,maybe
event,would
event,want
event,erase
event,memory
event,could
something,*sigh*,
something,well
something,let's
something,see
something,um,
something,little
something,kid,
something,outside
something,grandparents'
something,uh
something,restaurant,
something,robbery
something,saw
something,well
something,saw
something,robber
something,leaving,
something,um,
something,yeah
something,maybe
something,would
something,want
something,erase
something,memory
something,could
wish,*sigh*,
wish,well
wish,let's
wish,see
wish,um,
wish,little
wish,kid,
wish,outside
wish,grandparents'
wish,uh
wish,restaurant,
wish,robbery
wish,saw
wish,well
wish,saw
wish,robber
wish,leaving,
wish,um,
wish,yeah
wish,maybe
wish,would
wish,want
wish,erase
wish,memory
wish,could
could,*sigh*,
could,well
could,let's
could,see
could,um,
could,little
could,kid,
could,outside
could,grandparents'
could,uh
could,restaurant,
could,robbery
could,saw
could,well
could,saw
could,robber
could,leaving,
could,um,
could,yeah
could,maybe
could,would
could,want
could,erase
could,memory
could,could
erase,*sigh*,
erase,well
erase,let's
erase,see
erase,um,
erase,little
erase,kid,
erase,outside
erase,grandparents'
erase,uh
erase,restaurant,
erase,robbery
erase,saw
erase,well
erase,saw
erase,robber
erase,leaving,
erase,um,
erase,yeah
erase,maybe
erase,would
erase,want
erase,erase
erase,memory
erase,could
memory,*sigh*,
memory,well
memory,let's
memory,see
memory,um,
memory,little
memory,kid,
memory,outside
memory,grandparents'
memory,uh
memory,restaurant,
memory,robbery
memory,saw
memory,well
memory,saw
memory,robber
memory,leaving,
memory,um,
memory,yeah
memory,maybe
memory,would
memory,want
memory,erase
memory,memory
memory,could
*sigh*,,feel
*sigh*,,moment
well,feel
well,moment
let's,feel
let's,moment
see,feel
see,moment
um,,feel
um,,moment
little,feel
little,moment
kid,,feel
kid,,moment
outside,feel
outside,moment
grandparents',feel
grandparents',moment
uh,feel
uh,moment
restaurant,,feel
restaurant,,moment
robbery,feel
robbery,moment
saw,feel
saw,moment
well,feel
well,moment
saw,feel
saw,moment
robber,feel
robber,moment
leaving,,feel
leaving,,moment
um,,feel
um,,moment
yeah,feel
yeah,moment
maybe,feel
maybe,moment
would,feel
would,moment
want,feel
want,moment
erase,feel
erase,moment
memory,feel
memory,moment
could,feel
could,moment
feel,well
feel,know
feel,happening
feel,moment
feel,feel,
feel,bad
feel,time
feel,felt
feel,bad
feel,afterward
feel,then,
feel,um,
feel,know
feel,mother
feel,upset
feel,mother
feel,call
feel,police
feel,was,
feel,disturbing
feel,see
feel,her,
feel,know
feel,really
feel,disturbed
feel,way
feel,but,
feel,time
feel,actually
feel,happened
feel,really
feel,upset
feel,aftermath
moment,well
moment,know
moment,happening
moment,moment
moment,feel,
moment,bad
moment,time
moment,felt
moment,bad
moment,afterward
moment,then,
moment,um,
moment,know
moment,mother
moment,upset
moment,mother
moment,call
moment,police
moment,was,
moment,disturbing
moment,see
moment,her,
moment,know
moment,really
moment,disturbed
moment,way
moment,but,
moment,time
moment,actually
moment,happened
moment,really
moment,upset
moment,aftermath
well,sound
well,really
well,hard
know,sound
know,really
know,hard
happening,sound
happening,really
happening,hard
moment,sound
moment,really
moment,hard
feel,,sound
feel,,really
feel,,hard
bad,sound
bad,really
bad,hard
time,sound
time,really
time,hard
felt,sound
felt,really
felt,hard
bad,sound
bad,really
bad,hard
afterward,sound
afterward,really
afterward,hard
then,,sound
then,,really
then,,hard
um,,sound
um,,really
um,,hard
know,sound
know,really
know,hard
mother,sound
mother,really
mother,hard
upset,sound
upset,really
upset,hard
mother,sound
mother,really
mother,hard
call,sound
call,really
call,hard
police,sound
police,really
police,hard
was,,sound
was,,really
was,,hard
disturbing,sound
disturbing,really
disturbing,hard
see,sound
see,really
see,hard
her,,sound
her,,really
her,,hard
know,sound
know,really
know,hard
really,sound
really,really
really,hard
disturbed,sound
disturbed,really
disturbed,hard
way,sound
way,really
way,hard
but,,sound
but,,really
but,,hard
time,sound
time,really
time,hard
actually,sound
actually,really
actually,hard
happened,sound
happened,really
happened,hard
really,sound
really,really
really,hard
upset,sound
upset,really
upset,hard
aftermath,sound
aftermath,really
aftermath,hard
sound,mm
really,mm
hard,mm
mm,tell
mm,situation
mm,wish
mm,handled
mm,differently
tell,*laughter*,
tell,*sigh*
tell,situation
tell,that,
tell,,
tell,*sigh*,
tell,know
tell,um,
tell,well
tell,think
tell,um
tell,there's
tell,probably
tell,million
tell,situation
tell,would've
tell,*laughter*
tell,wish
tell,would've
tell,handled
tell,differently
tell,can't
tell,think
tell,one
tell,particular,
tell,um,
tell,maybe,
tell,think
tell,kid
tell,um,
tell,well
tell,think
tell,let's
tell,see,
tell,well
tell,okay
tell,good
tell,one,
tell,um,
tell,marry
tell,girl
tell,think
tell,married,
tell,so,
tell,that's
tell,big
tell,one
situation,*laughter*,
situation,*sigh*
situation,situation
situation,that,
situation,,
situation,*sigh*,
situation,know
situation,um,
situation,well
situation,think
situation,um
situation,there's
situation,probably
situation,million
situation,situation
situation,would've
situation,*laughter*
situation,wish
situation,would've
situation,handled
situation,differently
situation,can't
situation,think
situation,one
situation,particular,
situation,um,
situation,maybe,
situation,think
situation,kid
situation,um,
situation,well
situation,think
situation,let's
situation,see,
situation,well
situation,okay
situation,good
situation,one,
situation,um,
situation,marry
situation,girl
situation,think
situation,married,
situation,so,
situation,that's
situation,big
situation,one
wish,*laughter*,
wish,*sigh*
wish,situation
wish,that,
wish,,
wish,*sigh*,
wish,know
wish,um,
wish,well
wish,think
wish,um
wish,there's
wish,probably
wish,million
wish,situation
wish,would've
wish,*laughter*
wish,wish
wish,would've
wish,handled
wish,differently
wish,can't
wish,think
wish,one
wish,particular,
wish,um,
wish,maybe,
wish,think
wish,kid
wish,um,
wish,well
wish,think
wish,let's
wish,see,
wish,well
wish,okay
wish,good
wish,one,
wish,um,
wish,marry
wish,girl
wish,think
wish,married,
wish,so,
wish,that's
wish,big
wish,one
handled,*laughter*,
handled,*sigh*
handled,situation
handled,that,
handled,,
handled,*sigh*,
handled,know
handled,um,
handled,well
handled,think
handled,um
handled,there's
handled,probably
handled,million
handled,situation
handled,would've
handled,*laughter*
handled,wish
handled,would've
handled,handled
handled,differently
handled,can't
handled,think
handled,one
handled,particular,
handled,um,
handled,maybe,
handled,think
handled,kid
handled,um,
handled,well
handled,think
handled,let's
handled,see,
handled,well
handled,okay
handled,good
handled,one,
handled,um,
handled,marry
handled,girl
handled,think
handled,married,
handled,so,
handled,that's
handled,big
handled,one
differently,*laughter*,
differently,*sigh*
differently,situation
differently,that,
differently,,
differently,*sigh*,
differently,know
differently,um,
differently,well
differently,think
differently,um
differently,there's
differently,probably
differently,million
differently,situation
differently,would've
differently,*laughter*
differently,wish
differently,would've
differently,handled
differently,differently
differently,can't
differently,think
differently,one
differently,particular,
differently,um,
differently,maybe,
differently,think
differently,kid
differently,um,
differently,well
differently,think
differently,let's
differently,see,
differently,well
differently,okay
differently,good
differently,one,
differently,um,
differently,marry
differently,girl
differently,think
differently,married,
differently,so,
differently,that's
differently,big
differently,one
*laughter*,,tell
*sigh*,tell
situation,tell
that,,tell
,,tell
*sigh*,,tell
know,tell
um,,tell
well,tell
think,tell
um,tell
there's,tell
probably,tell
million,tell
situation,tell
would've,tell
*laughter*,tell
wish,tell
would've,tell
handled,tell
differently,tell
can't,tell
think,tell
one,tell
particular,,tell
um,,tell
maybe,,tell
think,tell
kid,tell
um,,tell
well,tell
think,tell
let's,tell
see,,tell
well,tell
okay,tell
good,tell
one,,tell
um,,tell
marry,tell
girl,tell
think,tell
married,,tell
so,,tell
that's,tell
big,tell
one,tell
tell,yeah
tell,well,
tell,together
tell,four
tell,years,
tell,uh
tell,think
tell,took
tell,granted
tell,uh
tell,commit,
tell,um,
tell,long
tell,time
tell,ago
tell,that's
tell,many
tell,year
tell,realize
tell,well
tell,know
tell,realization
tell,think
tell,that,
tell,yeah
tell,wife
tell,meant
tell,made
tell,other,
tell,because,
tell,selfishness
tell,uh,
tell,fear
tell,commitment
tell,time
tell,felt
tell,like
tell,uh,
tell,done
tell,smart
tell,thing
tell,would've
yeah,what's
yeah,something
yeah,feel
yeah,guilty
well,,what's
well,,something
well,,feel
well,,guilty
together,what's
together,something
together,feel
together,guilty
four,what's
four,something
four,feel
four,guilty
years,,what's
years,,something
years,,feel
years,,guilty
uh,what's
uh,something
uh,feel
uh,guilty
think,what's
think,something
think,feel
think,guilty
took,what's
took,something
took,feel
took,guilty
granted,what's
granted,something
granted,feel
granted,guilty
uh,what's
uh,something
uh,feel
uh,guilty
commit,,what's
commit,,something
commit,,feel
commit,,guilty
um,,what's
um,,something
um,,feel
um,,guilty
long,what's
long,something
long,feel
long,guilty
time,what's
time,something
time,feel
time,guilty
ago,what's
ago,something
ago,feel
ago,guilty
that's,what's
that's,something
that's,feel
that's,guilty
many,what's
many,something
many,feel
many,guilty
year,what's
year,something
year,feel
year,guilty
realize,what's
realize,something
realize,feel
realize,guilty
well,what's
well,something
well,feel
well,guilty
know,what's
know,something
know,feel
know,guilty
realization,what's
realization,something
realization,feel
realization,guilty
think,what's
think,something
think,feel
think,guilty
that,,what's
that,,something
that,,feel
that,,guilty
yeah,what's
yeah,something
yeah,feel
yeah,guilty
wife,what's
wife,something
wife,feel
wife,guilty
meant,what's
meant,something
meant,feel
meant,guilty
made,what's
made,something
made,feel
made,guilty
other,,what's
other,,something
other,,feel
other,,guilty
because,,what's
because,,something
because,,feel
because,,guilty
selfishness,what's
selfishness,something
selfishness,feel
selfishness,guilty
uh,,what's
uh,,something
uh,,feel
uh,,guilty
fear,what's
fear,something
fear,feel
fear,guilty
commitment,what's
commitment,something
commitment,feel
commitment,guilty
time,what's
time,something
time,feel
time,guilty
felt,what's
felt,something
felt,feel
felt,guilty
like,what's
like,something
like,feel
like,guilty
uh,,what's
uh,,something
uh,,feel
uh,,guilty
done,what's
done,something
done,feel
done,guilty
smart,what's
smart,something
smart,feel
smart,guilty
thing,what's
thing,something
thing,feel
thing,guilty
would've,what's
would've,something
would've,feel
would've,guilty
what's,*sigh*,
what's,well
what's,last
what's,thing
what's,think
what's,would
what's,say
what's,feel
what's,guilty
what's,was,
what's,*sigh*,
what's,feel
what's,lot
what's,guilt
what's,friendship
what's,i've
what's,feel
what's,like
what's,i'm
what's,good
what's,friend,
what's,could
what's,time
what's,really
what's,know
what's,exactly
what's,uh,
what's,could
what's,better
what's,friend
what's,feel
what's,little
what's,guilty
what's,i'm
what's,can't
what's,help
what's,people
what's,anyone
what's,problem
what's,can't,
what's,never
what's,feel
what's,like
what's,help
what's,anyone,
what's,know
what's,problem
something,*sigh*,
something,well
something,last
something,thing
something,think
something,would
something,say
something,feel
something,guilty
something,was,
something,*sigh*,
something,feel
something,lot
something,guilt
something,friendship
something,i've
something,feel
something,like
something,i'm
something,good
something,friend,
something,could
something,time
something,really
something,know
something,exactly
something,uh,
something,could
something,better
something,friend
something,feel
something,little
something,guilty
something,i'm
something,can't
something,help
something,people
something,anyone
something,problem
something,can't,
something,never
something,feel
something,like
something,help
something,anyone,
something,know
something,problem
feel,*sigh*,
feel,well
feel,last
feel,thing
feel,think
feel,would
feel,say
feel,feel
feel,guilty
feel,was,
feel,*sigh*,
feel,feel
feel,lot
feel,guilt
feel,friendship
feel,i've
feel,feel
feel,like
feel,i'm
feel,good
feel,friend,
feel,could
feel,time
feel,really
feel,know
feel,exactly
feel,uh,
feel,could
feel,better
feel,friend
feel,feel
feel,little
feel,guilty
feel,i'm
feel,can't
feel,help
feel,people
feel,anyone
feel,problem
feel,can't,
feel,never
feel,feel
feel,like
feel,help
feel,anyone,
feel,know
feel,problem
guilty,*sigh*,
guilty,well
guilty,last
guilty,thing
guilty,think
guilty,would
guilty,say
guilty,feel
guilty,guilty
guilty,was,
guilty,*sigh*,
guilty,feel
guilty,lot
guilty,guilt
guilty,friendship
guilty,i've
guilty,feel
guilty,like
guilty,i'm
guilty,good
guilty,friend,
guilty,could
guilty,time
guilty,really
guilty,know
guilty,exactly
guilty,uh,
guilty,could
guilty,better
guilty,friend
guilty,feel
guilty,little
guilty,guilty
guilty,i'm
guilty,can't
guilty,help
guilty,people
guilty,anyone
guilty,problem
guilty,can't,
guilty,never
guilty,feel
guilty,like
guilty,help
guilty,anyone,
guilty,know
guilty,problem
*sigh*,,last
*sigh*,,time
*sigh*,,happened
well,last
well,time
well,happened
last,last
last,time
last,happened
thing,last
thing,time
thing,happened
think,last
think,time
think,happened
would,last
would,time
would,happened
say,last
say,time
say,happened
feel,last
feel,time
feel,happened
guilty,last
guilty,time
guilty,happened
was,,last
was,,time
was,,happened
*sigh*,,last
*sigh*,,time
*sigh*,,happened
feel,last
feel,time
feel,happened
lot,last
lot,time
lot,happened
guilt,last
guilt,time
guilt,happened
friendship,last
friendship,time
friendship,happened
i've,last
i've,time
i've,happened
feel,last
feel,time
feel,happened
like,last
like,time
like,happened
i'm,last
i'm,time
i'm,happened
good,last
good,time
good,happened
friend,,last
friend,,time
friend,,happened
could,last
could,time
could,happened
time,last
time,time
time,happened
really,last
really,time
really,happened
know,last
know,time
know,happened
exactly,last
exactly,time
exactly,happened
uh,,last
uh,,time
uh,,happened
could,last
could,time
could,happened
better,last
better,time
better,happened
friend,last
friend,time
friend,happened
feel,last
feel,time
feel,happened
little,last
little,time
little,happened
guilty,last
guilty,time
guilty,happened
i'm,last
i'm,time
i'm,happened
can't,last
can't,time
can't,happened
help,last
help,time
help,happened
people,last
people,time
people,happened
anyone,last
anyone,time
anyone,happened
problem,last
problem,time
problem,happened
can't,,last
can't,,time
can't,,happened
never,last
never,time
never,happened
feel,last
feel,time
feel,happened
like,last
like,time
like,happened
help,last
help,time
help,happened
anyone,,last
anyone,,time
anyone,,happened
know,last
know,time
know,happened
problem,last
problem,time
problem,happened
last,oh
last,happens
last,every
last,day
last,guess
last,happens
last,everyone
last,know
last,everyone,
last,relative
last,friend
last,don't,
last,feel
last,like
last,really
last,give
last,anything
last,help
last,life
last,know
time,oh
time,happens
time,every
time,day
time,guess
time,happens
time,everyone
time,know
time,everyone,
time,relative
time,friend
time,don't,
time,feel
time,like
time,really
time,give
time,anything
time,help
time,life
time,know
happened,oh
happened,happens
happened,every
happened,day
happened,guess
happened,happens
happened,everyone
happened,know
happened,everyone,
happened,relative
happened,friend
happened,don't,
happened,feel
happened,like
happened,really
happened,give
happened,anything
happened,help
happened,life
happened,know
oh,tell
oh,relationship
oh,family
happens,tell
happens,relationship
happens,family
every,tell
every,relationship
every,family
day,tell
day,relationship
day,family
guess,tell
guess,relationship
guess,family
happens,tell
happens,relationship
happens,family
everyone,tell
everyone,relationship
everyone,family
know,tell
know,relationship
know,family
everyone,,tell
everyone,,relationship
everyone,,family
relative,tell
relative,relationship
relative,family
friend,tell
friend,relationship
friend,family
don't,,tell
don't,,relationship
don't,,family
feel,tell
feel,relationship
feel,family
like,tell
like,relationship
like,family
really,tell
really,relationship
really,family
give,tell
give,relationship
give,family
anything,tell
anything,relationship
anything,family
help,tell
help,relationship
help,family
life,tell
life,relationship
life,family
know,tell
know,relationship
know,family
tell,well
tell,they're
tell,um,
tell,distant
tell,just,
tell,cordial
tell,uh,
tell,uh
tell,know
tell,word
tell,the,
tell,kept
tell,surface
tell,level
tell,think
tell,know
tell,think
tell,family
tell,really
tell,know
tell,well
tell,all,
tell,uh
tell,know
tell,well
tell,either
tell,true
tell,sense,
tell,so,
tell,yeah
tell,it's,
tell,think
tell,lot
tell,family
tell,way
tell,is,
tell,bother
tell,mine
tell,way
relationship,well
relationship,they're
relationship,um,
relationship,distant
relationship,just,
relationship,cordial
relationship,uh,
relationship,uh
relationship,know
relationship,word
relationship,the,
relationship,kept
relationship,surface
relationship,level
relationship,think
relationship,know
relationship,think
relationship,family
relationship,really
relationship,know
relationship,well
relationship,all,
relationship,uh
relationship,know
relationship,well
relationship,either
relationship,true
relationship,sense,
relationship,so,
relationship,yeah
relationship,it's,
relationship,think
relationship,lot
relationship,family
relationship,way
relationship,is,
relationship,bother
relationship,mine
relationship,way
family,well
family,they're
family,um,
family,distant
family,just,
family,cordial
family,uh,
family,uh
family,know
family,word
family,the,
family,kept
family,surface
family,level
family,think
family,know
family,think
family,family
family,really
family,know
family,well
family,all,
family,uh
family,know
family,well
family,either
family,true
family,sense,
family,so,
family,yeah
family,it's,
family,think
family,lot
family,family
family,way
family,is,
family,bother
family,mine
family,way
well,easy
well,get
well,good
well,night's
well,sleep
they're,easy
they're,get
they're,good
they're,night's
they're,sleep
um,,easy
um,,get
um,,good
um,,night's
um,,sleep
distant,easy
distant,get
distant,good
distant,night's
distant,sleep
just,,easy
just,,get
just,,good
just,,night's
just,,sleep
cordial,easy
cordial,get
cordial,good
cordial,night's
cordial,sleep
uh,,easy
uh,,get
uh,,good
uh,,night's
uh,,sleep
uh,easy
uh,get
uh,good
uh,night's
uh,sleep
know,easy
know,get
know,good
know,night's
know,sleep
word,easy
word,get
word,good
word,night's
word,sleep
the,,easy
the,,get
the,,good
the,,night's
the,,sleep
kept,easy
kept,get
kept,good
kept,night's
kept,sleep
surface,easy
surface,get
surface,good
surface,night's
surface,sleep
level,easy
level,get
level,good
level,night's
level,sleep
think,easy
think,get
think,good
think,night's
think,sleep
know,easy
know,get
know,good
know,night's
know,sleep
think,easy
think,get
think,good
think,night's
think,sleep
family,easy
family,get
family,good
family,night's
family,sleep
really,easy
really,get
really,good
really,night's
really,sleep
know,easy
know,get
know,good
know,night's
know,sleep
well,easy
well,get
well,good
well,night's
well,sleep
all,,easy
all,,get
all,,good
all,,night's
all,,sleep
uh,easy
uh,get
uh,good
uh,night's
uh,sleep
know,easy
know,get
know,good
know,night's
know,sleep
well,easy
well,get
well,good
well,night's
well,sleep
either,easy
either,get
either,good
either,night's
either,sleep
true,easy
true,get
true,good
true,night's
true,sleep
sense,,easy
sense,,get
sense,,good
sense,,night's
sense,,sleep
so,,easy
so,,get
so,,good
so,,night's
so,,sleep
yeah,easy
yeah,get
yeah,good
yeah,night's
yeah,sleep
it's,,easy
it's,,get
it's,,good
it's,,night's
it's,,sleep
think,easy
think,get
think,good
think,night's
think,sleep
lot,easy
lot,get
lot,good
lot,night's
lot,sleep
family,easy
family,get
family,good
family,night's
family,sleep
way,easy
way,get
way,good
way,night's
way,sleep
is,,easy
is,,get
is,,good
is,,night's
is,,sleep
bother,easy
bother,get
bother,good
bother,night's
bother,sleep
mine,easy
mine,get
mine,good
mine,night's
mine,sleep
way,easy
way,get
way,good
way,night's
way,sleep
easy,oh
easy,easy
easy,sleep
easy,lot
easy,um,
easy,yeah
easy,problem
easy,sleeping
get,oh
get,easy
get,sleep
get,lot
get,um,
get,yeah
get,problem
get,sleeping
good,oh
good,easy
good,sleep
good,lot
good,um,
good,yeah
good,problem
good,sleeping
night's,oh
night's,easy
night's,sleep
night's,lot
night's,um,
night's,yeah
night's,problem
night's,sleeping
sleep,oh
sleep,easy
sleep,sleep
sleep,lot
sleep,um,
sleep,yeah
sleep,problem
sleep,sleeping
oh,noticed
oh,change
oh,behavior
oh,thought
oh,lately
easy,noticed
easy,change
easy,behavior
easy,thought
easy,lately
sleep,noticed
sleep,change
sleep,behavior
sleep,thought
sleep,lately
lot,noticed
lot,change
lot,behavior
lot,thought
lot,lately
um,,noticed
um,,change
um,,behavior
um,,thought
um,,lately
yeah,noticed
yeah,change
yeah,behavior
yeah,thought
yeah,lately
problem,noticed
problem,change
problem,behavior
problem,thought
problem,lately
sleeping,noticed
sleeping,change
sleeping,behavior
sleeping,thought
sleeping,lately
noticed,really
noticed,would
noticed,say,
noticed,way
noticed,way
noticed,think
noticed,i've
noticed,whole
noticed,life
noticed,so,
noticed,even
noticed,little
