today,fine
i'm,really
i'm,like
i'm,go
i'm,camping
i'm,really
i'm,travel
much,uh
much,really
much,like
much,go
much,camping
much,really
much,travel
world,uh
world,really
world,like
world,go
world,camping
world,really
world,travel
explorer,uh
explorer,really
explorer,like
explorer,go
explorer,camping
explorer,really
explorer,travel
travel,uh
travel,really
travel,like
travel,go
travel,camping
travel,really
travel,travel
lot,uh
lot,really
lot,like
lot,go
lot,camping
lot,really
lot,travel
uh,last
uh,time
uh,happened
really,last
really,time
really,happened
like,last
like,time
like,happened
go,last
go,time
go,happened
camping,last
camping,time
camping,happened
really,last
really,time
really,happened
travel,last
travel,time
travel,happened
last,um
last,think
last,*sigh*
last,might've
last,around
last,six
last,month
last,ago
last,went
last,trip
last,geology
last,class
time,um
time,think
time,*sigh*
time,might've
time,around
time,six
time,month
time,ago
time,went
time,trip
time,geology
time,class
happened,um
happened,think
happened,*sigh*
happened,might've
happened,around
happened,six
happened,month
happened,ago
happened,went
happened,trip
happened,geology
happened,class
um,nice
think,nice
*sigh*,nice
might've,nice
around,nice
six,nice
month,nice
ago,nice
went,nice
trip,nice
geology,nice
class,nice
nice,yeah
nice,fun
yeah,what's
yeah,one
yeah,memorable
yeah,experience
fun,what's
fun,one
fun,memorable
fun,experience
what's,hmm
what's,*sigh*,
what's,think
what's,tough
what's,say
one,hmm
one,*sigh*,
one,think
one,tough
one,say
memorable,hmm
memorable,*sigh*,
memorable,think
memorable,tough
memorable,say
experience,hmm
experience,*sigh*,
experience,think
experience,tough
experience,say
hmm,whatever
hmm,come
hmm,mind
*sigh*,,whatever
*sigh*,,come
*sigh*,,mind
think,whatever
think,come
think,mind
tough,whatever
tough,come
tough,mind
say,whatever
say,come
say,mind
whatever,um
whatever,well
whatever,think
whatever,first
whatever,time
whatever,went
whatever,camping
whatever,probably
whatever,really
whatever,memorable
whatever,went
whatever,death
whatever,valley,
whatever,got
whatever,see
whatever,lot
whatever,really
whatever,cool
whatever,thing
whatever,hang
whatever,friend
whatever,night
come,um
come,well
come,think
come,first
come,time
come,went
come,camping
come,probably
come,really
come,memorable
come,went
come,death
come,valley,
come,got
come,see
come,lot
come,really
come,cool
come,thing
come,hang
come,friend
come,night
mind,um
mind,well
mind,think
mind,first
mind,time
mind,went
mind,camping
mind,probably
mind,really
mind,memorable
mind,went
mind,death
mind,valley,
mind,got
mind,see
mind,lot
mind,really
mind,cool
mind,thing
mind,hang
mind,friend
mind,night
um,study
um,school
well,study
well,school
think,study
think,school
first,study
first,school
time,study
time,school
went,study
went,school
camping,study
camping,school
probably,study
probably,school
really,study
really,school
memorable,study
memorable,school
went,study
went,school
death,study
death,school
valley,,study
valley,,school
got,study
got,school
see,study
see,school
lot,study
lot,school
really,study
really,school
cool,study
cool,school
thing,study
thing,school
hang,study
hang,school
friend,study
friend,school
night,study
night,school
study,philosophy
school,philosophy
philosophy,still
philosophy,working
still,yes
working,yes
yes,decide
decide,um,
decide,hmm,
decide,know
decide,think
decide,sort
decide,happened
decide,wanted
decide,journalist
decide,really
decide,long
decide,time
decide,kind
decide,grew
decide,disillusioned
decide,liked,
decide,different,
decide,way
decide,different
decide,thing
decide,could
decide,philosophy
um,,what's
um,,dream
um,,job
hmm,,what's
hmm,,dream
hmm,,job
know,what's
know,dream
know,job
think,what's
think,dream
think,job
sort,what's
sort,dream
sort,job
happened,what's
happened,dream
happened,job
wanted,what's
wanted,dream
wanted,job
journalist,what's
journalist,dream
journalist,job
really,what's
really,dream
really,job
long,what's
long,dream
long,job
time,what's
time,dream
time,job
kind,what's
kind,dream
kind,job
grew,what's
grew,dream
grew,job
disillusioned,what's
disillusioned,dream
disillusioned,job
liked,,what's
liked,,dream
liked,,job
different,,what's
different,,dream
different,,job
way,what's
way,dream
way,job
different,what's
different,dream
different,job
thing,what's
thing,dream
thing,job
could,what's
could,dream
could,job
philosophy,what's
philosophy,dream
philosophy,job
what's,huh,
what's,know
what's,really
what's,like
what's,child
what's,really
what's,like,
what's,studying
what's,behavior
what's,think
what's,something
what's,along
what's,line
what's,might
dream,huh,
dream,know
dream,really
dream,like
dream,child
dream,really
dream,like,
dream,studying
dream,behavior
dream,think
dream,something
dream,along
dream,line
dream,might
job,huh,
job,know
job,really
job,like
job,child
job,really
job,like,
job,studying
job,behavior
job,think
job,something
job,along
job,line
job,might
huh,,consider
huh,,shy
huh,,outgoing
know,consider
know,shy
know,outgoing
really,consider
really,shy
really,outgoing
like,consider
like,shy
like,outgoing
child,consider
child,shy
child,outgoing
really,consider
really,shy
really,outgoing
like,,consider
like,,shy
like,,outgoing
studying,consider
studying,shy
studying,outgoing
behavior,consider
behavior,shy
behavior,outgoing
think,consider
think,shy
think,outgoing
something,consider
something,shy
something,outgoing
along,consider
along,shy
along,outgoing
line,consider
line,shy
line,outgoing
might,consider
might,shy
might,outgoing
consider,think
consider,i'm
consider,generally
consider,pretty
consider,outgoing
consider,tend
consider,shy
consider,around
consider,family
consider,i'm
consider,around
consider,friend
consider,stuff
consider,i,
consider,think
consider,i'm
consider,pretty
consider,friendly
shy,think
shy,i'm
shy,generally
shy,pretty
shy,outgoing
shy,tend
shy,shy
shy,around
shy,family
shy,i'm
shy,around
shy,friend
shy,stuff
shy,i,
shy,think
shy,i'm
shy,pretty
shy,friendly
outgoing,think
outgoing,i'm
outgoing,generally
outgoing,pretty
outgoing,outgoing
outgoing,tend
outgoing,shy
outgoing,around
outgoing,family
outgoing,i'm
outgoing,around
outgoing,friend
outgoing,stuff
outgoing,i,
outgoing,think
outgoing,i'm
outgoing,pretty
outgoing,friendly
think,sometimes
think,i'm
think,feeling
think,tense
think,turn
think,fish
think,tank
think,screensaver
think,hey
think,know
think,hawaii
think,best
think,i've
think,got
think,relax
i'm,sometimes
i'm,i'm
i'm,feeling
i'm,tense
i'm,turn
i'm,fish
i'm,tank
i'm,screensaver
i'm,hey
i'm,know
i'm,hawaii
i'm,best
i'm,i've
i'm,got
i'm,relax
generally,sometimes
generally,i'm
generally,feeling
generally,tense
generally,turn
generally,fish
generally,tank
generally,screensaver
generally,hey
generally,know
generally,hawaii
generally,best
generally,i've
generally,got
generally,relax
pretty,sometimes
pretty,i'm
pretty,feeling
pretty,tense
pretty,turn
pretty,fish
pretty,tank
pretty,screensaver
pretty,hey
pretty,know
pretty,hawaii
pretty,best
pretty,i've
pretty,got
pretty,relax
outgoing,sometimes
outgoing,i'm
outgoing,feeling
outgoing,tense
outgoing,turn
outgoing,fish
outgoing,tank
outgoing,screensaver
outgoing,hey
outgoing,know
outgoing,hawaii
outgoing,best
outgoing,i've
outgoing,got
outgoing,relax
tend,sometimes
tend,i'm
tend,feeling
tend,tense
tend,turn
tend,fish
tend,tank
tend,screensaver
tend,hey
tend,know
tend,hawaii
tend,best
tend,i've
tend,got
tend,relax
shy,sometimes
shy,i'm
shy,feeling
shy,tense
shy,turn
shy,fish
shy,tank
shy,screensaver
shy,hey
shy,know
shy,hawaii
shy,best
shy,i've
shy,got
shy,relax
around,sometimes
around,i'm
around,feeling
around,tense
around,turn
around,fish
around,tank
around,screensaver
around,hey
around,know
around,hawaii
around,best
around,i've
around,got
around,relax
family,sometimes
family,i'm
family,feeling
family,tense
family,turn
family,fish
family,tank
family,screensaver
family,hey
family,know
family,hawaii
family,best
family,i've
family,got
family,relax
i'm,sometimes
i'm,i'm
i'm,feeling
i'm,tense
i'm,turn
i'm,fish
i'm,tank
i'm,screensaver
i'm,hey
i'm,know
i'm,hawaii
i'm,best
i'm,i've
i'm,got
i'm,relax
around,sometimes
around,i'm
around,feeling
around,tense
around,turn
around,fish
around,tank
around,screensaver
around,hey
around,know
around,hawaii
around,best
around,i've
around,got
around,relax
friend,sometimes
friend,i'm
friend,feeling
friend,tense
friend,turn
friend,fish
friend,tank
friend,screensaver
friend,hey
friend,know
friend,hawaii
friend,best
friend,i've
friend,got
friend,relax
stuff,sometimes
stuff,i'm
stuff,feeling
stuff,tense
stuff,turn
stuff,fish
stuff,tank
stuff,screensaver
stuff,hey
stuff,know
stuff,hawaii
stuff,best
stuff,i've
stuff,got
stuff,relax
i,,sometimes
i,,i'm
i,,feeling
i,,tense
i,,turn
i,,fish
i,,tank
i,,screensaver
i,,hey
i,,know
i,,hawaii
i,,best
i,,i've
i,,got
i,,relax
think,sometimes
think,i'm
think,feeling
think,tense
think,turn
think,fish
think,tank
think,screensaver
think,hey
think,know
think,hawaii
think,best
think,i've
think,got
think,relax
i'm,sometimes
i'm,i'm
i'm,feeling
i'm,tense
i'm,turn
i'm,fish
i'm,tank
i'm,screensaver
i'm,hey
i'm,know
i'm,hawaii
i'm,best
i'm,i've
i'm,got
i'm,relax
pretty,sometimes
pretty,i'm
pretty,feeling
pretty,tense
pretty,turn
pretty,fish
pretty,tank
pretty,screensaver
pretty,hey
pretty,know
pretty,hawaii
pretty,best
pretty,i've
pretty,got
pretty,relax
friendly,sometimes
friendly,i'm
friendly,feeling
friendly,tense
friendly,turn
friendly,fish
friendly,tank
friendly,screensaver
friendly,hey
friendly,know
friendly,hawaii
friendly,best
friendly,i've
friendly,got
friendly,relax
sometimes,um
sometimes,lot
sometimes,time
sometimes,i'll
sometimes,watch
sometimes,tv
sometimes,read,
sometimes,um,
sometimes,yeah
i'm,um
i'm,lot
i'm,time
i'm,i'll
i'm,watch
i'm,tv
i'm,read,
i'm,um,
i'm,yeah
feeling,um
feeling,lot
feeling,time
feeling,i'll
feeling,watch
feeling,tv
feeling,read,
feeling,um,
feeling,yeah
tense,um
tense,lot
tense,time
tense,i'll
tense,watch
tense,tv
tense,read,
tense,um,
tense,yeah
turn,um
turn,lot
turn,time
turn,i'll
turn,watch
turn,tv
turn,read,
turn,um,
turn,yeah
fish,um
fish,lot
fish,time
fish,i'll
fish,watch
fish,tv
fish,read,
fish,um,
fish,yeah
tank,um
tank,lot
tank,time
tank,i'll
tank,watch
tank,tv
tank,read,
tank,um,
tank,yeah
screensaver,um
screensaver,lot
screensaver,time
screensaver,i'll
screensaver,watch
screensaver,tv
screensaver,read,
screensaver,um,
screensaver,yeah
hey,um
hey,lot
hey,time
hey,i'll
hey,watch
hey,tv
hey,read,
hey,um,
hey,yeah
know,um
know,lot
know,time
know,i'll
know,watch
know,tv
know,read,
know,um,
know,yeah
hawaii,um
hawaii,lot
hawaii,time
hawaii,i'll
hawaii,watch
hawaii,tv
hawaii,read,
hawaii,um,
hawaii,yeah
best,um
best,lot
best,time
best,i'll
best,watch
best,tv
best,read,
best,um,
best,yeah
i've,um
i've,lot
i've,time
i've,i'll
i've,watch
i've,tv
i've,read,
i've,um,
i've,yeah
got,um
got,lot
got,time
got,i'll
got,watch
got,tv
got,read,
got,um,
got,yeah
relax,um
relax,lot
relax,time
relax,i'll
relax,watch
relax,tv
relax,read,
relax,um,
relax,yeah
um,controlling
um,temper
lot,controlling
lot,temper
time,controlling
time,temper
i'll,controlling
i'll,temper
watch,controlling
watch,temper
tv,controlling
tv,temper
read,,controlling
read,,temper
um,,controlling
um,,temper
yeah,controlling
yeah,temper
controlling,think
controlling,i'm
controlling,pretty
controlling,good
controlling,really
controlling,get
controlling,mad
controlling,try
controlling,think
controlling,about,
controlling,thing
controlling,start
controlling,getting
controlling,mad
controlling,um,
controlling,start
controlling,trying
controlling,focus
controlling,breathing
temper,think
temper,i'm
temper,pretty
temper,good
temper,really
temper,get
temper,mad
temper,try
temper,think
temper,about,
temper,thing
temper,start
temper,getting
temper,mad
temper,um,
temper,start
temper,trying
temper,focus
temper,breathing
think,last
think,time
think,argued
think,someone
i'm,last
i'm,time
i'm,argued
i'm,someone
pretty,last
pretty,time
pretty,argued
pretty,someone
good,last
good,time
good,argued
good,someone
really,last
really,time
really,argued
really,someone
get,last
get,time
get,argued
get,someone
mad,last
mad,time
mad,argued
mad,someone
try,last
try,time
try,argued
try,someone
think,last
think,time
think,argued
think,someone
about,,last
about,,time
about,,argued
about,,someone
thing,last
thing,time
thing,argued
thing,someone
start,last
start,time
start,argued
start,someone
getting,last
getting,time
getting,argued
getting,someone
mad,last
mad,time
mad,argued
mad,someone
um,,last
um,,time
um,,argued
um,,someone
start,last
start,time
start,argued
start,someone
trying,last
trying,time
trying,argued
trying,someone
focus,last
focus,time
focus,argued
focus,someone
breathing,last
breathing,time
breathing,argued
breathing,someone
last,think
last,last
last,time
last,argued
last,someone
last,probably
last,boyfriend,
last,um
last,i'm
last,trouble
last,remembering
last,last
last,thing
last,argued
last,um,
last,think
last,feeling
last,well
last,trouble
last,deciding
last,whether
last,wanted
last,go
last,department's
last,end
last,year
last,party,
last,getting
last,frustrated,
last,thought
last,inconsiderate
last,'cause
last,feeling
last,well
last,begin
time,think
time,last
time,time
time,argued
time,someone
time,probably
time,boyfriend,
time,um
time,i'm
time,trouble
time,remembering
time,last
time,thing
time,argued
time,um,
time,think
time,feeling
time,well
time,trouble
time,deciding
time,whether
time,wanted
time,go
time,department's
time,end
time,year
time,party,
time,getting
time,frustrated,
time,thought
time,inconsiderate
time,'cause
time,feeling
time,well
time,begin
argued,think
argued,last
argued,time
argued,argued
argued,someone
argued,probably
argued,boyfriend,
argued,um
argued,i'm
argued,trouble
argued,remembering
argued,last
argued,thing
argued,argued
argued,um,
argued,think
argued,feeling
argued,well
argued,trouble
argued,deciding
argued,whether
argued,wanted
argued,go
argued,department's
argued,end
argued,year
argued,party,
argued,getting
argued,frustrated,
argued,thought
argued,inconsiderate
argued,'cause
argued,feeling
argued,well
argued,begin
someone,think
someone,last
someone,time
someone,argued
someone,someone
someone,probably
someone,boyfriend,
someone,um
someone,i'm
someone,trouble
someone,remembering
someone,last
someone,thing
someone,argued
someone,um,
someone,think
someone,feeling
someone,well
someone,trouble
someone,deciding
someone,whether
someone,wanted
someone,go
someone,department's
someone,end
someone,year
someone,party,
someone,getting
someone,frustrated,
someone,thought
someone,inconsiderate
someone,'cause
someone,feeling
someone,well
someone,begin
think,feel
think,moment
last,feel
last,moment
time,feel
time,moment
argued,feel
argued,moment
someone,feel
someone,moment
probably,feel
probably,moment
boyfriend,,feel
boyfriend,,moment
um,feel
um,moment
i'm,feel
i'm,moment
trouble,feel
trouble,moment
remembering,feel
remembering,moment
last,feel
last,moment
thing,feel
thing,moment
argued,feel
argued,moment
um,,feel
um,,moment
think,feel
think,moment
feeling,feel
feeling,moment
well,feel
well,moment
trouble,feel
trouble,moment
deciding,feel
deciding,moment
whether,feel
whether,moment
wanted,feel
wanted,moment
go,feel
go,moment
department's,feel
department's,moment
end,feel
end,moment
year,feel
year,moment
party,,feel
party,,moment
getting,feel
getting,moment
frustrated,,feel
frustrated,,moment
thought,feel
thought,moment
inconsiderate,feel
inconsiderate,moment
'cause,feel
'cause,moment
feeling,feel
feeling,moment
well,feel
well,moment
begin,feel
begin,moment
feel,well
feel,felt
feel,like
feel,really
feel,taking
feel,feeling
feel,consideration
feel,and,
feel,i,
feel,really
feel,hate
feel,get
feel,stressed
feel,get
feel,angry
feel,easily
feel,see
feel,unnecessary
feel,stress
moment,well
moment,felt
moment,like
moment,really
moment,taking
moment,feeling
moment,consideration
moment,and,
moment,i,
moment,really
moment,hate
moment,get
moment,stressed
moment,get
moment,angry
moment,easily
moment,see
moment,unnecessary
moment,stress
well,tell
well,situation
well,wish
well,handled
well,differently
felt,tell
felt,situation
felt,wish
felt,handled
felt,differently
like,tell
like,situation
like,wish
like,handled
like,differently
really,tell
really,situation
really,wish
really,handled
really,differently
taking,tell
taking,situation
taking,wish
taking,handled
taking,differently
feeling,tell
feeling,situation
feeling,wish
feeling,handled
feeling,differently
consideration,tell
consideration,situation
consideration,wish
consideration,handled
consideration,differently
and,,tell
and,,situation
and,,wish
and,,handled
and,,differently
i,,tell
i,,situation
i,,wish
i,,handled
i,,differently
really,tell
really,situation
really,wish
really,handled
really,differently
hate,tell
hate,situation
hate,wish
hate,handled
hate,differently
get,tell
get,situation
get,wish
get,handled
get,differently
stressed,tell
stressed,situation
stressed,wish
stressed,handled
stressed,differently
get,tell
get,situation
get,wish
get,handled
get,differently
angry,tell
angry,situation
angry,wish
angry,handled
angry,differently
easily,tell
easily,situation
easily,wish
easily,handled
easily,differently
see,tell
see,situation
see,wish
see,handled
see,differently
unnecessary,tell
unnecessary,situation
unnecessary,wish
unnecessary,handled
unnecessary,differently
stress,tell
stress,situation
stress,wish
stress,handled
stress,differently
tell,hmm,
tell,think
tell,lot
tell,time
tell,my,
tell,oldest
tell,youngest
tell,brother
tell,oldest
tell,little
tell,brother,
tell,uh
tell,something
tell,wrong
tell,tend
tell,harsh
tell,um
tell,we're
tell,close,
tell,sister
tell,youngest
tell,brother
tell,i,
tell,tends
tell,hostile
tell,back
tell,think
tell,little
tell,bit
tell,gentle
tell,might
tell,easier
tell,communicate
situation,hmm,
situation,think
situation,lot
situation,time
situation,my,
situation,oldest
situation,youngest
situation,brother
situation,oldest
situation,little
situation,brother,
situation,uh
situation,something
situation,wrong
situation,tend
situation,harsh
situation,um
situation,we're
situation,close,
situation,sister
situation,youngest
situation,brother
situation,i,
situation,tends
situation,hostile
situation,back
situation,think
situation,little
situation,bit
situation,gentle
situation,might
situation,easier
situation,communicate
wish,hmm,
wish,think
wish,lot
wish,time
wish,my,
wish,oldest
wish,youngest
wish,brother
wish,oldest
wish,little
wish,brother,
wish,uh
wish,something
wish,wrong
wish,tend
wish,harsh
wish,um
wish,we're
wish,close,
wish,sister
wish,youngest
wish,brother
wish,i,
wish,tends
wish,hostile
wish,back
wish,think
wish,little
wish,bit
wish,gentle
wish,might
wish,easier
wish,communicate
handled,hmm,
handled,think
handled,lot
handled,time
handled,my,
handled,oldest
handled,youngest
handled,brother
handled,oldest
handled,little
handled,brother,
handled,uh
handled,something
handled,wrong
handled,tend
handled,harsh
handled,um
handled,we're
handled,close,
handled,sister
handled,youngest
handled,brother
handled,i,
handled,tends
handled,hostile
handled,back
handled,think
handled,little
handled,bit
handled,gentle
handled,might
handled,easier
handled,communicate
differently,hmm,
differently,think
differently,lot
differently,time
differently,my,
differently,oldest
differently,youngest
differently,brother
differently,oldest
differently,little
differently,brother,
differently,uh
differently,something
differently,wrong
differently,tend
differently,harsh
differently,um
differently,we're
differently,close,
differently,sister
differently,youngest
differently,brother
differently,i,
differently,tends
differently,hostile
differently,back
differently,think
differently,little
differently,bit
differently,gentle
differently,might
differently,easier
differently,communicate
hmm,,tell
hmm,,event
hmm,,something
hmm,,wish
hmm,,could
hmm,,erase
hmm,,memory
think,tell
think,event
think,something
think,wish
think,could
think,erase
think,memory
lot,tell
lot,event
lot,something
lot,wish
lot,could
lot,erase
lot,memory
time,tell
time,event
time,something
time,wish
time,could
time,erase
time,memory
my,,tell
my,,event
my,,something
my,,wish
my,,could
my,,erase
my,,memory
oldest,tell
oldest,event
oldest,something
oldest,wish
oldest,could
oldest,erase
oldest,memory
youngest,tell
youngest,event
youngest,something
youngest,wish
youngest,could
youngest,erase
youngest,memory
brother,tell
brother,event
brother,something
brother,wish
brother,could
brother,erase
brother,memory
oldest,tell
oldest,event
oldest,something
oldest,wish
oldest,could
oldest,erase
oldest,memory
little,tell
little,event
little,something
little,wish
little,could
little,erase
little,memory
brother,,tell
brother,,event
brother,,something
brother,,wish
brother,,could
brother,,erase
brother,,memory
uh,tell
uh,event
uh,something
uh,wish
uh,could
uh,erase
uh,memory
something,tell
something,event
something,something
something,wish
something,could
something,erase
something,memory
wrong,tell
wrong,event
wrong,something
wrong,wish
wrong,could
wrong,erase
wrong,memory
tend,tell
tend,event
tend,something
tend,wish
tend,could
tend,erase
tend,memory
harsh,tell
harsh,event
harsh,something
harsh,wish
harsh,could
harsh,erase
harsh,memory
um,tell
um,event
um,something
um,wish
um,could
um,erase
um,memory
we're,tell
we're,event
we're,something
we're,wish
we're,could
we're,erase
we're,memory
close,,tell
close,,event
close,,something
close,,wish
close,,could
close,,erase
close,,memory
sister,tell
sister,event
sister,something
sister,wish
sister,could
sister,erase
sister,memory
youngest,tell
youngest,event
youngest,something
youngest,wish
youngest,could
youngest,erase
youngest,memory
brother,tell
brother,event
brother,something
brother,wish
brother,could
brother,erase
brother,memory
i,,tell
i,,event
i,,something
i,,wish
i,,could
i,,erase
i,,memory
tends,tell
tends,event
tends,something
tends,wish
tends,could
tends,erase
tends,memory
hostile,tell
hostile,event
hostile,something
hostile,wish
hostile,could
hostile,erase
hostile,memory
back,tell
back,event
back,something
back,wish
back,could
back,erase
back,memory
think,tell
think,event
think,something
think,wish
think,could
think,erase
think,memory
little,tell
little,event
little,something
little,wish
little,could
little,erase
little,memory
bit,tell
bit,event
bit,something
bit,wish
bit,could
bit,erase
bit,memory
gentle,tell
gentle,event
gentle,something
gentle,wish
gentle,could
gentle,erase
gentle,memory
might,tell
might,event
might,something
might,wish
might,could
might,erase
might,memory
easier,tell
easier,event
easier,something
easier,wish
easier,could
easier,erase
easier,memory
communicate,tell
communicate,event
communicate,something
communicate,wish
communicate,could
communicate,erase
communicate,memory
tell,hmm,
tell,um,
tell,nineteen,
tell,came
tell,home,
tell,party,
tell,think
tell,around
tell,four
tell,sunday
tell,morning
tell,dad
tell,got
tell,really
tell,mad
tell,yelled
tell,said
tell,lot
tell,nice
tell,things,
tell,speak
tell,year
event,hmm,
event,um,
event,nineteen,
event,came
event,home,
event,party,
event,think
event,around
event,four
event,sunday
event,morning
event,dad
event,got
event,really
event,mad
event,yelled
event,said
event,lot
event,nice
event,things,
event,speak
event,year
something,hmm,
something,um,
something,nineteen,
something,came
something,home,
something,party,
something,think
something,around
something,four
something,sunday
something,morning
something,dad
something,got
something,really
something,mad
something,yelled
something,said
something,lot
something,nice
something,things,
something,speak
something,year
wish,hmm,
wish,um,
wish,nineteen,
wish,came
wish,home,
wish,party,
wish,think
wish,around
wish,four
wish,sunday
wish,morning
wish,dad
wish,got
wish,really
wish,mad
wish,yelled
wish,said
wish,lot
wish,nice
wish,things,
wish,speak
wish,year
could,hmm,
could,um,
could,nineteen,
could,came
could,home,
could,party,
could,think
could,around
could,four
could,sunday
could,morning
could,dad
could,got
could,really
could,mad
could,yelled
could,said
could,lot
could,nice
could,things,
could,speak
could,year
erase,hmm,
erase,um,
erase,nineteen,
erase,came
erase,home,
erase,party,
erase,think
erase,around
erase,four
erase,sunday
erase,morning
erase,dad
erase,got
erase,really
erase,mad
erase,yelled
erase,said
erase,lot
erase,nice
erase,things,
erase,speak
erase,year
memory,hmm,
memory,um,
memory,nineteen,
memory,came
memory,home,
memory,party,
memory,think
memory,around
memory,four
memory,sunday
memory,morning
memory,dad
memory,got
memory,really
memory,mad
memory,yelled
memory,said
memory,lot
memory,nice
memory,things,
memory,speak
memory,year
hmm,,tell
hmm,,relationship
hmm,,family
um,,tell
um,,relationship
um,,family
nineteen,,tell
nineteen,,relationship
nineteen,,family
came,tell
came,relationship
came,family
home,,tell
home,,relationship
home,,family
party,,tell
party,,relationship
party,,family
think,tell
think,relationship
think,family
around,tell
around,relationship
around,family
four,tell
four,relationship
four,family
sunday,tell
sunday,relationship
sunday,family
morning,tell
morning,relationship
morning,family
dad,tell
dad,relationship
dad,family
got,tell
got,relationship
got,family
really,tell
really,relationship
really,family
mad,tell
mad,relationship
mad,family
yelled,tell
yelled,relationship
yelled,family
said,tell
said,relationship
said,family
lot,tell
lot,relationship
lot,family
nice,tell
nice,relationship
nice,family
things,,tell
things,,relationship
things,,family
speak,tell
speak,relationship
speak,family
year,tell
year,relationship
year,family
tell,uh
tell,well
tell,relationship
tell,mom
tell,lot
tell,better
tell,live
tell,home,
tell,um
tell,used
tell,really
tell,frustrated
tell,time
tell,'cause
tell,really
tell,quick
tell,temper
tell,think
tell,i've
tell,got
tell,little
tell,bit
tell,distance
tell,see
tell,best
tell,could,
tell,um
tell,*sigh*,
tell,love
tell,sibling
tell,i,
tell,little
tell,sister
tell,get
tell,along
tell,really
tell,well
tell,she's,
tell,four
tell,year
tell,younger
tell,me,
tell,when,
tell,around
tell,twelve
tell,around
tell,sixteen
tell,really
tell,difficult
tell,'cause
tell,really
tell,harsh
tell,temper
tell,always
tell,moody
tell,and,
tell,wasn't,
tell,place
tell,patient
tell,sort
tell,stuff
tell,fought
tell,time
tell,anymore,
tell,that's
tell,really
tell,great,
tell,and,
tell,get
tell,along
tell,okay
tell,uh,
tell,older
tell,little
tell,brother
tell,who's
tell,fifteen
tell,think
tell,get
tell,along
tell,pretty
tell,well
tell,youngest
tell,brother
tell,who's
tell,twelve
relationship,uh
relationship,well
relationship,relationship
relationship,mom
relationship,lot
relationship,better
relationship,live
relationship,home,
relationship,um
relationship,used
relationship,really
relationship,frustrated
relationship,time
relationship,'cause
relationship,really
