today,fine
hard,work
hard,hard
hard,like
hard,others
uh,what's
uh,dream
uh,job
little,what's
little,dream
little,job
bit,what's
bit,dream
bit,job
harder,what's
harder,dream
harder,job
think,what's
think,dream
think,job
first,what's
first,dream
first,job
make,what's
make,dream
make,job
adjustment,,what's
adjustment,,dream
adjustment,,job
pretty,what's
pretty,dream
pretty,job
soon,what's
soon,dream
soon,job
becomes,what's
becomes,dream
becomes,job
obvious,what's
obvious,dream
obvious,job
another,what's
another,dream
another,job
market,what's
market,dream
market,job
work,what's
work,dream
work,job
hard,what's
hard,dream
hard,job
like,what's
like,dream
like,job
others,what's
others,dream
others,job
what's,oh
what's,attorney,
what's,mhm
dream,oh
dream,attorney,
dream,mhm
job,oh
job,attorney,
job,mhm
oh,close
oh,family
uh,close
uh,family
power,close
power,family
use,close
use,family
uh,close
uh,family
know,close
know,family
skill,close
skill,family
able,close
able,family
affect,close
affect,family
people,close
people,family
live,close
live,family
people's,close
people's,family
life,close
life,family
dramatic,close
dramatic,family
way,close
way,family
uh,close
uh,family
assistant,close
assistant,family
field,close
field,family
close,oh
close,uh
close,lot
close,around
close,anymore
close,brother
close,sister
close,state
close,particularly
close,close
close,right
family,oh
family,uh
family,lot
family,around
family,anymore
family,brother
family,sister
family,state
family,particularly
family,close
family,right
oh,thing
oh,make
oh,really
oh,mad
uh,thing
uh,make
uh,really
uh,mad
lot,thing
lot,make
lot,really
lot,mad
around,thing
around,make
around,really
around,mad
anymore,thing
anymore,make
anymore,really
anymore,mad
brother,thing
brother,make
brother,really
brother,mad
sister,thing
sister,make
sister,really
sister,mad
state,thing
state,make
state,really
state,mad
particularly,thing
particularly,make
particularly,really
particularly,mad
close,thing
close,make
close,really
close,mad
right,thing
right,make
right,really
right,mad
thing,uh
thing,mm
thing,dishonesty
thing,unkindness,
thing,lack
thing,sympathy,
thing,uh
thing,insensitivity
thing,know
make,uh
make,mm
make,dishonesty
make,unkindness,
make,lack
make,sympathy,
make,uh
make,insensitivity
make,know
really,uh
really,mm
really,dishonesty
really,unkindness,
really,lack
really,sympathy,
really,uh
really,insensitivity
really,know
mad,uh
mad,mm
mad,dishonesty
mad,unkindness,
mad,lack
mad,sympathy,
mad,uh
mad,insensitivity
mad,know
uh,controlling
uh,temper
mm,controlling
mm,temper
dishonesty,controlling
dishonesty,temper
unkindness,,controlling
unkindness,,temper
lack,controlling
lack,temper
sympathy,,controlling
sympathy,,temper
uh,controlling
uh,temper
insensitivity,controlling
insensitivity,temper
know,controlling
know,temper
controlling,uh
controlling,good,
controlling,anything
controlling,i'm
controlling,i'm
controlling,uh,
controlling,regressive
controlling,way
temper,uh
temper,good,
temper,anything
temper,i'm
temper,i'm
temper,uh,
temper,regressive
temper,way
uh,that's
uh,good
good,,that's
good,,good
anything,that's
anything,good
i'm,that's
i'm,good
i'm,that's
i'm,good
uh,,that's
uh,,good
regressive,that's
regressive,good
way,that's
way,good
that's,mhm
good,mhm
mhm,last
mhm,time
mhm,argued
mhm,someone
last,oh
last,wow
last,uh,
last,oh
last,friend
last,friend
last,right
last,a,
last,fabulous
last,job
last,uh
last,spending
last,much
last,money
last,need
last,save
time,oh
time,wow
time,uh,
time,oh
time,friend
time,friend
time,right
time,a,
time,fabulous
time,job
time,uh
time,spending
time,much
time,money
time,need
time,save
argued,oh
argued,wow
argued,uh,
argued,oh
argued,friend
argued,friend
argued,right
argued,a,
argued,fabulous
argued,job
argued,uh
argued,spending
argued,much
argued,money
argued,need
argued,save
someone,oh
someone,wow
someone,uh,
someone,oh
someone,friend
someone,friend
someone,right
someone,a,
someone,fabulous
someone,job
someone,uh
someone,spending
someone,much
someone,money
someone,need
someone,save
oh,know
wow,know
uh,,know
oh,know
friend,know
friend,know
right,know
a,,know
fabulous,know
job,know
uh,know
spending,know
much,know
money,know
need,know
save,know
know,uh
know,uh
know,work
know,situation
know,work
know,connection,
know,mutual
know,friend
know,mhm
uh,close
uh,close
work,close
situation,close
work,close
connection,,close
mutual,close
friend,close
mhm,close
close,uh
close,close
close,close
close,spend
close,time
close,uh
close,go
close,fun
close,sometimes
uh,thing
uh,like
uh,fun
close,thing
close,like
close,fun
close,thing
close,like
close,fun
spend,thing
spend,like
spend,fun
time,thing
time,like
time,fun
uh,thing
uh,like
uh,fun
go,thing
go,like
go,fun
fun,thing
fun,like
fun,fun
sometimes,thing
sometimes,like
sometimes,fun
thing,uh
thing,walk
thing,walk
thing,beach
thing,uh
thing,know
thing,uh
thing,shop
thing,beach
thing,area
thing,kind
thing,fun
thing,rodeo
thing,drive
thing,occasionally
like,uh
like,walk
like,walk
like,beach
like,uh
like,know
like,uh
like,shop
like,beach
like,area
like,kind
like,fun
like,rodeo
like,drive
like,occasionally
fun,uh
fun,walk
fun,walk
fun,beach
fun,uh
fun,know
fun,uh
fun,shop
fun,beach
fun,area
fun,kind
fun,fun
fun,rodeo
fun,drive
fun,occasionally
uh,mhm
walk,mhm
walk,mhm
beach,mhm
uh,mhm
know,mhm
uh,mhm
shop,mhm
beach,mhm
area,mhm
kind,mhm
fun,mhm
rodeo,mhm
drive,mhm
occasionally,mhm
mhm,uh
mhm,see
mhm,films,
mhm,art
mhm,art
mhm,gallery
uh,who's
uh,someone
uh,that's
uh,positive
uh,influence
uh,life
see,who's
see,someone
see,that's
see,positive
see,influence
see,life
films,,who's
films,,someone
films,,that's
films,,positive
films,,influence
films,,life
art,who's
art,someone
art,that's
art,positive
art,influence
art,life
art,who's
art,someone
art,that's
art,positive
art,influence
art,life
gallery,who's
gallery,someone
gallery,that's
gallery,positive
gallery,influence
gallery,life
who's,oh
who's,uh
who's,daughter
someone,oh
someone,uh
someone,daughter
that's,oh
that's,uh
that's,daughter
positive,oh
positive,uh
positive,daughter
influence,oh
influence,uh
influence,daughter
life,oh
life,uh
life,daughter
oh,tell
oh,kid
uh,tell
uh,kid
daughter,tell
daughter,kid
tell,one
tell,daughter
tell,graduated
tell,ucla
tell,law
tell,school
tell,uh
tell,raised
tell,totally
tell,alone
tell,without
tell,help
tell,seemed
tell,like
tell,accomplishment
tell,worth
tell,two
tell,job
tell,work
kid,one
kid,daughter
kid,graduated
kid,ucla
kid,law
kid,school
kid,uh
kid,raised
kid,totally
kid,alone
kid,without
kid,help
kid,seemed
kid,like
kid,accomplishment
kid,worth
kid,two
kid,job
kid,work
one,find
one,easy
one,parent
daughter,find
daughter,easy
daughter,parent
graduated,find
graduated,easy
graduated,parent
ucla,find
ucla,easy
ucla,parent
law,find
law,easy
law,parent
school,find
school,easy
school,parent
uh,find
uh,easy
uh,parent
raised,find
raised,easy
raised,parent
totally,find
totally,easy
totally,parent
alone,find
alone,easy
alone,parent
without,find
without,easy
without,parent
help,find
help,easy
help,parent
seemed,find
seemed,easy
seemed,parent
like,find
like,easy
like,parent
accomplishment,find
accomplishment,easy
accomplishment,parent
worth,find
worth,easy
worth,parent
two,find
two,easy
two,parent
job,find
job,easy
job,parent
work,find
work,easy
work,parent
find,uh
find,think
find,difficult
find,think
find,difficult
find,job
find,take
find,lot
find,work
find,people
find,give
find,credit
find,wanna
find,right
find,know
find,always
find,second
find,guessing
find,behavior
find,kind
find,thing
easy,uh
easy,think
easy,difficult
easy,think
easy,difficult
easy,job
easy,take
easy,lot
easy,work
easy,people
easy,give
easy,credit
easy,wanna
easy,right
easy,know
easy,always
easy,second
easy,guessing
easy,behavior
easy,kind
easy,thing
parent,uh
parent,think
parent,difficult
parent,think
parent,difficult
parent,job
parent,take
parent,lot
parent,work
parent,people
parent,give
parent,credit
parent,wanna
parent,right
parent,know
parent,always
parent,second
parent,guessing
parent,behavior
parent,kind
parent,thing
uh,what's
uh,hardest
uh,thing
uh,parent
think,what's
think,hardest
think,thing
think,parent
difficult,what's
difficult,hardest
difficult,thing
difficult,parent
think,what's
think,hardest
think,thing
think,parent
difficult,what's
difficult,hardest
difficult,thing
difficult,parent
job,what's
job,hardest
job,thing
job,parent
take,what's
take,hardest
take,thing
take,parent
lot,what's
lot,hardest
lot,thing
lot,parent
work,what's
work,hardest
work,thing
work,parent
people,what's
people,hardest
people,thing
people,parent
give,what's
give,hardest
give,thing
give,parent
credit,what's
credit,hardest
credit,thing
credit,parent
wanna,what's
wanna,hardest
wanna,thing
wanna,parent
right,what's
right,hardest
right,thing
right,parent
know,what's
know,hardest
know,thing
know,parent
always,what's
always,hardest
always,thing
always,parent
second,what's
second,hardest
second,thing
second,parent
guessing,what's
guessing,hardest
guessing,thing
guessing,parent
behavior,what's
behavior,hardest
behavior,thing
behavior,parent
kind,what's
kind,hardest
kind,thing
kind,parent
thing,what's
thing,hardest
thing,thing
thing,parent
what's,uh
what's,uh
what's,i'd
what's,say
what's,peer
what's,pressure,
what's,totally
what's,alter
what's,alter
what's,anything
what's,parent
what's,tried
what's,put
what's,child
what's,that's
what's,good
hardest,uh
hardest,uh
hardest,i'd
hardest,say
hardest,peer
hardest,pressure,
hardest,totally
hardest,alter
hardest,alter
hardest,anything
hardest,parent
hardest,tried
hardest,put
hardest,child
hardest,that's
hardest,good
thing,uh
thing,uh
thing,i'd
thing,say
thing,peer
thing,pressure,
thing,totally
thing,alter
thing,alter
thing,anything
thing,parent
thing,tried
thing,put
thing,child
thing,that's
thing,good
parent,uh
parent,uh
parent,i'd
parent,say
parent,peer
parent,pressure,
parent,totally
parent,alter
parent,alter
parent,anything
parent,parent
parent,tried
parent,put
parent,child
parent,that's
parent,good
uh,give
uh,example
uh,give
uh,example
i'd,give
i'd,example
say,give
say,example
peer,give
peer,example
pressure,,give
pressure,,example
totally,give
totally,example
alter,give
alter,example
alter,give
alter,example
anything,give
anything,example
parent,give
parent,example
tried,give
tried,example
put,give
put,example
child,give
child,example
that's,give
that's,example
good,give
good,example
give,,
give,really
give,bad
give,time
give,u
example,,
example,really
example,bad
example,time
example,u
,,think
,,today's
,,kid
really,think
really,today's
really,kid
bad,think
bad,today's
bad,kid
time,think
time,today's
time,kid
u,think
u,today's
u,kid
think,um
think,think
think,depends
think,neighborhood
think,state
think,uh,
think,think
think,they're
think,little
think,misguided
think,think
think,little
think,uninspired
think,uninspired
think,right
think,now,
think,think
think,they're
think,weighed
think,concern
think,war
think,um
think,thing
think,like
think,think
think,probably
think,use
think,a,
think,uh
think,common
think,goal
think,common
think,know
think,team
think,uh
think,oppposed
think,separated
think,group
think,family
think,think,
think,know
think,kind
think,uninspired
think,right
today's,um
today's,think
today's,depends
today's,neighborhood
today's,state
today's,uh,
today's,think
today's,they're
today's,little
today's,misguided
today's,think
today's,little
today's,uninspired
today's,uninspired
today's,right
today's,now,
today's,think
today's,they're
today's,weighed
today's,concern
today's,war
today's,um
today's,thing
today's,like
today's,think
today's,probably
today's,use
today's,a,
today's,uh
today's,common
today's,goal
today's,common
today's,know
today's,team
today's,uh
today's,oppposed
today's,separated
today's,group
today's,family
today's,think,
today's,know
today's,kind
today's,uninspired
today's,right
kid,um
kid,think
kid,depends
kid,neighborhood
kid,state
kid,uh,
kid,think
kid,they're
kid,little
kid,misguided
kid,think
kid,little
kid,uninspired
kid,uninspired
kid,right
kid,now,
kid,think
kid,they're
kid,weighed
kid,concern
kid,war
kid,um
kid,thing
kid,like
kid,think
kid,probably
kid,use
kid,a,
kid,uh
kid,common
kid,goal
kid,common
kid,know
kid,team
kid,uh
kid,oppposed
kid,separated
kid,group
kid,family
kid,think,
kid,know
kid,kind
kid,uninspired
kid,right
um,easy
um,get
um,good
um,night's
um,sleep
think,easy
think,get
think,good
think,night's
think,sleep
depends,easy
depends,get
depends,good
depends,night's
depends,sleep
neighborhood,easy
neighborhood,get
neighborhood,good
neighborhood,night's
neighborhood,sleep
state,easy
state,get
state,good
state,night's
state,sleep
uh,,easy
uh,,get
uh,,good
uh,,night's
uh,,sleep
think,easy
think,get
think,good
think,night's
think,sleep
they're,easy
they're,get
they're,good
they're,night's
they're,sleep
little,easy
little,get
little,good
little,night's
little,sleep
misguided,easy
misguided,get
misguided,good
misguided,night's
misguided,sleep
think,easy
think,get
think,good
think,night's
think,sleep
little,easy
little,get
little,good
little,night's
little,sleep
uninspired,easy
uninspired,get
uninspired,good
uninspired,night's
uninspired,sleep
uninspired,easy
uninspired,get
uninspired,good
uninspired,night's
uninspired,sleep
right,easy
right,get
right,good
right,night's
right,sleep
now,,easy
now,,get
now,,good
now,,night's
now,,sleep
think,easy
think,get
think,good
think,night's
think,sleep
they're,easy
they're,get
they're,good
they're,night's
they're,sleep
weighed,easy
weighed,get
weighed,good
weighed,night's
weighed,sleep
concern,easy
concern,get
concern,good
concern,night's
concern,sleep
war,easy
war,get
war,good
war,night's
war,sleep
um,easy
um,get
um,good
um,night's
um,sleep
thing,easy
thing,get
thing,good
thing,night's
thing,sleep
like,easy
like,get
like,good
like,night's
like,sleep
think,easy
think,get
think,good
think,night's
think,sleep
probably,easy
probably,get
probably,good
probably,night's
probably,sleep
use,easy
use,get
use,good
use,night's
use,sleep
a,,easy
a,,get
a,,good
a,,night's
a,,sleep
uh,easy
uh,get
uh,good
uh,night's
uh,sleep
common,easy
common,get
common,good
common,night's
common,sleep
goal,easy
goal,get
goal,good
goal,night's
goal,sleep
common,easy
common,get
common,good
common,night's
common,sleep
know,easy
know,get
know,good
know,night's
know,sleep
team,easy
team,get
team,good
team,night's
team,sleep
uh,easy
uh,get
uh,good
uh,night's
uh,sleep
oppposed,easy
oppposed,get
oppposed,good
oppposed,night's
oppposed,sleep
separated,easy
separated,get
separated,good
separated,night's
separated,sleep
group,easy
group,get
group,good
group,night's
group,sleep
family,easy
family,get
family,good
family,night's
family,sleep
think,,easy
think,,get
think,,good
think,,night's
think,,sleep
know,easy
know,get
know,good
know,night's
know,sleep
kind,easy
kind,get
kind,good
kind,night's
kind,sleep
uninspired,easy
uninspired,get
uninspired,good
uninspired,night's
uninspired,sleep
right,easy
right,get
right,good
right,night's
right,sleep
easy,um
easy,worry
easy,sometimes
easy,know
easy,work
easy,issue
easy,pretty
easy,pretty
easy,easy
get,um
get,worry
get,sometimes
get,know
get,work
get,issue
get,pretty
get,pretty
get,easy
good,um
good,worry
good,sometimes
good,know
good,work
good,issue
good,pretty
good,pretty
good,easy
night's,um
night's,worry
night's,sometimes
night's,know
night's,work
night's,issue
night's,pretty
night's,pretty
night's,easy
sleep,um
sleep,worry
sleep,sometimes
sleep,know
sleep,work
sleep,issue
sleep,pretty
sleep,pretty
sleep,easy
um,feel
um,way
um,often
worry,feel
worry,way
worry,often
sometimes,feel
sometimes,way
sometimes,often
know,feel
know,way
know,often
work,feel
work,way
work,often
issue,feel
issue,way
issue,often
pretty,feel
pretty,way
pretty,often
pretty,feel
pretty,way
pretty,often
easy,feel
easy,way
easy,often
feel,um
feel,feel
feel,like
feel,i'm
feel,sleeping
feel,know
feel,occasionally
feel,worry
feel,something
feel,work
way,um
way,feel
way,like
way,i'm
way,sleeping
way,know
way,occasionally
way,worry
way,something
way,work
often,um
often,feel
often,like
often,i'm
often,sleeping
often,know
often,occasionally
often,worry
often,something
often,work
um,last
um,time
um,happened
feel,last
feel,time
feel,happened
like,last
like,time
like,happened
i'm,last
i'm,time
i'm,happened
sleeping,last
sleeping,time
sleeping,happened
know,last
know,time
know,happened
occasionally,last
occasionally,time
occasionally,happened
worry,last
worry,time
worry,happened
something,last
something,time
something,happened
work,last
work,time
work,happened
last,oh
last,gosh
last,couple
last,week
last,ago
time,oh
time,gosh
time,couple
time,week
time,ago
happened,oh
happened,gosh
happened,couple
happened,week
happened,ago
oh,feel
oh,moment
gosh,feel
gosh,moment
couple,feel
couple,moment
week,feel
week,moment
ago,feel
ago,moment
feel,oh
feel,uh
feel,know
feel,unfortunately
feel,worry
feel,know
feel,i'm
feel,fortunate
feel,easier
feel,cooperation
feel,people
feel,uh
feel,solves
feel,everything
feel,know
feel,always
feel,wanna
feel,around
moment,oh
moment,uh
moment,know
moment,unfortunately
moment,worry
moment,know
moment,i'm
moment,fortunate
moment,easier
moment,cooperation
moment,people
moment,uh
moment,solves
moment,everything
moment,know
moment,always
moment,wanna
moment,around
oh,like
oh,sleep
oh,well
uh,like
uh,sleep
uh,well
know,like
know,sleep
know,well
unfortunately,like
unfortunately,sleep
unfortunately,well
worry,like
worry,sleep
worry,well
know,like
know,sleep
know,well
i'm,like
i'm,sleep
i'm,well
fortunate,like
fortunate,sleep
fortunate,well
easier,like
easier,sleep
easier,well
cooperation,like
cooperation,sleep
cooperation,well
people,like
people,sleep
people,well
uh,like
uh,sleep
uh,well
solves,like
solves,sleep
solves,well
everything,like
everything,sleep
everything,well
know,like
know,sleep
know,well
always,like
always,sleep
always,well
wanna,like
wanna,sleep
wanna,well
around,like
around,sleep
around,well
like,um
like,stressed,
like,yeah
like,stressed
like,stressed
sleep,um
sleep,stressed,
sleep,yeah
sleep,stressed
sleep,stressed
well,um
well,stressed,
well,yeah
well,stressed
well,stressed
um,sound
um,really
um,hard
stressed,,sound
stressed,,really
stressed,,hard
yeah,sound
yeah,really
yeah,hard
stressed,sound
stressed,really
stressed,hard
stressed,sound
stressed,really
stressed,hard
sound,mhm
really,mhm
hard,mhm
mhm,feel
feel,um
feel,yeah
feel,fatigue
feel,uh
feel,lot
feel,uh
feel,know
feel,lot
feel,implication
feel,feeling
feel,like
feel,misjudging
feel,thing
feel,might
feel,judge
feel,differently
feel,well
feel,rested
um,diagnosed
um,depression
yeah,diagnosed
yeah,depression
fatigue,diagnosed
fatigue,depression
uh,diagnosed
uh,depression
lot,diagnosed
lot,depression
uh,diagnosed
uh,depression
know,diagnosed
know,depression
lot,diagnosed
lot,depression
implication,diagnosed
implication,depression
feeling,diagnosed
feeling,depression
like,diagnosed
like,depression
misjudging,diagnosed
misjudging,depression
thing,diagnosed
thing,depression
might,diagnosed
might,depression
judge,diagnosed
judge,depression
differently,diagnosed
differently,depression
well,diagnosed
well,depression
rested,diagnosed
rested,depression
diagnosed,uh
diagnosed,depression
depression,uh
depression,depression
uh,ever
uh,diagnosed
uh,ptsd
depression,ever
depression,diagnosed
depression,ptsd
ever,um
ever,probably
ever,yeah
ever,considered
ever,possibility
ever,employment
ever,lawsuit
ever,several
ever,year
ever,ago
ever,uh
ever,actually
ever,litigated
ever,settlement
ever,um
ever,something
ever,whistleblower
ever,thing
ever,implication
ever,implication
ever,um
ever,kind
ever,harrassed
ever,found
ever,got
ever,find
ever,work
ever,right
ever,away
ever,field
ever,go
ever,different
ever,field
ever,go
ever,back
ever,ucla
ever,get
ever,new
ever,uh
ever,professional
ever,direction
ever,and,
ever,found
ever,fearful
ever,sometimes
ever,gonna
ever,happen
ever,know
ever,think
ever,would
ever,never
ever,happen
ever,know
diagnosed,um
diagnosed,probably
diagnosed,yeah
diagnosed,considered
diagnosed,possibility
diagnosed,employment
diagnosed,lawsuit
diagnosed,several
diagnosed,year
diagnosed,ago
diagnosed,uh
diagnosed,actually
diagnosed,litigated
diagnosed,settlement
diagnosed,um
diagnosed,something
diagnosed,whistleblower
diagnosed,thing
diagnosed,implication
diagnosed,implication
diagnosed,um
diagnosed,kind
diagnosed,harrassed
diagnosed,found
diagnosed,got
diagnosed,find
diagnosed,work
diagnosed,right
diagnosed,away
diagnosed,field
diagnosed,go
diagnosed,different
diagnosed,field
diagnosed,go
diagnosed,back
diagnosed,ucla
diagnosed,get
diagnosed,new
diagnosed,uh
diagnosed,professional
diagnosed,direction
diagnosed,and,
diagnosed,found
diagnosed,fearful
diagnosed,sometimes
diagnosed,gonna
diagnosed,happen
diagnosed,know
diagnosed,think
diagnosed,would
diagnosed,never
diagnosed,happen
diagnosed,know
ptsd,um
ptsd,probably
ptsd,yeah
ptsd,considered
ptsd,possibility
ptsd,employment
ptsd,lawsuit
ptsd,several
ptsd,year
ptsd,ago
ptsd,uh
ptsd,actually
ptsd,litigated
ptsd,settlement
ptsd,um
ptsd,something
ptsd,whistleblower
ptsd,thing
ptsd,implication
ptsd,implication
ptsd,um
ptsd,kind
ptsd,harrassed
ptsd,found
ptsd,got
ptsd,find
ptsd,work
ptsd,right
ptsd,away
ptsd,field
ptsd,go
ptsd,different
ptsd,field
ptsd,go
ptsd,back
ptsd,ucla
ptsd,get
ptsd,new
ptsd,uh
ptsd,professional
ptsd,direction
ptsd,and,
ptsd,found
ptsd,fearful
ptsd,sometimes
ptsd,gonna
ptsd,happen
ptsd,know
ptsd,think
ptsd,would
ptsd,never
ptsd,happen
ptsd,know
um,got
um,seek
um,help
probably,got
probably,seek
probably,help
yeah,got
yeah,seek
yeah,help
considered,got
considered,seek
considered,help
possibility,got
possibility,seek
possibility,help
employment,got
employment,seek
employment,help
lawsuit,got
lawsuit,seek
lawsuit,help
several,got
several,seek
several,help
year,got
year,seek
year,help
ago,got
ago,seek
ago,help
uh,got
uh,seek
uh,help
actually,got
actually,seek
actually,help
litigated,got
litigated,seek
litigated,help
settlement,got
settlement,seek
settlement,help
um,got
um,seek
um,help
something,got
something,seek
something,help
whistleblower,got
whistleblower,seek
whistleblower,help
thing,got
thing,seek
thing,help
implication,got
implication,seek
implication,help
implication,got
implication,seek
implication,help
um,got
um,seek
um,help
kind,got
kind,seek
kind,help
harrassed,got
harrassed,seek
harrassed,help
found,got
found,seek
found,help
got,got
got,seek
got,help
find,got
find,seek
find,help
work,got
work,seek
work,help
right,got
right,seek
right,help
away,got
away,seek
away,help
field,got
field,seek
field,help
go,got
go,seek
go,help
different,got
different,seek
different,help
field,got
field,seek
field,help
go,got
go,seek
go,help
back,got
back,seek
back,help
ucla,got
ucla,seek
ucla,help
get,got
get,seek
get,help
new,got
new,seek
new,help
uh,got
uh,seek
uh,help
professional,got
professional,seek
professional,help
direction,got
direction,seek
direction,help
and,,got
and,,seek
and,,help
found,got
found,seek
found,help
fearful,got
fearful,seek
fearful,help
sometimes,got
sometimes,seek
sometimes,help
gonna,got
gonna,seek
gonna,help
happen,got
happen,seek
happen,help
know,got
know,seek
know,help
think,got
think,seek
think,help
would,got
would,seek
would,help
never,got
never,seek
never,help
happen,got
happen,seek
happen,help
know,got
know,seek
know,help
got,um
got,noticing
got,noticing
got,feeling
got,uh
got,paralegal
got,class
got,section
got,employment
got,law,
got,complicated
got,filing
got,done
got,great
got,deal
got,work
got,study
got,case
got,faced
got,class
got,setting
got,get
got,done
got,late
got,paper
got,realized
got,traumatized
got,go
got,um
got,know
got,yeah
got,post
got,traumatic
got,stress
got,sometimes
got,come
got,later
got,adrenaline
got,dy
seek,um
seek,noticing
seek,noticing
seek,feeling
seek,uh
seek,paralegal
seek,class
seek,section
seek,employment
seek,law,
seek,complicated
seek,filing
seek,done
seek,great
seek,deal
seek,work
seek,study
seek,case
seek,faced
seek,class
seek,setting
seek,get
seek,done
seek,late
seek,paper
seek,realized
seek,traumatized
seek,go
seek,um
seek,know
seek,yeah
seek,post
seek,traumatic
seek,stress
seek,sometimes
seek,come
seek,later
seek,adrenaline
seek,dy
help,um
help,noticing
help,noticing
help,feeling
help,uh
help,paralegal
help,class
help,section
help,employment
help,law,
help,complicated
help,filing
help,done
help,great
help,deal
help,work
help,study
help,case
help,faced
help,class
help,setting
help,get
help,done
help,late
help,paper
help,realized
help,traumatized
help,go
help,um
help,know
help,yeah
help,post
help,traumatic
help,stress
help,sometimes
help,come
help,later
help,adrenaline
help,dy
um,yeah
noticing,yeah
noticing,yeah
feeling,yeah
uh,yeah
paralegal,yeah
class,yeah
section,yeah
employment,yeah
law,,yeah
complicated,yeah
filing,yeah
done,yeah
great,yeah
deal,yeah
work,yeah
study,yeah
case,yeah
faced,yeah
class,yeah
setting,yeah
