today,okay
la,standard
traffic,,see
traffic,,mean
um,see
um,mean
pressure,,see
pressure,,mean
live,see
live,mean
standard,see
standard,mean
high,see
high,mean
standard,see
standard,mean
see,expensive
mean,expensive
expensive,study
expensive,school
study,um
study,sociology,
study,psychology
school,um
school,sociology,
school,psychology
um,decide
sociology,,decide
psychology,decide
decide,,
decide,uh,
decide,uh
decide,got
decide,job
decide,social
decide,service
decide,field
decide,education
decide,felt,
decide,education
decide,would
decide,much
decide,better
decide,equipped
decide,uh
decide,provide
decide,services,
decide,population
decide,working
,,happy
uh,,happy
uh,happy
got,happy
job,happy
social,happy
service,happy
field,happy
education,happy
felt,,happy
education,happy
would,happy
much,happy
better,happy
equipped,happy
uh,happy
provide,happy
services,,happy
population,happy
working,happy
happy,yes
yes,still
yes,working
what's,,
what's,uh
what's,own,
what's,uh
what's,nonprofit
what's,organization
what's,provides
what's,um
what's,service
what's,for,
what's,woman
what's,um
what's,considered
what's,marginalized
what's,population
dream,,
dream,uh
dream,own,
dream,uh
dream,nonprofit
dream,organization
dream,provides
dream,um
dream,service
dream,for,
dream,woman
dream,um
dream,considered
dream,marginalized
dream,population
job,,
job,uh
job,own,
job,uh
job,nonprofit
job,organization
job,provides
job,um
job,service
job,for,
job,woman
job,um
job,considered
job,marginalized
job,population
,,i'm
,,sure
,,tell
,,shoe
,,i'm
,,much
,,world
,,explorer
,,travel
,,lot
uh,i'm
uh,sure
uh,tell
uh,shoe
uh,i'm
uh,much
uh,world
uh,explorer
uh,travel
uh,lot
own,,i'm
own,,sure
own,,tell
own,,shoe
own,,i'm
own,,much
own,,world
own,,explorer
own,,travel
own,,lot
uh,i'm
uh,sure
uh,tell
uh,shoe
uh,i'm
uh,much
uh,world
uh,explorer
uh,travel
uh,lot
nonprofit,i'm
nonprofit,sure
nonprofit,tell
nonprofit,shoe
nonprofit,i'm
nonprofit,much
nonprofit,world
nonprofit,explorer
nonprofit,travel
nonprofit,lot
organization,i'm
organization,sure
organization,tell
organization,shoe
organization,i'm
organization,much
organization,world
organization,explorer
organization,travel
organization,lot
provides,i'm
provides,sure
provides,tell
provides,shoe
provides,i'm
provides,much
provides,world
provides,explorer
provides,travel
provides,lot
um,i'm
um,sure
um,tell
um,shoe
um,i'm
um,much
um,world
um,explorer
um,travel
um,lot
service,i'm
service,sure
service,tell
service,shoe
service,i'm
service,much
service,world
service,explorer
service,travel
service,lot
for,,i'm
for,,sure
for,,tell
for,,shoe
for,,i'm
for,,much
for,,world
for,,explorer
for,,travel
for,,lot
woman,i'm
woman,sure
woman,tell
woman,shoe
woman,i'm
woman,much
woman,world
woman,explorer
woman,travel
woman,lot
um,i'm
um,sure
um,tell
um,shoe
um,i'm
um,much
um,world
um,explorer
um,travel
um,lot
considered,i'm
considered,sure
considered,tell
considered,shoe
considered,i'm
considered,much
considered,world
considered,explorer
considered,travel
considered,lot
marginalized,i'm
marginalized,sure
marginalized,tell
marginalized,shoe
marginalized,i'm
marginalized,much
marginalized,world
marginalized,explorer
marginalized,travel
marginalized,lot
population,i'm
population,sure
population,tell
population,shoe
population,i'm
population,much
population,world
population,explorer
population,travel
population,lot
i'm,mm,
i'm,like
i'm,travel
i'm,um
i'm,travel
i'm,lot
sure,mm,
sure,like
sure,travel
sure,um
sure,travel
sure,lot
tell,mm,
tell,like
tell,travel
tell,um
tell,travel
tell,lot
shoe,mm,
shoe,like
shoe,travel
shoe,um
shoe,travel
shoe,lot
i'm,mm,
i'm,like
i'm,travel
i'm,um
i'm,travel
i'm,lot
much,mm,
much,like
much,travel
much,um
much,travel
much,lot
world,mm,
world,like
world,travel
world,um
world,travel
world,lot
explorer,mm,
explorer,like
explorer,travel
explorer,um
explorer,travel
explorer,lot
travel,mm,
travel,like
travel,travel
travel,um
travel,travel
travel,lot
lot,mm,
lot,like
lot,travel
lot,um
lot,travel
lot,lot
mm,,enjoy
mm,,traveling
like,enjoy
like,traveling
travel,enjoy
travel,traveling
um,enjoy
um,traveling
travel,enjoy
travel,traveling
lot,enjoy
lot,traveling
enjoy,oh
enjoy,*sigh*,
enjoy,different
enjoy,culture
enjoy,different
enjoy,architects,
enjoy,um,
enjoy,knowledge
enjoy,acquire
traveling,oh
traveling,*sigh*,
traveling,different
traveling,culture
traveling,different
traveling,architects,
traveling,um,
traveling,knowledge
traveling,acquire
oh,mhm
*sigh*,,mhm
different,mhm
culture,mhm
different,mhm
architects,,mhm
um,,mhm
knowledge,mhm
acquire,mhm
mhm,um
mhm,variety
mhm,food
um,i'd
um,love
um,hear
um,one
um,trip
variety,i'd
variety,love
variety,hear
variety,one
variety,trip
food,i'd
food,love
food,hear
food,one
food,trip
i'd,mm,
i'd,okay,
i'd,mm
i'd,tell
i'd,one
i'd,favorite
i'd,place
i'd,sedona
i'd,arizona,
i'd,beautiful
i'd,clean
i'd,open
love,mm,
love,okay,
love,mm
love,tell
love,one
love,favorite
love,place
love,sedona
love,arizona,
love,beautiful
love,clean
love,open
hear,mm,
hear,okay,
hear,mm
hear,tell
hear,one
hear,favorite
hear,place
hear,sedona
hear,arizona,
hear,beautiful
hear,clean
hear,open
one,mm,
one,okay,
one,mm
one,tell
one,one
one,favorite
one,place
one,sedona
one,arizona,
one,beautiful
one,clean
one,open
trip,mm,
trip,okay,
trip,mm
trip,tell
trip,one
trip,favorite
trip,place
trip,sedona
trip,arizona,
trip,beautiful
trip,clean
trip,open
mm,,nice
okay,,nice
mm,nice
tell,nice
one,nice
favorite,nice
place,nice
sedona,nice
arizona,,nice
beautiful,nice
clean,nice
open,nice
nice,um
um,consider
um,shy
um,outgoing
consider,neither,
shy,neither,
outgoing,neither,
really,sometimes
really,i'm
really,feeling
really,tense
really,turn
really,fish
really,tank
really,screensaver
really,hey
really,know
really,hawaii
really,best
really,i've
really,got
really,relax
shy,sometimes
shy,i'm
shy,feeling
shy,tense
shy,turn
shy,fish
shy,tank
shy,screensaver
shy,hey
shy,know
shy,hawaii
shy,best
shy,i've
shy,got
shy,relax
uh,sometimes
uh,i'm
uh,feeling
uh,tense
uh,turn
uh,fish
uh,tank
uh,screensaver
uh,hey
uh,know
uh,hawaii
uh,best
uh,i've
uh,got
uh,relax
force,sometimes
force,i'm
force,feeling
force,tense
force,turn
force,fish
force,tank
force,screensaver
force,hey
force,know
force,hawaii
force,best
force,i've
force,got
force,relax
outgoing,,sometimes
outgoing,,i'm
outgoing,,feeling
outgoing,,tense
outgoing,,turn
outgoing,,fish
outgoing,,tank
outgoing,,screensaver
outgoing,,hey
outgoing,,know
outgoing,,hawaii
outgoing,,best
outgoing,,i've
outgoing,,got
outgoing,,relax
though,sometimes
though,i'm
though,feeling
though,tense
though,turn
though,fish
though,tank
though,screensaver
though,hey
though,know
though,hawaii
though,best
though,i've
though,got
though,relax
think,,sometimes
think,,i'm
think,,feeling
think,,tense
think,,turn
think,,fish
think,,tank
think,,screensaver
think,,hey
think,,know
think,,hawaii
think,,best
think,,i've
think,,got
think,,relax
uh,sometimes
uh,i'm
uh,feeling
uh,tense
uh,turn
uh,fish
uh,tank
uh,screensaver
uh,hey
uh,know
uh,hawaii
uh,best
uh,i've
uh,got
uh,relax
people,sometimes
people,i'm
people,feeling
people,tense
people,turn
people,fish
people,tank
people,screensaver
people,hey
people,know
people,hawaii
people,best
people,i've
people,got
people,relax
perceive,sometimes
perceive,i'm
perceive,feeling
perceive,tense
perceive,turn
perceive,fish
perceive,tank
perceive,screensaver
perceive,hey
perceive,know
perceive,hawaii
perceive,best
perceive,i've
perceive,got
perceive,relax
outgoing,sometimes
outgoing,i'm
outgoing,feeling
outgoing,tense
outgoing,turn
outgoing,fish
outgoing,tank
outgoing,screensaver
outgoing,hey
outgoing,know
outgoing,hawaii
outgoing,best
outgoing,i've
outgoing,got
outgoing,relax
sometimes,mm,
sometimes,go
sometimes,uh
sometimes,facebook,
sometimes,check
sometimes,emails,
sometimes,watch
sometimes,movie
i'm,mm,
i'm,go
i'm,uh
i'm,facebook,
i'm,check
i'm,emails,
i'm,watch
i'm,movie
feeling,mm,
feeling,go
feeling,uh
feeling,facebook,
feeling,check
feeling,emails,
feeling,watch
feeling,movie
tense,mm,
tense,go
tense,uh
tense,facebook,
tense,check
tense,emails,
tense,watch
tense,movie
turn,mm,
turn,go
turn,uh
turn,facebook,
turn,check
turn,emails,
turn,watch
turn,movie
fish,mm,
fish,go
fish,uh
fish,facebook,
fish,check
fish,emails,
fish,watch
fish,movie
tank,mm,
tank,go
tank,uh
tank,facebook,
tank,check
tank,emails,
tank,watch
tank,movie
screensaver,mm,
screensaver,go
screensaver,uh
screensaver,facebook,
screensaver,check
screensaver,emails,
screensaver,watch
screensaver,movie
hey,mm,
hey,go
hey,uh
hey,facebook,
hey,check
hey,emails,
hey,watch
hey,movie
know,mm,
know,go
know,uh
know,facebook,
know,check
know,emails,
know,watch
know,movie
hawaii,mm,
hawaii,go
hawaii,uh
hawaii,facebook,
hawaii,check
hawaii,emails,
hawaii,watch
hawaii,movie
best,mm,
best,go
best,uh
best,facebook,
best,check
best,emails,
best,watch
best,movie
i've,mm,
i've,go
i've,uh
i've,facebook,
i've,check
i've,emails,
i've,watch
i've,movie
got,mm,
got,go
got,uh
got,facebook,
got,check
got,emails,
got,watch
got,movie
relax,mm,
relax,go
relax,uh
relax,facebook,
relax,check
relax,emails,
relax,watch
relax,movie
mm,,controlling
mm,,temper
go,controlling
go,temper
uh,controlling
uh,temper
facebook,,controlling
facebook,,temper
check,controlling
check,temper
emails,,controlling
emails,,temper
watch,controlling
watch,temper
movie,controlling
movie,temper
controlling,comme
controlling,ci
controlling,comme
controlling,ca,
controlling,sometimes
controlling,i'm
controlling,really
controlling,good
controlling,part,
controlling,time
controlling,um
controlling,i'm
controlling,feeling
controlling,stressed
controlling,uh,
controlling,temper
controlling,outburst
controlling,uh
controlling,anger
controlling,outburst
temper,comme
temper,ci
temper,comme
temper,ca,
temper,sometimes
temper,i'm
temper,really
temper,good
temper,part,
temper,time
temper,um
temper,i'm
temper,feeling
temper,stressed
temper,uh,
temper,temper
temper,outburst
temper,uh
temper,anger
temper,outburst
comme,last
comme,time
comme,argued
comme,someone
ci,last
ci,time
ci,argued
ci,someone
comme,last
comme,time
comme,argued
comme,someone
ca,,last
ca,,time
ca,,argued
ca,,someone
sometimes,last
sometimes,time
sometimes,argued
sometimes,someone
i'm,last
i'm,time
i'm,argued
i'm,someone
really,last
really,time
really,argued
really,someone
good,last
good,time
good,argued
good,someone
part,,last
part,,time
part,,argued
part,,someone
time,last
time,time
time,argued
time,someone
um,last
um,time
um,argued
um,someone
i'm,last
i'm,time
i'm,argued
i'm,someone
feeling,last
feeling,time
feeling,argued
feeling,someone
stressed,last
stressed,time
stressed,argued
stressed,someone
uh,,last
uh,,time
uh,,argued
uh,,someone
temper,last
temper,time
temper,argued
temper,someone
outburst,last
outburst,time
outburst,argued
outburst,someone
uh,last
uh,time
uh,argued
uh,someone
anger,last
anger,time
anger,argued
anger,someone
outburst,last
outburst,time
outburst,argued
outburst,someone
last,know
last,*sigh*
last,about,
last,um,
last,maybe
last,um,
last,thirty
last,days,
last,ago,
last,about,
last,inadequate
last,parenting
last,skill
time,know
time,*sigh*
time,about,
time,um,
time,maybe
time,um,
time,thirty
time,days,
time,ago,
time,about,
time,inadequate
time,parenting
time,skill
argued,know
argued,*sigh*
argued,about,
argued,um,
argued,maybe
argued,um,
argued,thirty
argued,days,
argued,ago,
argued,about,
argued,inadequate
argued,parenting
argued,skill
someone,know
someone,*sigh*
someone,about,
someone,um,
someone,maybe
someone,um,
someone,thirty
someone,days,
someone,ago,
someone,about,
someone,inadequate
someone,parenting
someone,skill
know,feel
know,moment
*sigh*,feel
*sigh*,moment
about,,feel
about,,moment
um,,feel
um,,moment
maybe,feel
maybe,moment
um,,feel
um,,moment
thirty,feel
thirty,moment
days,,feel
days,,moment
ago,,feel
ago,,moment
about,,feel
about,,moment
inadequate,feel
inadequate,moment
parenting,feel
parenting,moment
skill,feel
skill,moment
feel,,
feel,um,
feel,ashamed,
feel,angry,
feel,confused,
feel,uh
feel,um
feel,also
feel,felt
feel,like
feel,needed
feel,uh
feel,have,
feel,perspective
feel,understood
moment,,
moment,um,
moment,ashamed,
moment,angry,
moment,confused,
moment,uh
moment,um
moment,also
moment,felt
moment,like
moment,needed
moment,uh
moment,have,
moment,perspective
moment,understood
,,tell
,,kid
um,,tell
um,,kid
ashamed,,tell
ashamed,,kid
angry,,tell
angry,,kid
confused,,tell
confused,,kid
uh,tell
uh,kid
um,tell
um,kid
also,tell
also,kid
felt,tell
felt,kid
like,tell
like,kid
needed,tell
needed,kid
uh,tell
uh,kid
have,,tell
have,,kid
perspective,tell
perspective,kid
understood,tell
understood,kid
tell,four
tell,kids,
tell,three
tell,boy
tell,one
tell,girl,
tell,,
tell,uh
tell,oldest
tell,son
tell,uh
tell,living
tell,mar
tell,vista
tell,he's
tell,menial
tell,job,
tell,um
tell,he's
tell,creative
tell,artistic
tell,really
tell,good
tell,heart,
tell,um
tell,uh
tell,third
tell,son
tell,second
tell,son
tell,uh
tell,son
tell,'cause
tell,he's
tell,third
tell,child,
tell,um
tell,life
tell,alabama
tell,daughter,
tell,also
tell,menial
tell,job,
tell,um,
tell,uh
tell,moved
tell,daughter
tell,he's
tell,together
tell,uh
tell,daughter's
tell,mother,
tell,um,
tell,he's
tell,funny
tell,really
tell,smart,
tell,um,
tell,*sigh*,
tell,wickedly
tell,clever,
tell,uh
tell,third
tell,son
tell,youngest
tell,living
tell,los
tell,angeles,
tell,living
tell,own,
tell,um,
tell,working
tell,menial
tell,job,
tell,kind
tell,finding
tell,himself,
tell,he's
tell,extremely
tell,kind
tell,sensitive
tell,caring
tell,loving,
tell,um,
tell,tends
tell,uh
tell,pretty
tell,hard
tell,um,
tell,lot
tell,opinion
tell,lot
tell,thing
kid,four
kid,kids,
kid,three
kid,boy
kid,one
kid,girl,
kid,,
kid,uh
kid,oldest
kid,son
kid,uh
kid,living
kid,mar
kid,vista
kid,he's
kid,menial
kid,job,
kid,um
kid,he's
kid,creative
kid,artistic
kid,really
kid,good
kid,heart,
kid,um
kid,uh
kid,third
kid,son
kid,second
kid,son
kid,uh
kid,son
kid,'cause
kid,he's
kid,third
kid,child,
kid,um
kid,life
kid,alabama
kid,daughter,
kid,also
kid,menial
kid,job,
kid,um,
kid,uh
kid,moved
kid,daughter
kid,he's
kid,together
kid,uh
kid,daughter's
kid,mother,
kid,um,
kid,he's
kid,funny
kid,really
kid,smart,
kid,um,
kid,*sigh*,
kid,wickedly
kid,clever,
kid,uh
kid,third
kid,son
kid,youngest
kid,living
kid,los
kid,angeles,
kid,living
kid,own,
kid,um,
kid,working
kid,menial
kid,job,
kid,kind
kid,finding
kid,himself,
kid,he's
kid,extremely
kid,kind
kid,sensitive
kid,caring
kid,loving,
kid,um,
kid,tends
kid,uh
kid,pretty
kid,hard
kid,um,
kid,lot
kid,opinion
kid,lot
kid,thing
four,find
four,easy
four,parent
kids,,find
kids,,easy
kids,,parent
three,find
three,easy
three,parent
boy,find
boy,easy
boy,parent
one,find
one,easy
one,parent
girl,,find
girl,,easy
girl,,parent
,,find
,,easy
,,parent
uh,find
uh,easy
uh,parent
oldest,find
oldest,easy
oldest,parent
son,find
son,easy
son,parent
uh,find
uh,easy
uh,parent
living,find
living,easy
living,parent
mar,find
mar,easy
mar,parent
vista,find
vista,easy
vista,parent
he's,find
he's,easy
he's,parent
menial,find
menial,easy
menial,parent
job,,find
job,,easy
job,,parent
um,find
um,easy
um,parent
he's,find
he's,easy
he's,parent
creative,find
creative,easy
creative,parent
artistic,find
artistic,easy
artistic,parent
really,find
really,easy
really,parent
good,find
good,easy
good,parent
heart,,find
heart,,easy
heart,,parent
um,find
um,easy
um,parent
uh,find
uh,easy
uh,parent
third,find
third,easy
third,parent
son,find
son,easy
son,parent
second,find
second,easy
second,parent
son,find
son,easy
son,parent
uh,find
uh,easy
uh,parent
son,find
son,easy
son,parent
'cause,find
'cause,easy
'cause,parent
he's,find
he's,easy
he's,parent
third,find
third,easy
third,parent
child,,find
child,,easy
child,,parent
um,find
um,easy
um,parent
life,find
life,easy
life,parent
alabama,find
alabama,easy
alabama,parent
daughter,,find
daughter,,easy
daughter,,parent
also,find
also,easy
also,parent
menial,find
menial,easy
menial,parent
job,,find
job,,easy
job,,parent
um,,find
um,,easy
um,,parent
uh,find
uh,easy
uh,parent
moved,find
moved,easy
moved,parent
daughter,find
daughter,easy
daughter,parent
he's,find
he's,easy
he's,parent
together,find
together,easy
together,parent
uh,find
uh,easy
uh,parent
daughter's,find
daughter's,easy
daughter's,parent
mother,,find
mother,,easy
mother,,parent
um,,find
um,,easy
um,,parent
he's,find
he's,easy
he's,parent
funny,find
funny,easy
funny,parent
really,find
really,easy
really,parent
smart,,find
smart,,easy
smart,,parent
um,,find
um,,easy
um,,parent
*sigh*,,find
*sigh*,,easy
*sigh*,,parent
wickedly,find
wickedly,easy
wickedly,parent
clever,,find
clever,,easy
clever,,parent
uh,find
uh,easy
uh,parent
third,find
third,easy
third,parent
son,find
son,easy
son,parent
youngest,find
youngest,easy
youngest,parent
living,find
living,easy
living,parent
los,find
los,easy
los,parent
angeles,,find
angeles,,easy
angeles,,parent
living,find
living,easy
living,parent
own,,find
own,,easy
own,,parent
um,,find
um,,easy
um,,parent
working,find
working,easy
working,parent
menial,find
menial,easy
menial,parent
job,,find
job,,easy
job,,parent
kind,find
kind,easy
kind,parent
finding,find
finding,easy
finding,parent
himself,,find
himself,,easy
himself,,parent
he's,find
he's,easy
he's,parent
extremely,find
extremely,easy
extremely,parent
kind,find
kind,easy
kind,parent
sensitive,find
sensitive,easy
sensitive,parent
caring,find
caring,easy
caring,parent
loving,,find
loving,,easy
loving,,parent
um,,find
um,,easy
um,,parent
tends,find
tends,easy
tends,parent
uh,find
uh,easy
uh,parent
pretty,find
pretty,easy
pretty,parent
hard,find
hard,easy
hard,parent
um,,find
um,,easy
um,,parent
lot,find
lot,easy
lot,parent
opinion,find
opinion,easy
opinion,parent
lot,find
lot,easy
lot,parent
thing,find
thing,easy
thing,parent
find,mm
find,love
find,parent
find,parent
find,easy
easy,mm
easy,love
easy,parent
easy,parent
easy,easy
parent,mm
parent,love
parent,parent
parent,parent
parent,easy
mm,what's
mm,best
mm,thing
mm,parent
love,what's
love,best
love,thing
love,parent
parent,what's
parent,best
parent,thing
parent,parent
parent,what's
parent,best
parent,thing
parent,parent
easy,what's
easy,best
easy,thing
easy,parent
what's,um,
what's,unconditional
what's,love
what's,feel
what's,child
best,um,
best,unconditional
best,love
best,feel
best,child
thing,um,
thing,unconditional
thing,love
thing,feel
thing,child
parent,um,
parent,unconditional
parent,love
parent,feel
parent,child
um,,what's
um,,hardest
um,,thing
um,,parent
unconditional,what's
unconditional,hardest
unconditional,thing
unconditional,parent
love,what's
love,hardest
love,thing
love,parent
feel,what's
feel,hardest
feel,thing
feel,parent
child,what's
child,hardest
child,thing
child,parent
what's,tolerating
what's,um,
what's,shortcoming
what's,suffering,
what's,feeling
what's,like,
what's,regret
what's,done
what's,better
what's,job
hardest,tolerating
hardest,um,
hardest,shortcoming
hardest,suffering,
hardest,feeling
hardest,like,
hardest,regret
hardest,done
hardest,better
hardest,job
thing,tolerating
thing,um,
thing,shortcoming
thing,suffering,
thing,feeling
thing,like,
thing,regret
thing,done
thing,better
thing,job
parent,tolerating
parent,um,
parent,shortcoming
parent,suffering,
parent,feeling
parent,like,
parent,regret
parent,done
parent,better
parent,job
tolerating,way
tolerating,different
tolerating,parent
tolerating,parent
um,,way
um,,different
um,,parent
um,,parent
shortcoming,way
shortcoming,different
shortcoming,parent
shortcoming,parent
suffering,,way
suffering,,different
suffering,,parent
suffering,,parent
feeling,way
feeling,different
feeling,parent
feeling,parent
like,,way
like,,different
like,,parent
like,,parent
regret,way
regret,different
regret,parent
regret,parent
done,way
done,different
done,parent
done,parent
better,way
better,different
better,parent
better,parent
job,way
job,different
job,parent
job,parent
way,um
way,think
way,tell
way,child
way,love
way,them,
way,i'm
way,proud
way,um,
way,much
way,open
way,communication
way,and,
way,uh
way,i'm
way,accepting
way,choices,
way,uh
way,make
way,even
way,though
way,might
way,agree
different,um
different,think
different,tell
different,child
different,love
different,them,
different,i'm
different,proud
different,um,
different,much
different,open
different,communication
different,and,
different,uh
different,i'm
different,accepting
different,choices,
different,uh
different,make
different,even
different,though
different,might
different,agree
parent,um
parent,think
parent,tell
parent,child
parent,love
parent,them,
parent,i'm
parent,proud
parent,um,
parent,much
parent,open
parent,communication
parent,and,
parent,uh
parent,i'm
parent,accepting
parent,choices,
parent,uh
parent,make
parent,even
parent,though
parent,might
parent,agree
parent,um
parent,think
parent,tell
parent,child
parent,love
parent,them,
parent,i'm
parent,proud
parent,um,
parent,much
parent,open
parent,communication
parent,and,
parent,uh
parent,i'm
parent,accepting
parent,choices,
parent,uh
parent,make
parent,even
parent,though
parent,might
parent,agree
um,close
um,family
think,close
think,family
tell,close
tell,family
child,close
child,family
love,close
love,family
them,,close
them,,family
i'm,close
i'm,family
proud,close
proud,family
um,,close
um,,family
much,close
much,family
open,close
open,family
communication,close
communication,family
and,,close
and,,family
uh,close
uh,family
i'm,close
i'm,family
accepting,close
accepting,family
choices,,close
choices,,family
uh,close
uh,family
make,close
make,family
even,close
even,family
though,close
though,family
might,close
might,family
agree,close
agree,family
close,i'm,
close,uh,
close,close
close,sisters,
close,um
close,i'm
close,pretty
close,distant
close,mother,
close,um
close,close
close,younger
close,father
close,passed
close,away
close,twenty
close,five
family,i'm,
family,uh,
family,close
family,sisters,
family,um
family,i'm
family,pretty
family,distant
family,mother,
family,um
family,close
family,younger
family,father
family,passed
family,away
family,twenty
family,five
i'm,,who's
i'm,,someone
i'm,,that's
i'm,,positive
i'm,,influence
i'm,,life
uh,,who's
uh,,someone
uh,,that's
uh,,positive
uh,,influence
uh,,life
close,who's
close,someone
close,that's
close,positive
close,influence
close,life
sisters,,who's
sisters,,someone
sisters,,that's
sisters,,positive
sisters,,influence
sisters,,life
um,who's
um,someone
um,that's
um,positive
um,influence
um,life
i'm,who's
i'm,someone
i'm,that's
i'm,positive
i'm,influence
i'm,life
pretty,who's
pretty,someone
pretty,that's
pretty,positive
pretty,influence
pretty,life
distant,who's
distant,someone
distant,that's
distant,positive
distant,influence
distant,life
mother,,who's
mother,,someone
mother,,that's
mother,,positive
mother,,influence
mother,,life
um,who's
um,someone
um,that's
um,positive
um,influence
um,life
close,who's
close,someone
close,that's
close,positive
close,influence
close,life
younger,who's
younger,someone
younger,that's
younger,positive
younger,influence
younger,life
father,who's
father,someone
father,that's
father,positive
father,influence
father,life
passed,who's
passed,someone
passed,that's
passed,positive
passed,influence
passed,life
away,who's
away,someone
away,that's
away,positive
away,influence
away,life
twenty,who's
twenty,someone
twenty,that's
twenty,positive
twenty,influence
twenty,life
five,who's
five,someone
five,that's
five,positive
five,influence
five,life
who's,college
who's,professor
someone,college
someone,professor
that's,college
that's,professor
positive,college
positive,professor
influence,college
influence,professor
life,college
life,professor
college,tell
professor,tell
tell,um
tell,think
tell,uh,
tell,uh
tell,helped
tell,perceive
tell,different
tell,perspective
tell,on,
tell,uh
tell,human
tell,beings,
tell,um
tell,made
tell,altruistic
tell,um,
tell,open
tell,le
tell,judgment
tell,judgmental
um,what's
um,something
um,feel
um,guilty
think,what's
think,something
think,feel
think,guilty
uh,,what's
uh,,something
uh,,feel
uh,,guilty
uh,what's
uh,something
uh,feel
uh,guilty
helped,what's
helped,something
helped,feel
helped,guilty
perceive,what's
perceive,something
perceive,feel
perceive,guilty
different,what's
different,something
different,feel
different,guilty
perspective,what's
perspective,something
perspective,feel
perspective,guilty
on,,what's
on,,something
on,,feel
on,,guilty
uh,what's
uh,something
uh,feel
uh,guilty
human,what's
human,something
human,feel
human,guilty
beings,,what's
beings,,something
beings,,feel
beings,,guilty
um,what's
um,something
um,feel
um,guilty
made,what's
made,something
made,feel
made,guilty
altruistic,what's
altruistic,something
altruistic,feel
altruistic,guilty
um,,what's
um,,something
um,,feel
um,,guilty
open,what's
open,something
open,feel
open,guilty
le,what's
le,something
le,feel
le,guilty
judgment,what's
judgment,something
judgment,feel
judgment,guilty
judgmental,what's
judgmental,something
judgmental,feel
judgmental,guilty
what's,poor,
what's,unsuccessful
something,poor,
something,unsuccessful
feel,poor,
feel,unsuccessful
guilty,poor,
guilty,unsuccessful
poor,,tell
poor,,situation
poor,,wish
poor,,handled
poor,,differently
unsuccessful,tell
unsuccessful,situation
unsuccessful,wish
unsuccessful,handled
unsuccessful,differently
tell,,
tell,mm
tell,think
tell,could've
tell,made
tell,um,
tell,better
tell,choices,
tell,eh,
tell,regarding
tell,the,
tell,father
tell,children,
tell,stepfather
situation,,
situation,mm
situation,think
situation,could've
situation,made
situation,um,
situation,better
situation,choices,
situation,eh,
situation,regarding
situation,the,
situation,father
situation,children,
situation,stepfather
wish,,
wish,mm
wish,think
wish,could've
wish,made
wish,um,
wish,better
wish,choices,
wish,eh,
wish,regarding
wish,the,
wish,father
wish,children,
wish,stepfather
handled,,
handled,mm
handled,think
handled,could've
handled,made
handled,um,
handled,better
handled,choices,
handled,eh,
handled,regarding
handled,the,
handled,father
handled,children,
handled,stepfather
differently,,
differently,mm
differently,think
differently,could've
differently,made
differently,um,
differently,better
differently,choices,
differently,eh,
differently,regarding
differently,the,
differently,father
differently,children,
differently,stepfather
,,tell
,,hardest
,,decision
,,ever
,,make
mm,tell
mm,hardest
mm,decision
mm,ever
mm,make
think,tell
think,hardest
think,decision
think,ever
think,make
could've,tell
could've,hardest
could've,decision
could've,ever
could've,make
made,tell
made,hardest
made,decision
made,ever
made,make
um,,tell
um,,hardest
um,,decision
um,,ever
um,,make
better,tell
