today,okay
um,easy
um,get
um,used
um,living
um,la
always,easy
always,get
always,used
always,living
always,la
fast,easy
fast,get
fast,used
fast,living
fast,la
pace,easy
pace,get
pace,used
pace,living
pace,la
easy,well
easy,moved
easy,twenty
easy,five
easy,lot
easy,fun
easy,young
easy,city
easy,lot
easy,fun,
easy,got
easy,real
easy,estate
easy,really
easy,well
easy,market
easy,crashed
easy,i'm
easy,old
easy,i'm
easy,making
easy,money
easy,time
easy,tough
get,well
get,moved
get,twenty
get,five
get,lot
get,fun
get,young
get,city
get,lot
get,fun,
get,got
get,real
get,estate
get,really
get,well
get,market
get,crashed
get,i'm
get,old
get,i'm
get,making
get,money
get,time
get,tough
used,well
used,moved
used,twenty
used,five
used,lot
used,fun
used,young
used,city
used,lot
used,fun,
used,got
used,real
used,estate
used,really
used,well
used,market
used,crashed
used,i'm
used,old
used,i'm
used,making
used,money
used,time
used,tough
living,well
living,moved
living,twenty
living,five
living,lot
living,fun
living,young
living,city
living,lot
living,fun,
living,got
living,real
living,estate
living,really
living,well
living,market
living,crashed
living,i'm
living,old
living,i'm
living,making
living,money
living,time
living,tough
la,well
la,moved
la,twenty
la,five
la,lot
la,fun
la,young
la,city
la,lot
la,fun,
la,got
la,real
la,estate
la,really
la,well
la,market
la,crashed
la,i'm
la,old
la,i'm
la,making
la,money
la,time
la,tough
well,consider
well,introvert
moved,consider
moved,introvert
twenty,consider
twenty,introvert
five,consider
five,introvert
lot,consider
lot,introvert
fun,consider
fun,introvert
young,consider
young,introvert
city,consider
city,introvert
lot,consider
lot,introvert
fun,,consider
fun,,introvert
got,consider
got,introvert
real,consider
real,introvert
estate,consider
estate,introvert
really,consider
really,introvert
well,consider
well,introvert
market,consider
market,introvert
crashed,consider
crashed,introvert
i'm,consider
i'm,introvert
old,consider
old,introvert
i'm,consider
i'm,introvert
making,consider
making,introvert
money,consider
money,introvert
time,consider
time,introvert
tough,consider
tough,introvert
consider,i'm
consider,much
consider,much
consider,extrovert
introvert,i'm
introvert,much
introvert,much
introvert,extrovert
i'm,thing
i'm,make
i'm,really
i'm,mad
much,thing
much,make
much,really
much,mad
much,thing
much,make
much,really
much,mad
extrovert,thing
extrovert,make
extrovert,really
extrovert,mad
thing,um,
thing,get
thing,want
thing,*laughter*
thing,um,
thing,rude
thing,people,
thing,um,
thing,inconsiderate
thing,people
make,um,
make,get
make,want
make,*laughter*
make,um,
make,rude
make,people,
make,um,
make,inconsiderate
make,people
really,um,
really,get
really,want
really,*laughter*
really,um,
really,rude
really,people,
really,um,
really,inconsiderate
really,people
mad,um,
mad,get
mad,want
mad,*laughter*
mad,um,
mad,rude
mad,people,
mad,um,
mad,inconsiderate
mad,people
um,,controlling
um,,temper
get,controlling
get,temper
want,controlling
want,temper
*laughter*,controlling
*laughter*,temper
um,,controlling
um,,temper
rude,controlling
rude,temper
people,,controlling
people,,temper
um,,controlling
um,,temper
inconsiderate,controlling
inconsiderate,temper
people,controlling
people,temper
controlling,i'm
controlling,pretty
controlling,good
controlling,um
controlling,controlling
controlling,temper
controlling,i'm
controlling,uh
controlling,like
controlling,drink
controlling,alcohol
controlling,it'll
controlling,make
controlling,temper
controlling,go
controlling,worse
controlling,uh
controlling,drink
controlling,i'm
controlling,pretty
controlling,good
controlling,controlling
controlling,temper
temper,i'm
temper,pretty
temper,good
temper,um
temper,controlling
temper,temper
temper,i'm
temper,uh
temper,like
temper,drink
temper,alcohol
temper,it'll
temper,make
temper,temper
temper,go
temper,worse
temper,uh
temper,drink
temper,i'm
temper,pretty
temper,good
temper,controlling
temper,temper
i'm,last
i'm,time
i'm,argued
i'm,someone
pretty,last
pretty,time
pretty,argued
pretty,someone
good,last
good,time
good,argued
good,someone
um,last
um,time
um,argued
um,someone
controlling,last
controlling,time
controlling,argued
controlling,someone
temper,last
temper,time
temper,argued
temper,someone
i'm,last
i'm,time
i'm,argued
i'm,someone
uh,last
uh,time
uh,argued
uh,someone
like,last
like,time
like,argued
like,someone
drink,last
drink,time
drink,argued
drink,someone
alcohol,last
alcohol,time
alcohol,argued
alcohol,someone
it'll,last
it'll,time
it'll,argued
it'll,someone
make,last
make,time
make,argued
make,someone
temper,last
temper,time
temper,argued
temper,someone
go,last
go,time
go,argued
go,someone
worse,last
worse,time
worse,argued
worse,someone
uh,last
uh,time
uh,argued
uh,someone
drink,last
drink,time
drink,argued
drink,someone
i'm,last
i'm,time
i'm,argued
i'm,someone
pretty,last
pretty,time
pretty,argued
pretty,someone
good,last
good,time
good,argued
good,someone
controlling,last
controlling,time
controlling,argued
controlling,someone
temper,last
temper,time
temper,argued
temper,someone
last,uh
last,last
last,time
last,argued
last,somebody
last,was,
last,somebody
last,owed
last,money
time,uh
time,last
time,time
time,argued
time,somebody
time,was,
time,somebody
time,owed
time,money
argued,uh
argued,last
argued,time
argued,argued
argued,somebody
argued,was,
argued,somebody
argued,owed
argued,money
someone,uh
someone,last
someone,time
someone,argued
someone,somebody
someone,was,
someone,somebody
someone,owed
someone,money
uh,live
last,live
time,live
argued,live
somebody,live
was,,live
somebody,live
owed,live
money,live
live,uh
live,live
live,uh
live,west
live,hollywood
uh,roommate
live,roommate
uh,roommate
west,roommate
hollywood,roommate
roommate,live
roommate,alone
roommate,dog
live,like
live,living
live,situation
alone,like
alone,living
alone,situation
dog,like
dog,living
dog,situation
like,good
like,mean
like,like
like,neighbor
like,hate
like,neighbor
like,one
like,upstairs
like,moved
like,that's
like,good
like,news
like,hopefully
like,one
like,move
like,noisy
like,one
like,can't
like,stand
like,argue
living,good
living,mean
living,like
living,neighbor
living,hate
living,neighbor
living,one
living,upstairs
living,moved
living,that's
living,good
living,news
living,hopefully
living,one
living,move
living,noisy
living,one
living,can't
living,stand
living,argue
situation,good
situation,mean
situation,like
situation,neighbor
situation,hate
situation,neighbor
situation,one
situation,upstairs
situation,moved
situation,that's
situation,good
situation,news
situation,hopefully
situation,one
situation,move
situation,noisy
situation,one
situation,can't
situation,stand
situation,argue
huh,,sound
huh,,really
huh,,hard
'cause,sound
'cause,really
'cause,hard
hardwood,sound
hardwood,really
hardwood,hard
floor,sound
floor,really
floor,hard
say,sound
say,really
say,hard
that,,sound
that,,really
that,,hard
eh,sound
eh,really
eh,hard
i've,sound
i've,really
i've,hard
ten,sound
ten,really
ten,hard
year,sound
year,really
year,hard
still,sound
still,really
still,hard
argue,sound
argue,really
argue,hard
noise,sound
noise,really
noise,hard
walking,sound
walking,really
walking,hard
hardwood,sound
hardwood,really
hardwood,hard
floor,sound
floor,really
floor,hard
sound,yeah
really,yeah
hard,yeah
yeah,who's
yeah,someone
yeah,that's
yeah,positive
yeah,influence
yeah,life
who's,question
someone,question
that's,question
positive,question
influence,question
life,question
question,who's
question,someone
question,that's
question,positive
question,influence
question,life
who's,mother
who's,positive
who's,influence
who's,always
who's,kept
who's,track,
who's,lived
who's,last
who's,ten
who's,year
who's,recently
who's,moved
who's,rhode
who's,island
who's,live
who's,brother
someone,mother
someone,positive
someone,influence
someone,always
someone,kept
someone,track,
someone,lived
someone,last
someone,ten
someone,year
someone,recently
someone,moved
someone,rhode
someone,island
someone,live
someone,brother
that's,mother
that's,positive
that's,influence
that's,always
that's,kept
that's,track,
that's,lived
that's,last
that's,ten
that's,year
that's,recently
that's,moved
that's,rhode
that's,island
that's,live
that's,brother
positive,mother
positive,positive
positive,influence
positive,always
positive,kept
positive,track,
positive,lived
positive,last
positive,ten
positive,year
positive,recently
positive,moved
positive,rhode
positive,island
positive,live
positive,brother
influence,mother
influence,positive
influence,influence
influence,always
influence,kept
influence,track,
influence,lived
influence,last
influence,ten
influence,year
influence,recently
influence,moved
influence,rhode
influence,island
influence,live
influence,brother
life,mother
life,positive
life,influence
life,always
life,kept
life,track,
life,lived
life,last
life,ten
life,year
life,recently
life,moved
life,rhode
life,island
life,live
life,brother
mother,close
mother,family
positive,close
positive,family
influence,close
influence,family
always,close
always,family
kept,close
kept,family
track,,close
track,,family
lived,close
lived,family
last,close
last,family
ten,close
ten,family
year,close
year,family
recently,close
recently,family
moved,close
moved,family
rhode,close
rhode,family
island,close
island,family
live,close
live,family
brother,close
brother,family
close,close
close,mother
close,um
close,close
close,brother
close,mm
close,we're
close,close
close,we're
close,like
close,close
close,close
family,close
family,mother
family,um
family,close
family,brother
family,mm
family,we're
family,close
family,we're
family,like
family,close
family,close
close,uh
close,huh
mother,uh
mother,huh
um,uh
um,huh
close,uh
close,huh
brother,uh
brother,huh
mm,uh
mm,huh
we're,uh
we're,huh
close,uh
close,huh
we're,uh
we're,huh
like,uh
like,huh
close,uh
close,huh
close,uh
close,huh
uh,um,
uh,mean
uh,love
uh,really
uh,understand
uh,time
huh,um,
huh,mean
huh,love
huh,really
huh,understand
huh,time
um,,would
um,,best
um,,friend
um,,describe
mean,would
mean,best
mean,friend
mean,describe
love,would
love,best
love,friend
love,describe
really,would
really,best
really,friend
really,describe
understand,would
understand,best
understand,friend
understand,describe
time,would
time,best
time,friend
time,describe
would,outgoing
would,um,
would,life
would,party,
would,ambitious
would,um,
would,sometimes
would,cut-throat
best,outgoing
best,um,
best,life
best,party,
best,ambitious
best,um,
best,sometimes
best,cut-throat
friend,outgoing
friend,um,
friend,life
friend,party,
friend,ambitious
friend,um,
friend,sometimes
friend,cut-throat
describe,outgoing
describe,um,
describe,life
describe,party,
describe,ambitious
describe,um,
describe,sometimes
describe,cut-throat
outgoing,proud
outgoing,life
um,,proud
um,,life
life,proud
life,life
party,,proud
party,,life
ambitious,proud
ambitious,life
um,,proud
um,,life
sometimes,proud
sometimes,life
cut-throat,proud
cut-throat,life
proud,um
proud,proud
proud,of,
proud,always
proud,able
proud,get
proud,thing
proud,need
proud,get
proud,get
proud,wanna
life,um
life,proud
life,of,
life,always
life,able
life,get
life,thing
life,need
life,get
life,get
life,wanna
um,would
um,say
um,best
um,quality
proud,would
proud,say
proud,best
proud,quality
of,,would
of,,say
of,,best
of,,quality
always,would
always,say
always,best
always,quality
able,would
able,say
able,best
able,quality
get,would
get,say
get,best
get,quality
thing,would
thing,say
thing,best
thing,quality
need,would
need,say
need,best
need,quality
get,would
get,say
get,best
get,quality
get,would
get,say
get,best
get,quality
wanna,would
wanna,say
wanna,best
wanna,quality
would,i'm
would,generous
would,i'm
would,loyal,
would,uh
would,i'm
would,friendly,
would,i'm
would,accommodating,
would,um,
would,that's
say,i'm
say,generous
say,i'm
say,loyal,
say,uh
say,i'm
say,friendly,
say,i'm
say,accommodating,
say,um,
say,that's
best,i'm
best,generous
best,i'm
best,loyal,
best,uh
best,i'm
best,friendly,
best,i'm
best,accommodating,
best,um,
best,that's
quality,i'm
quality,generous
quality,i'm
quality,loyal,
quality,uh
quality,i'm
quality,friendly,
quality,i'm
quality,accommodating,
quality,um,
quality,that's
i'm,ever
i'm,served
i'm,military
generous,ever
generous,served
generous,military
i'm,ever
i'm,served
i'm,military
loyal,,ever
loyal,,served
loyal,,military
uh,ever
uh,served
uh,military
i'm,ever
i'm,served
i'm,military
friendly,,ever
friendly,,served
friendly,,military
i'm,ever
i'm,served
i'm,military
accommodating,,ever
accommodating,,served
accommodating,,military
um,,ever
um,,served
um,,military
that's,ever
that's,served
that's,military
ever,yes
diagnosed,yes
ptsd,yes
yes,long
yes,ago
yes,diagnosed
long,uh
long,four
long,year
long,ago
ago,uh
ago,four
ago,year
ago,ago
diagnosed,uh
diagnosed,four
diagnosed,year
diagnosed,ago
uh,got
uh,seek
uh,help
four,got
four,seek
four,help
year,got
year,seek
year,help
ago,got
ago,seek
ago,help
got,um
got,well
got,beaten
got,uh
got,identity
got,theft,
got,uh
got,know
got,afraid
got,go
got,needed
got,get
got,spending
got,one
got,year
got,home
got,without
got,leaving,
got,um
got,depressed
got,time
got,said
got,get
got,start
got,talking
got,people
seek,um
seek,well
seek,beaten
seek,uh
seek,identity
seek,theft,
seek,uh
seek,know
seek,afraid
seek,go
seek,needed
seek,get
seek,spending
seek,one
seek,year
seek,home
seek,without
seek,leaving,
seek,um
seek,depressed
seek,time
seek,said
seek,get
seek,start
seek,talking
seek,people
help,um
help,well
help,beaten
help,uh
help,identity
help,theft,
help,uh
help,know
help,afraid
help,go
help,needed
help,get
help,spending
help,one
help,year
help,home
help,without
help,leaving,
help,um
help,depressed
help,time
help,said
help,get
help,start
help,talking
help,people
um,yeah
um,i'm
um,sorry
um,hear
well,yeah
well,i'm
well,sorry
well,hear
beaten,yeah
beaten,i'm
beaten,sorry
beaten,hear
uh,yeah
uh,i'm
uh,sorry
uh,hear
identity,yeah
identity,i'm
identity,sorry
identity,hear
theft,,yeah
theft,,i'm
theft,,sorry
theft,,hear
uh,yeah
uh,i'm
uh,sorry
uh,hear
know,yeah
know,i'm
know,sorry
know,hear
afraid,yeah
afraid,i'm
afraid,sorry
afraid,hear
go,yeah
go,i'm
go,sorry
go,hear
needed,yeah
needed,i'm
needed,sorry
needed,hear
get,yeah
get,i'm
get,sorry
get,hear
spending,yeah
spending,i'm
spending,sorry
spending,hear
one,yeah
one,i'm
one,sorry
one,hear
year,yeah
year,i'm
year,sorry
year,hear
home,yeah
home,i'm
home,sorry
home,hear
without,yeah
without,i'm
without,sorry
without,hear
leaving,,yeah
leaving,,i'm
leaving,,sorry
leaving,,hear
um,yeah
um,i'm
um,sorry
um,hear
depressed,yeah
depressed,i'm
depressed,sorry
depressed,hear
time,yeah
time,i'm
time,sorry
time,hear
said,yeah
said,i'm
said,sorry
said,hear
get,yeah
get,i'm
get,sorry
get,hear
start,yeah
start,i'm
start,sorry
start,hear
talking,yeah
talking,i'm
talking,sorry
talking,hear
people,yeah
people,i'm
people,sorry
people,hear
yeah,thank
i'm,thank
sorry,thank
hear,thank
thank,feeling
thank,lately
feeling,um
feeling,okay
feeling,i'm
feeling,panicky
feeling,job
feeling,situation,
feeling,um
feeling,know
feeling,'cause
feeling,bill
feeling,pretty
feeling,high
feeling,really
feeling,steady
feeling,income
feeling,right
lately,um
lately,okay
lately,i'm
lately,panicky
lately,job
lately,situation,
lately,um
lately,know
lately,'cause
lately,bill
lately,pretty
lately,high
lately,really
lately,steady
lately,income
lately,right
um,uh
um,huh
okay,uh
okay,huh
i'm,uh
i'm,huh
panicky,uh
panicky,huh
job,uh
job,huh
situation,,uh
situation,,huh
um,uh
um,huh
know,uh
know,huh
'cause,uh
'cause,huh
bill,uh
bill,huh
pretty,uh
pretty,huh
high,uh
high,huh
really,uh
really,huh
steady,uh
steady,huh
income,uh
income,huh
right,uh
right,huh
uh,uh
uh,that's
uh,what's
uh,worrying
uh,uh
uh,financial
uh,situation
huh,uh
huh,that's
huh,what's
huh,worrying
huh,uh
huh,financial
huh,situation
uh,sound
uh,really
uh,hard
that's,sound
that's,really
that's,hard
what's,sound
what's,really
what's,hard
worrying,sound
worrying,really
worrying,hard
uh,sound
uh,really
uh,hard
financial,sound
financial,really
financial,hard
situation,sound
situation,really
situation,hard
sound,yeah
really,yeah
hard,yeah
yeah,noticed
yeah,change
yeah,behavior
yeah,thought
yeah,lately
noticed,um,
noticed,yeah
noticed,mean,
noticed,well
noticed,basically
noticed,like
noticed,um
noticed,recently
noticed,quit
noticed,drinking
noticed,together
noticed,drink
noticed,anymore
noticed,i'm
noticed,noticing
change,um,
change,yeah
change,mean,
change,well
change,basically
change,like
change,um
change,recently
change,quit
change,drinking
change,together
change,drink
change,anymore
change,i'm
change,noticing
behavior,um,
behavior,yeah
behavior,mean,
behavior,well
behavior,basically
behavior,like
behavior,um
behavior,recently
behavior,quit
behavior,drinking
behavior,together
behavior,drink
behavior,anymore
behavior,i'm
behavior,noticing
thought,um,
thought,yeah
thought,mean,
thought,well
thought,basically
thought,like
thought,um
thought,recently
thought,quit
thought,drinking
thought,together
thought,drink
thought,anymore
thought,i'm
thought,noticing
lately,um,
lately,yeah
lately,mean,
lately,well
lately,basically
lately,like
lately,um
lately,recently
lately,quit
lately,drinking
lately,together
lately,drink
lately,anymore
lately,i'm
lately,noticing
um,,that's
um,,great
yeah,that's
yeah,great
mean,,that's
mean,,great
well,that's
well,great
basically,that's
basically,great
like,that's
like,great
um,that's
um,great
recently,that's
recently,great
quit,that's
quit,great
drinking,that's
drinking,great
together,that's
together,great
drink,that's
drink,great
anymore,that's
anymore,great
i'm,that's
i'm,great
noticing,that's
noticing,great
that's,yeah
that's,mean
that's,good
that's,'cause
that's,number
that's,one
that's,money
that's,number
that's,two
that's,like
that's,way
that's,act
that's,drink
great,yeah
great,mean
great,good
great,'cause
great,number
great,one
great,money
great,number
great,two
great,like
great,way
great,act
great,drink
yeah,mhm
mean,mhm
good,mhm
'cause,mhm
number,mhm
one,mhm
money,mhm
number,mhm
two,mhm
like,mhm
way,mhm
act,mhm
drink,mhm
mhm,um
mhm,that's
mhm,positive
mhm,thing
mhm,well
mhm,drinking
mhm,helped
mhm,forget
mhm,numb
mhm,myself,
mhm,feel
mhm,feeling
mhm,pretty
mhm,good
mhm,'cause
mhm,talk
mhm,way
mhm,guess
mhm,i'm
mhm,evolving
um,diagnosed
um,depression
that's,diagnosed
that's,depression
positive,diagnosed
positive,depression
thing,diagnosed
thing,depression
well,diagnosed
well,depression
drinking,diagnosed
drinking,depression
helped,diagnosed
helped,depression
forget,diagnosed
forget,depression
numb,diagnosed
numb,depression
myself,,diagnosed
myself,,depression
feel,diagnosed
feel,depression
feeling,diagnosed
feeling,depression
pretty,diagnosed
pretty,depression
good,diagnosed
good,depression
'cause,diagnosed
'cause,depression
talk,diagnosed
talk,depression
way,diagnosed
way,depression
guess,diagnosed
guess,depression
i'm,diagnosed
i'm,depression
evolving,diagnosed
evolving,depression
diagnosed,uh
diagnosed,yeah
diagnosed,long
diagnosed,time
diagnosed,ago
diagnosed,um
diagnosed,know
diagnosed,i've
diagnosed,taken
diagnosed,many
diagnosed,medication
diagnosed,um,
diagnosed,really
diagnosed,'em
diagnosed,would
diagnosed,numb
diagnosed,would,
diagnosed,make
diagnosed,feel
diagnosed,hyper
diagnosed,i've
diagnosed,recently
diagnosed,decided
diagnosed,last
diagnosed,six
diagnosed,month
diagnosed,three
diagnosed,six
diagnosed,month
diagnosed,take
diagnosed,anything
diagnosed,take
diagnosed,anything
diagnosed,barely
diagnosed,even
diagnosed,take
diagnosed,aspirin,
diagnosed,get
diagnosed,body
diagnosed,get
diagnosed,body
diagnosed,normal
diagnosed,state
depression,uh
depression,yeah
depression,long
depression,time
depression,ago
depression,um
depression,know
depression,i've
depression,taken
depression,many
depression,medication
depression,um,
depression,really
depression,'em
depression,would
depression,numb
depression,would,
depression,make
depression,feel
depression,hyper
depression,i've
depression,recently
depression,decided
depression,last
depression,six
depression,month
depression,three
depression,six
depression,month
depression,take
depression,anything
depression,take
depression,anything
depression,barely
depression,even
depression,take
depression,aspirin,
depression,get
depression,body
depression,get
depression,body
depression,normal
depression,state
uh,think
uh,problem
uh,found
yeah,think
yeah,problem
yeah,found
long,think
long,problem
long,found
time,think
time,problem
time,found
ago,think
ago,problem
ago,found
um,think
um,problem
um,found
know,think
know,problem
know,found
i've,think
i've,problem
i've,found
taken,think
taken,problem
taken,found
many,think
many,problem
many,found
medication,think
medication,problem
medication,found
um,,think
um,,problem
um,,found
really,think
really,problem
really,found
'em,think
'em,problem
'em,found
would,think
would,problem
would,found
numb,think
numb,problem
numb,found
would,,think
would,,problem
would,,found
make,think
make,problem
make,found
feel,think
feel,problem
feel,found
hyper,think
hyper,problem
hyper,found
i've,think
i've,problem
i've,found
recently,think
recently,problem
recently,found
decided,think
decided,problem
decided,found
last,think
last,problem
last,found
six,think
six,problem
six,found
month,think
month,problem
month,found
three,think
three,problem
three,found
six,think
six,problem
six,found
month,think
month,problem
month,found
take,think
take,problem
take,found
anything,think
anything,problem
anything,found
take,think
take,problem
take,found
anything,think
anything,problem
anything,found
barely,think
barely,problem
barely,found
even,think
even,problem
even,found
take,think
take,problem
take,found
aspirin,,think
aspirin,,problem
aspirin,,found
get,think
get,problem
get,found
body,think
body,problem
body,found
get,think
get,problem
get,found
body,think
body,problem
body,found
normal,think
normal,problem
normal,found
state,think
state,problem
state,found
think,um
think,really
problem,um
problem,really
found,um
found,really
um,symptom
really,symptom
symptom,always
symptom,worrying
symptom,lot
symptom,worrying
symptom,always
symptom,worrying
symptom,worrying
symptom,worrying
symptom,everything
symptom,oh
symptom,happens
symptom,get
symptom,car
symptom,accident
symptom,happens
symptom,can't
symptom,pay
symptom,mortgage
symptom,happens
symptom,i,
symptom,eh
symptom,eh
symptom,many
symptom,thing
symptom,worry
symptom,that's
symptom,making
symptom,depressed
always,feel
always,like
always,therapy's
always,useful
worrying,feel
worrying,like
worrying,therapy's
worrying,useful
lot,feel
lot,like
lot,therapy's
lot,useful
worrying,feel
worrying,like
worrying,therapy's
worrying,useful
always,feel
always,like
always,therapy's
always,useful
worrying,feel
worrying,like
worrying,therapy's
worrying,useful
worrying,feel
worrying,like
worrying,therapy's
worrying,useful
worrying,feel
worrying,like
worrying,therapy's
worrying,useful
everything,feel
everything,like
everything,therapy's
everything,useful
oh,feel
oh,like
oh,therapy's
oh,useful
happens,feel
happens,like
happens,therapy's
happens,useful
get,feel
get,like
get,therapy's
get,useful
car,feel
car,like
car,therapy's
car,useful
accident,feel
accident,like
accident,therapy's
accident,useful
happens,feel
happens,like
happens,therapy's
happens,useful
can't,feel
can't,like
can't,therapy's
can't,useful
pay,feel
pay,like
pay,therapy's
pay,useful
mortgage,feel
mortgage,like
mortgage,therapy's
mortgage,useful
happens,feel
happens,like
happens,therapy's
happens,useful
i,,feel
i,,like
i,,therapy's
i,,useful
eh,feel
eh,like
eh,therapy's
eh,useful
eh,feel
eh,like
eh,therapy's
eh,useful
many,feel
many,like
many,therapy's
many,useful
thing,feel
thing,like
thing,therapy's
thing,useful
worry,feel
worry,like
worry,therapy's
worry,useful
that's,feel
that's,like
that's,therapy's
that's,useful
making,feel
making,like
making,therapy's
making,useful
depressed,feel
depressed,like
depressed,therapy's
depressed,useful
feel,do,
feel,point
feel,i've
feel,had,
feel,good
feel,therapist
feel,i've
feel,bad
feel,therapists,
feel,um
feel,tend
feel,like
feel,one
feel,talk
feel,back
feel,me,
feel,kinda
feel,give
feel,guidance
feel,opposed
feel,one
feel,listen
like,do,
like,point
like,i've
like,had,
like,good
like,therapist
like,i've
like,bad
like,therapists,
like,um
like,tend
like,like
like,one
like,talk
like,back
like,me,
like,kinda
like,give
like,guidance
like,opposed
like,one
like,listen
therapy's,do,
therapy's,point
therapy's,i've
therapy's,had,
therapy's,good
therapy's,therapist
therapy's,i've
therapy's,bad
therapy's,therapists,
therapy's,um
therapy's,tend
therapy's,like
therapy's,one
therapy's,talk
therapy's,back
therapy's,me,
therapy's,kinda
therapy's,give
therapy's,guidance
therapy's,opposed
therapy's,one
therapy's,listen
useful,do,
useful,point
useful,i've
useful,had,
useful,good
useful,therapist
useful,i've
useful,bad
useful,therapists,
useful,um
useful,tend
useful,like
useful,one
useful,talk
useful,back
useful,me,
useful,kinda
useful,give
useful,guidance
useful,opposed
useful,one
useful,listen
do,,mhm
point,mhm
i've,mhm
had,,mhm
good,mhm
therapist,mhm
i've,mhm
bad,mhm
therapists,,mhm
um,mhm
tend,mhm
like,mhm
one,mhm
talk,mhm
back,mhm
me,,mhm
kinda,mhm
give,mhm
guidance,mhm
opposed,mhm
one,mhm
listen,mhm
mhm,say
mhm,okay
mhm,time's
mhm,prescribe
mhm,medication
mhm,think
mhm,i'd
mhm,better
mhm,psychiatrist
mhm,psychologist
mhm,opposed
mhm,psychiatrist
say,sort
say,change
say,noticed
say,since
say,going
say,therapy
okay,sort
okay,change
okay,noticed
okay,since
okay,going
okay,therapy
time's,sort
time's,change
time's,noticed
time's,since
time's,going
time's,therapy
prescribe,sort
prescribe,change
prescribe,noticed
prescribe,since
prescribe,going
prescribe,therapy
medication,sort
medication,change
medication,noticed
medication,since
medication,going
medication,therapy
think,sort
think,change
think,noticed
think,since
think,going
think,therapy
i'd,sort
i'd,change
i'd,noticed
i'd,since
i'd,going
i'd,therapy
better,sort
better,change
