today,good
parent,think
parent,child
parent,made
parent,me,
parent,um
parent,much
parent,better
parent,person
parent,every
parent,day
uh,what's
uh,one
uh,memorable
uh,experience
unconditional,what's
unconditional,one
unconditional,memorable
unconditional,experience
love,what's
love,one
love,memorable
love,experience
boy,what's
boy,one
boy,memorable
boy,experience
the,,what's
the,,one
the,,memorable
the,,experience
everything,what's
everything,one
everything,memorable
everything,experience
parent,what's
parent,one
parent,memorable
parent,experience
made,what's
made,one
made,memorable
made,experience
better,what's
better,one
better,memorable
better,experience
person,what's
person,one
person,memorable
person,experience
made,what's
made,one
made,memorable
made,experience
better,what's
better,one
better,memorable
better,experience
everything,what's
everything,one
everything,memorable
everything,experience
better,what's
better,one
better,memorable
better,experience
employee,what's
employee,one
employee,memorable
employee,experience
um,what's
um,one
um,memorable
um,experience
i've,,what's
i've,,one
i've,,memorable
i've,,experience
think,what's
think,one
think,memorable
think,experience
child,what's
child,one
child,memorable
child,experience
made,what's
made,one
made,memorable
made,experience
me,,what's
me,,one
me,,memorable
me,,experience
um,what's
um,one
um,memorable
um,experience
much,what's
much,one
much,memorable
much,experience
better,what's
better,one
better,memorable
better,experience
person,what's
person,one
person,memorable
person,experience
every,what's
every,one
every,memorable
every,experience
day,what's
day,one
day,memorable
day,experience
what's,probably
what's,lot
what's,i've
what's,full
what's,life,
what's,would
what's,really
what's,hard
what's,say
what's,narrow
what's,i've
what's,many
one,probably
one,lot
one,i've
one,full
one,life,
one,would
one,really
one,hard
one,say
one,narrow
one,i've
one,many
memorable,probably
memorable,lot
memorable,i've
memorable,full
memorable,life,
memorable,would
memorable,really
memorable,hard
memorable,say
memorable,narrow
memorable,i've
memorable,many
experience,probably
experience,lot
experience,i've
experience,full
experience,life,
experience,would
experience,really
experience,hard
experience,say
experience,narrow
experience,i've
experience,many
probably,would
probably,best
probably,friend
probably,describe
lot,would
lot,best
lot,friend
lot,describe
i've,would
i've,best
i've,friend
i've,describe
full,would
full,best
full,friend
full,describe
life,,would
life,,best
life,,friend
life,,describe
would,would
would,best
would,friend
would,describe
really,would
really,best
really,friend
really,describe
hard,would
hard,best
hard,friend
hard,describe
say,would
say,best
say,friend
say,describe
narrow,would
narrow,best
narrow,friend
narrow,describe
i've,would
i've,best
i've,friend
i've,describe
many,would
many,best
many,friend
many,describe
would,i'm
would,good
would,friend
would,i'm
would,true
would,friend
would,i'm
would,honest
would,i'm
would,real,
would,i'm
would,dependable,
would,play
would,game
would,i'm
would,i'm
would,i'm
would,drama
best,i'm
best,good
best,friend
best,i'm
best,true
best,friend
best,i'm
best,honest
best,i'm
best,real,
best,i'm
best,dependable,
best,play
best,game
best,i'm
best,i'm
best,i'm
best,drama
friend,i'm
friend,good
friend,friend
friend,i'm
friend,true
friend,friend
friend,i'm
friend,honest
friend,i'm
friend,real,
friend,i'm
friend,dependable,
friend,play
friend,game
friend,i'm
friend,i'm
friend,i'm
friend,drama
describe,i'm
describe,good
describe,friend
describe,i'm
describe,true
describe,friend
describe,i'm
describe,honest
describe,i'm
describe,real,
describe,i'm
describe,dependable,
describe,play
describe,game
describe,i'm
describe,i'm
describe,i'm
describe,drama
i'm,ever
i'm,served
i'm,military
good,ever
good,served
good,military
friend,ever
friend,served
friend,military
i'm,ever
i'm,served
i'm,military
true,ever
true,served
true,military
friend,ever
friend,served
friend,military
i'm,ever
i'm,served
i'm,military
honest,ever
honest,served
honest,military
i'm,ever
i'm,served
i'm,military
real,,ever
real,,served
real,,military
i'm,ever
i'm,served
i'm,military
dependable,,ever
dependable,,served
dependable,,military
play,ever
play,served
play,military
game,ever
game,served
game,military
i'm,ever
i'm,served
i'm,military
i'm,ever
i'm,served
i'm,military
i'm,ever
i'm,served
i'm,military
drama,ever
drama,served
drama,military
ever,yes
diagnosed,yes
ptsd,yes
yes,long
yes,ago
yes,diagnosed
long,um,
long,february
long,two
long,thousand
long,eleven
ago,um,
ago,february
ago,two
ago,thousand
ago,eleven
diagnosed,um,
diagnosed,february
diagnosed,two
diagnosed,thousand
diagnosed,eleven
um,,got
um,,seek
um,,help
february,got
february,seek
february,help
two,got
two,seek
two,help
thousand,got
thousand,seek
thousand,help
eleven,got
eleven,seek
eleven,help
got,attacked
got,stalker
got,almost
got,killed
got,november
got,two
got,thousand
got,nine
got,broke
got,apartment
got,laid
got,wait
got,attacked
got,came
got,door
got,tried
got,kill
seek,attacked
seek,stalker
seek,almost
seek,killed
seek,november
seek,two
seek,thousand
seek,nine
seek,broke
seek,apartment
seek,laid
seek,wait
seek,attacked
seek,came
seek,door
seek,tried
seek,kill
help,attacked
help,stalker
help,almost
help,killed
help,november
help,two
help,thousand
help,nine
help,broke
help,apartment
help,laid
help,wait
help,attacked
help,came
help,door
help,tried
help,kill
attacked,still
attacked,go
attacked,therapy
stalker,still
stalker,go
stalker,therapy
almost,still
almost,go
almost,therapy
killed,still
killed,go
killed,therapy
november,still
november,go
november,therapy
two,still
two,go
two,therapy
thousand,still
thousand,go
thousand,therapy
nine,still
nine,go
nine,therapy
broke,still
broke,go
broke,therapy
apartment,still
apartment,go
apartment,therapy
laid,still
laid,go
laid,therapy
wait,still
wait,go
wait,therapy
attacked,still
attacked,go
attacked,therapy
came,still
came,go
came,therapy
door,still
door,go
door,therapy
tried,still
tried,go
tried,therapy
kill,still
kill,go
kill,therapy
feel,think
feel,therapy
feel,helped
feel,tremendously
feel,think
feel,i'd
feel,able
feel,hold
feel,job
feel,responsible
feel,and,
feel,be,
feel,productive
feel,member
feel,society
feel,society
feel,without
feel,therapy
like,think
like,therapy
like,helped
like,tremendously
like,think
like,i'd
like,able
like,hold
like,job
like,responsible
like,and,
like,be,
like,productive
like,member
like,society
like,society
like,without
like,therapy
therapy's,think
therapy's,therapy
therapy's,helped
therapy's,tremendously
therapy's,think
therapy's,i'd
therapy's,able
therapy's,hold
therapy's,job
therapy's,responsible
therapy's,and,
therapy's,be,
therapy's,productive
therapy's,member
therapy's,society
therapy's,society
therapy's,without
therapy's,therapy
useful,think
useful,therapy
useful,helped
useful,tremendously
useful,think
useful,i'd
useful,able
useful,hold
useful,job
useful,responsible
useful,and,
useful,be,
useful,productive
useful,member
useful,society
useful,society
useful,without
useful,therapy
think,sort
think,change
think,noticed
think,since
think,going
think,therapy
therapy,sort
therapy,change
therapy,noticed
therapy,since
therapy,going
therapy,therapy
helped,sort
helped,change
helped,noticed
helped,since
helped,going
helped,therapy
tremendously,sort
tremendously,change
tremendously,noticed
tremendously,since
tremendously,going
tremendously,therapy
think,sort
think,change
think,noticed
think,since
think,going
think,therapy
i'd,sort
i'd,change
i'd,noticed
i'd,since
i'd,going
i'd,therapy
able,sort
able,change
able,noticed
able,since
able,going
able,therapy
hold,sort
hold,change
hold,noticed
hold,since
hold,going
hold,therapy
job,sort
job,change
job,noticed
job,since
job,going
job,therapy
responsible,sort
responsible,change
responsible,noticed
responsible,since
responsible,going
responsible,therapy
and,,sort
and,,change
and,,noticed
and,,since
and,,going
and,,therapy
be,,sort
be,,change
be,,noticed
be,,since
be,,going
be,,therapy
productive,sort
productive,change
productive,noticed
productive,since
productive,going
productive,therapy
member,sort
member,change
member,noticed
member,since
member,going
member,therapy
society,sort
society,change
society,noticed
society,since
society,going
society,therapy
society,sort
society,change
society,noticed
society,since
society,going
society,therapy
without,sort
without,change
without,noticed
without,since
without,going
without,therapy
therapy,sort
therapy,change
therapy,noticed
therapy,since
therapy,going
therapy,therapy
sort,i'm
sort,able
sort,handle
sort,thing
sort,better
sort,get
sort,um
sort,emotionally
sort,upset
sort,um
sort,lot
sort,rational
sort,try
sort,stay
sort,rational
sort,emotional
sort,rational
sort,logical
change,i'm
change,able
change,handle
change,thing
change,better
change,get
change,um
change,emotionally
change,upset
change,um
change,lot
change,rational
change,try
change,stay
change,rational
change,emotional
change,rational
change,logical
noticed,i'm
noticed,able
noticed,handle
noticed,thing
noticed,better
noticed,get
noticed,um
noticed,emotionally
noticed,upset
noticed,um
noticed,lot
noticed,rational
noticed,try
noticed,stay
noticed,rational
noticed,emotional
noticed,rational
noticed,logical
since,i'm
since,able
since,handle
since,thing
since,better
since,get
since,um
since,emotionally
since,upset
since,um
since,lot
since,rational
since,try
since,stay
since,rational
since,emotional
since,rational
since,logical
going,i'm
going,able
going,handle
going,thing
going,better
going,get
going,um
going,emotionally
going,upset
going,um
going,lot
going,rational
going,try
going,stay
going,rational
going,emotional
going,rational
going,logical
therapy,i'm
therapy,able
therapy,handle
therapy,thing
therapy,better
therapy,get
therapy,um
therapy,emotionally
therapy,upset
therapy,um
therapy,lot
therapy,rational
therapy,try
therapy,stay
therapy,rational
therapy,emotional
therapy,rational
therapy,logical
i'm,feeling
i'm,lately
able,feeling
able,lately
handle,feeling
handle,lately
thing,feeling
thing,lately
better,feeling
better,lately
get,feeling
get,lately
um,feeling
um,lately
emotionally,feeling
emotionally,lately
upset,feeling
upset,lately
um,feeling
um,lately
lot,feeling
lot,lately
rational,feeling
rational,lately
try,feeling
try,lately
stay,feeling
stay,lately
rational,feeling
rational,lately
emotional,feeling
emotional,lately
rational,feeling
rational,lately
logical,feeling
logical,lately
feeling,so-so
feeling,i've
feeling,sick
feeling,i've
feeling,uh
feeling,run
feeling,little
feeling,stressed
lately,so-so
lately,i've
lately,sick
lately,i've
lately,uh
lately,run
lately,little
lately,stressed
so-so,noticed
so-so,change
so-so,behavior
so-so,thought
so-so,lately
i've,noticed
i've,change
i've,behavior
i've,thought
i've,lately
sick,noticed
sick,change
sick,behavior
sick,thought
sick,lately
i've,noticed
i've,change
i've,behavior
i've,thought
i've,lately
uh,noticed
uh,change
uh,behavior
uh,thought
uh,lately
run,noticed
run,change
run,behavior
run,thought
run,lately
little,noticed
little,change
little,behavior
little,thought
little,lately
stressed,noticed
stressed,change
stressed,behavior
stressed,thought
stressed,lately
noticed,yes
change,yes
behavior,yes
thought,yes
lately,yes
yes,cope
cope,use
cope,resource
cope,draw
cope,resource
cope,i've
cope,learned
cope,reach
cope,people
cope,try
cope,isolate,
cope,try
cope,um,
cope,use
cope,tool
cope,given
cope,therapy
cope,um,
cope,use
cope,medication
cope,anymore
cope,mainly
cope,proactive
cope,treatment
cope,uh
cope,something
use,easy
use,get
use,good
use,night's
use,sleep
resource,easy
resource,get
resource,good
resource,night's
resource,sleep
draw,easy
draw,get
draw,good
draw,night's
draw,sleep
resource,easy
resource,get
resource,good
resource,night's
resource,sleep
i've,easy
i've,get
i've,good
i've,night's
i've,sleep
learned,easy
learned,get
learned,good
learned,night's
learned,sleep
reach,easy
reach,get
reach,good
reach,night's
reach,sleep
people,easy
people,get
people,good
people,night's
people,sleep
try,easy
try,get
try,good
try,night's
try,sleep
isolate,,easy
isolate,,get
isolate,,good
isolate,,night's
isolate,,sleep
try,easy
try,get
try,good
try,night's
try,sleep
um,,easy
um,,get
um,,good
um,,night's
um,,sleep
use,easy
use,get
use,good
use,night's
use,sleep
tool,easy
tool,get
tool,good
tool,night's
tool,sleep
given,easy
given,get
given,good
given,night's
given,sleep
therapy,easy
therapy,get
therapy,good
therapy,night's
therapy,sleep
um,,easy
um,,get
um,,good
um,,night's
um,,sleep
use,easy
use,get
use,good
use,night's
use,sleep
medication,easy
medication,get
medication,good
medication,night's
medication,sleep
anymore,easy
anymore,get
anymore,good
anymore,night's
anymore,sleep
mainly,easy
mainly,get
mainly,good
mainly,night's
mainly,sleep
proactive,easy
proactive,get
proactive,good
proactive,night's
proactive,sleep
treatment,easy
treatment,get
treatment,good
treatment,night's
treatment,sleep
uh,easy
uh,get
uh,good
uh,night's
uh,sleep
something,easy
something,get
something,good
something,night's
something,sleep
easy,never
easy,easy
easy,always
easy,bad
get,never
get,easy
get,always
get,bad
good,never
good,easy
good,always
good,bad
night's,never
night's,easy
night's,always
night's,bad
sleep,never
sleep,easy
sleep,always
sleep,bad
never,like
never,sleep
never,well
easy,like
easy,sleep
easy,well
always,like
always,sleep
always,well
bad,like
bad,sleep
bad,well
like,tired
like,lethargic,
like,um
like,hard
like,keep
like,thought
like,order
like,hard
like,basic
like,day
sleep,tired
sleep,lethargic,
sleep,um
sleep,hard
sleep,keep
sleep,thought
sleep,order
sleep,hard
sleep,basic
sleep,day
well,tired
well,lethargic,
well,um
well,hard
well,keep
well,thought
well,order
well,hard
well,basic
well,day
tired,triggered
tired,something
lethargic,,triggered
lethargic,,something
um,triggered
um,something
hard,triggered
hard,something
keep,triggered
keep,something
thought,triggered
thought,something
order,triggered
order,something
hard,triggered
hard,something
basic,triggered
basic,something
day,triggered
day,something
triggered,mm
something,mm
mm,last
mm,time
mm,felt
mm,really
mm,happy
last,can't
last,remember
time,can't
time,remember
felt,can't
felt,remember
really,can't
really,remember
happy,can't
happy,remember
can't,tell
can't,something
can't,recently
can't,really
can't,enjoyed
remember,tell
remember,something
remember,recently
remember,really
remember,enjoyed
tell,oh
tell,went
tell,beach
tell,oldest
tell,son
tell,best
tell,friend
tell,rode
tell,three
tell,real
tell,three-wheel
tell,bike
tell,lot
tell,fun
something,oh
something,went
something,beach
something,oldest
something,son
something,best
something,friend
something,rode
something,three
something,real
something,three-wheel
something,bike
something,lot
something,fun
recently,oh
recently,went
recently,beach
recently,oldest
recently,son
recently,best
recently,friend
recently,rode
recently,three
recently,real
recently,three-wheel
recently,bike
recently,lot
recently,fun
really,oh
really,went
really,beach
really,oldest
really,son
really,best
really,friend
really,rode
really,three
really,real
really,three-wheel
really,bike
really,lot
really,fun
enjoyed,oh
enjoyed,went
enjoyed,beach
enjoyed,oldest
enjoyed,son
enjoyed,best
enjoyed,friend
enjoyed,rode
enjoyed,three
enjoyed,real
enjoyed,three-wheel
enjoyed,bike
enjoyed,lot
enjoyed,fun
oh,proud
oh,life
went,proud
went,life
beach,proud
beach,life
oldest,proud
oldest,life
son,proud
son,life
best,proud
best,life
friend,proud
friend,life
rode,proud
rode,life
three,proud
three,life
real,proud
real,life
three-wheel,proud
three-wheel,life
bike,proud
bike,life
lot,proud
lot,life
fun,proud
fun,life
proud,hard
proud,say
proud,right
proud,decided
proud,i'm
proud,proud
proud,child
proud,would
proud,say
proud,that's
proud,probably
proud,they're
proud,really
proud,good
proud,boy
life,hard
life,say
life,right
life,decided
life,i'm
life,proud
life,child
life,would
life,say
life,that's
life,probably
life,they're
life,really
life,good
life,boy
hard,anything
hard,regret
say,anything
say,regret
right,anything
right,regret
decided,anything
decided,regret
i'm,anything
i'm,regret
proud,anything
proud,regret
child,anything
child,regret
would,anything
would,regret
say,anything
say,regret
that's,anything
that's,regret
probably,anything
probably,regret
they're,anything
they're,regret
really,anything
really,regret
good,anything
good,regret
boy,anything
boy,regret
anything,many
anything,regret
anything,right
regret,many
regret,regret
regret,right
many,advice
many,would
many,give
many,ten
many,twenty
many,year
many,ago
regret,advice
regret,would
regret,give
regret,ten
regret,twenty
regret,year
regret,ago
right,advice
right,would
right,give
right,ten
right,twenty
right,year
right,ago
advice,finish
advice,school,
advice,um,
advice,stay
advice,focused
advice,not,
advice,let
advice,get
advice,distracted
advice,um,
advice,focus
advice,long-term
advice,goal
advice,short-term
advice,goal
would,finish
would,school,
would,um,
would,stay
would,focused
would,not,
would,let
would,get
would,distracted
would,um,
would,focus
would,long-term
would,goal
would,short-term
would,goal
give,finish
give,school,
give,um,
give,stay
give,focused
give,not,
give,let
give,get
give,distracted
give,um,
give,focus
give,long-term
give,goal
give,short-term
give,goal
ten,finish
ten,school,
ten,um,
ten,stay
ten,focused
ten,not,
ten,let
ten,get
ten,distracted
ten,um,
ten,focus
ten,long-term
ten,goal
ten,short-term
ten,goal
twenty,finish
twenty,school,
twenty,um,
twenty,stay
twenty,focused
twenty,not,
twenty,let
twenty,get
twenty,distracted
twenty,um,
twenty,focus
twenty,long-term
twenty,goal
twenty,short-term
twenty,goal
year,finish
year,school,
year,um,
year,stay
year,focused
year,not,
year,let
year,get
year,distracted
year,um,
year,focus
year,long-term
year,goal
year,short-term
year,goal
ago,finish
ago,school,
ago,um,
ago,stay
ago,focused
ago,not,
ago,let
ago,get
ago,distracted
ago,um,
ago,focus
ago,long-term
ago,goal
ago,short-term
ago,goal
finish,who's
finish,someone
finish,that's
finish,positive
finish,influence
finish,life
school,,who's
school,,someone
school,,that's
school,,positive
school,,influence
school,,life
um,,who's
um,,someone
um,,that's
um,,positive
um,,influence
um,,life
stay,who's
stay,someone
stay,that's
stay,positive
stay,influence
stay,life
focused,who's
focused,someone
focused,that's
focused,positive
focused,influence
focused,life
not,,who's
not,,someone
not,,that's
not,,positive
not,,influence
not,,life
let,who's
let,someone
let,that's
let,positive
let,influence
let,life
get,who's
get,someone
get,that's
get,positive
get,influence
get,life
distracted,who's
distracted,someone
distracted,that's
distracted,positive
distracted,influence
distracted,life
um,,who's
um,,someone
um,,that's
um,,positive
um,,influence
um,,life
focus,who's
focus,someone
focus,that's
focus,positive
focus,influence
focus,life
long-term,who's
long-term,someone
long-term,that's
long-term,positive
long-term,influence
long-term,life
goal,who's
goal,someone
goal,that's
goal,positive
goal,influence
goal,life
short-term,who's
short-term,someone
short-term,that's
short-term,positive
short-term,influence
short-term,life
goal,who's
goal,someone
goal,that's
goal,positive
goal,influence
goal,life
who's,father
someone,father
that's,father
positive,father
influence,father
life,father
father,would
father,say
father,best
father,quality
would,i'm
would,honest
would,i'm
would,calm,
would,get
would,angry
would,easily
would,take
would,lot
would,provoke
would,me,
would,i'm
would,uh
would,reliable
would,say
would,i'm
would,gonna
would,something
would,it,
would,i'm
would,uh
would,i'm
would,i'm
would,basically
would,see
would,get
would,pull
would,punch
would,people
say,i'm
say,honest
say,i'm
say,calm,
say,get
say,angry
say,easily
say,take
say,lot
say,provoke
say,me,
say,i'm
say,uh
say,reliable
say,say
say,i'm
say,gonna
say,something
say,it,
say,i'm
say,uh
say,i'm
say,i'm
say,basically
say,see
say,get
say,pull
say,punch
say,people
best,i'm
best,honest
best,i'm
best,calm,
best,get
best,angry
best,easily
best,take
best,lot
best,provoke
