today,good
congestion,explorer
congestion,travel
congestion,lot
pollution,i'm
pollution,sure
pollution,tell
pollution,shoe
pollution,i'm
pollution,much
pollution,world
pollution,explorer
pollution,travel
pollution,lot
i'm,try
sure,try
tell,try
shoe,try
i'm,try
much,try
world,try
explorer,try
travel,try
lot,try
try,enjoy
try,traveling
enjoy,uh,
enjoy,nice
enjoy,open
enjoy,road
enjoy,uh,
enjoy,mm
enjoy,potentially
enjoy,time
enjoy,think
enjoy,life
traveling,uh,
traveling,nice
traveling,open
traveling,road
traveling,uh,
traveling,mm
traveling,potentially
traveling,time
traveling,think
traveling,life
uh,,consider
uh,,shy
uh,,outgoing
nice,consider
nice,shy
nice,outgoing
open,consider
open,shy
open,outgoing
road,consider
road,shy
road,outgoing
uh,,consider
uh,,shy
uh,,outgoing
mm,consider
mm,shy
mm,outgoing
potentially,consider
potentially,shy
potentially,outgoing
time,consider
time,shy
time,outgoing
think,consider
think,shy
think,outgoing
life,consider
life,shy
life,outgoing
consider,shy
shy,shy
outgoing,shy
sometimes,sometimes
sometimes,i'm
sometimes,feeling
sometimes,tense
sometimes,turn
sometimes,fish
sometimes,tank
sometimes,screensaver
sometimes,hey
sometimes,know
sometimes,hawaii
sometimes,best
sometimes,i've
sometimes,got
sometimes,relax
find,sometimes
find,i'm
find,feeling
find,tense
find,turn
find,fish
find,tank
find,screensaver
find,hey
find,know
find,hawaii
find,best
find,i've
find,got
find,relax
hard,sometimes
hard,i'm
hard,feeling
hard,tense
hard,turn
hard,fish
hard,tank
hard,screensaver
hard,hey
hard,know
hard,hawaii
hard,best
hard,i've
hard,got
hard,relax
express,sometimes
express,i'm
express,feeling
express,tense
express,turn
express,fish
express,tank
express,screensaver
express,hey
express,know
express,hawaii
express,best
express,i've
express,got
express,relax
thought,sometimes
thought,i'm
thought,feeling
thought,tense
thought,turn
thought,fish
thought,tank
thought,screensaver
thought,hey
thought,know
thought,hawaii
thought,best
thought,i've
thought,got
thought,relax
sometimes,well
sometimes,mentioned
sometimes,fish
sometimes,tank
sometimes,uh,
sometimes,view
sometimes,spent
sometimes,time
sometimes,a,
sometimes,many
sometimes,waiting
sometimes,room
sometimes,there's
sometimes,fishtanks
sometimes,uh,
sometimes,uh
sometimes,staring
sometimes,fishtanks
sometimes,could
sometimes,one
sometimes,them,
sometimes,uh
sometimes,also
sometimes,enjoy
sometimes,walking
sometimes,or,
sometimes,uh
sometimes,lifting
sometimes,weight
sometimes,reading
sometimes,going
sometimes,movie
sometimes,say
sometimes,thing
i'm,well
i'm,mentioned
i'm,fish
i'm,tank
i'm,uh,
i'm,view
i'm,spent
i'm,time
i'm,a,
i'm,many
i'm,waiting
i'm,room
i'm,there's
i'm,fishtanks
i'm,uh,
i'm,uh
i'm,staring
i'm,fishtanks
i'm,could
i'm,one
i'm,them,
i'm,uh
i'm,also
i'm,enjoy
i'm,walking
i'm,or,
i'm,uh
i'm,lifting
i'm,weight
i'm,reading
i'm,going
i'm,movie
i'm,say
i'm,thing
feeling,well
feeling,mentioned
feeling,fish
feeling,tank
feeling,uh,
feeling,view
feeling,spent
feeling,time
feeling,a,
feeling,many
feeling,waiting
feeling,room
feeling,there's
feeling,fishtanks
feeling,uh,
feeling,uh
feeling,staring
feeling,fishtanks
feeling,could
feeling,one
feeling,them,
feeling,uh
feeling,also
feeling,enjoy
feeling,walking
feeling,or,
feeling,uh
feeling,lifting
feeling,weight
feeling,reading
feeling,going
feeling,movie
feeling,say
feeling,thing
tense,well
tense,mentioned
tense,fish
tense,tank
tense,uh,
tense,view
tense,spent
tense,time
tense,a,
tense,many
tense,waiting
tense,room
tense,there's
tense,fishtanks
tense,uh,
tense,uh
tense,staring
tense,fishtanks
tense,could
tense,one
tense,them,
tense,uh
tense,also
tense,enjoy
tense,walking
tense,or,
tense,uh
tense,lifting
tense,weight
tense,reading
tense,going
tense,movie
tense,say
tense,thing
turn,well
turn,mentioned
turn,fish
turn,tank
turn,uh,
turn,view
turn,spent
turn,time
turn,a,
turn,many
turn,waiting
turn,room
turn,there's
turn,fishtanks
turn,uh,
turn,uh
turn,staring
turn,fishtanks
turn,could
turn,one
turn,them,
turn,uh
turn,also
turn,enjoy
turn,walking
turn,or,
turn,uh
turn,lifting
turn,weight
turn,reading
turn,going
turn,movie
turn,say
turn,thing
fish,well
fish,mentioned
fish,fish
fish,tank
fish,uh,
fish,view
fish,spent
fish,time
fish,a,
fish,many
fish,waiting
fish,room
fish,there's
fish,fishtanks
fish,uh,
fish,uh
fish,staring
fish,fishtanks
fish,could
fish,one
fish,them,
fish,uh
fish,also
fish,enjoy
fish,walking
fish,or,
fish,uh
fish,lifting
fish,weight
fish,reading
fish,going
fish,movie
fish,say
fish,thing
tank,well
tank,mentioned
tank,fish
tank,tank
tank,uh,
tank,view
tank,spent
tank,time
tank,a,
tank,many
tank,waiting
tank,room
tank,there's
tank,fishtanks
tank,uh,
tank,uh
tank,staring
tank,fishtanks
tank,could
tank,one
tank,them,
tank,uh
tank,also
tank,enjoy
tank,walking
tank,or,
tank,uh
tank,lifting
tank,weight
tank,reading
tank,going
tank,movie
tank,say
tank,thing
screensaver,well
screensaver,mentioned
screensaver,fish
screensaver,tank
screensaver,uh,
screensaver,view
screensaver,spent
screensaver,time
screensaver,a,
screensaver,many
screensaver,waiting
screensaver,room
screensaver,there's
screensaver,fishtanks
screensaver,uh,
screensaver,uh
screensaver,staring
screensaver,fishtanks
screensaver,could
screensaver,one
screensaver,them,
screensaver,uh
screensaver,also
screensaver,enjoy
screensaver,walking
screensaver,or,
screensaver,uh
screensaver,lifting
screensaver,weight
screensaver,reading
screensaver,going
screensaver,movie
screensaver,say
screensaver,thing
hey,well
hey,mentioned
hey,fish
hey,tank
hey,uh,
hey,view
hey,spent
hey,time
hey,a,
hey,many
hey,waiting
hey,room
hey,there's
hey,fishtanks
hey,uh,
hey,uh
hey,staring
hey,fishtanks
hey,could
hey,one
hey,them,
hey,uh
hey,also
hey,enjoy
hey,walking
hey,or,
hey,uh
hey,lifting
hey,weight
hey,reading
hey,going
hey,movie
hey,say
hey,thing
know,well
know,mentioned
know,fish
know,tank
know,uh,
know,view
know,spent
know,time
know,a,
know,many
know,waiting
know,room
know,there's
know,fishtanks
know,uh,
know,uh
know,staring
know,fishtanks
know,could
know,one
know,them,
know,uh
know,also
know,enjoy
know,walking
know,or,
know,uh
know,lifting
know,weight
know,reading
know,going
know,movie
know,say
know,thing
hawaii,well
hawaii,mentioned
hawaii,fish
hawaii,tank
hawaii,uh,
hawaii,view
hawaii,spent
hawaii,time
hawaii,a,
hawaii,many
hawaii,waiting
hawaii,room
hawaii,there's
hawaii,fishtanks
hawaii,uh,
hawaii,uh
hawaii,staring
hawaii,fishtanks
hawaii,could
hawaii,one
hawaii,them,
hawaii,uh
hawaii,also
hawaii,enjoy
hawaii,walking
hawaii,or,
hawaii,uh
hawaii,lifting
hawaii,weight
hawaii,reading
hawaii,going
hawaii,movie
hawaii,say
hawaii,thing
best,well
best,mentioned
best,fish
best,tank
best,uh,
best,view
best,spent
best,time
best,a,
best,many
best,waiting
best,room
best,there's
best,fishtanks
best,uh,
best,uh
best,staring
best,fishtanks
best,could
best,one
best,them,
best,uh
best,also
best,enjoy
best,walking
best,or,
best,uh
best,lifting
best,weight
best,reading
best,going
best,movie
best,say
best,thing
i've,well
i've,mentioned
i've,fish
i've,tank
i've,uh,
i've,view
i've,spent
i've,time
i've,a,
i've,many
i've,waiting
i've,room
i've,there's
i've,fishtanks
i've,uh,
i've,uh
i've,staring
i've,fishtanks
i've,could
i've,one
i've,them,
i've,uh
i've,also
i've,enjoy
i've,walking
i've,or,
i've,uh
i've,lifting
i've,weight
i've,reading
i've,going
i've,movie
i've,say
i've,thing
got,well
got,mentioned
got,fish
got,tank
got,uh,
got,view
got,spent
got,time
got,a,
got,many
got,waiting
got,room
got,there's
got,fishtanks
got,uh,
got,uh
got,staring
got,fishtanks
got,could
got,one
got,them,
got,uh
got,also
got,enjoy
got,walking
got,or,
got,uh
got,lifting
got,weight
got,reading
got,going
got,movie
got,say
got,thing
relax,well
relax,mentioned
relax,fish
relax,tank
relax,uh,
relax,view
relax,spent
relax,time
relax,a,
relax,many
relax,waiting
relax,room
relax,there's
relax,fishtanks
relax,uh,
relax,uh
relax,staring
relax,fishtanks
relax,could
relax,one
relax,them,
relax,uh
relax,also
relax,enjoy
relax,walking
relax,or,
relax,uh
relax,lifting
relax,weight
relax,reading
relax,going
relax,movie
relax,say
relax,thing
well,controlling
well,temper
mentioned,controlling
mentioned,temper
fish,controlling
fish,temper
tank,controlling
tank,temper
uh,,controlling
uh,,temper
view,controlling
view,temper
spent,controlling
spent,temper
time,controlling
time,temper
a,,controlling
a,,temper
many,controlling
many,temper
waiting,controlling
waiting,temper
room,controlling
room,temper
there's,controlling
there's,temper
fishtanks,controlling
fishtanks,temper
uh,,controlling
uh,,temper
uh,controlling
uh,temper
staring,controlling
staring,temper
fishtanks,controlling
fishtanks,temper
could,controlling
could,temper
one,controlling
one,temper
them,,controlling
them,,temper
uh,controlling
uh,temper
also,controlling
also,temper
enjoy,controlling
enjoy,temper
walking,controlling
walking,temper
or,,controlling
or,,temper
uh,controlling
uh,temper
lifting,controlling
lifting,temper
weight,controlling
weight,temper
reading,controlling
reading,temper
going,controlling
going,temper
movie,controlling
movie,temper
say,controlling
say,temper
thing,controlling
thing,temper
controlling,uh
controlling,good,
controlling,moderate
controlling,uh
controlling,good
controlling,um,
controlling,control
temper,uh
temper,good,
temper,moderate
temper,uh
temper,good
temper,um,
temper,control
uh,last
uh,time
uh,argued
uh,someone
good,,last
good,,time
good,,argued
good,,someone
moderate,last
moderate,time
moderate,argued
moderate,someone
uh,last
uh,time
uh,argued
uh,someone
good,last
good,time
good,argued
good,someone
um,,last
um,,time
um,,argued
um,,someone
control,last
control,time
control,argued
control,someone
last,argued
last,today
last,okay
last,last
last,argument
last,today,
last,got
last,here,
last,was,
last,um,
last,say
last,taking
last,bus
last,stop
last,uh,
last,uh
last,making
last,arrangement
time,argued
time,today
time,okay
time,last
time,argument
time,today,
time,got
time,here,
time,was,
time,um,
time,say
time,taking
time,bus
time,stop
time,uh,
time,uh
time,making
time,arrangement
argued,argued
argued,today
argued,okay
argued,last
argued,argument
argued,today,
argued,got
argued,here,
argued,was,
argued,um,
argued,say
argued,taking
argued,bus
argued,stop
argued,uh,
argued,uh
argued,making
argued,arrangement
someone,argued
someone,today
someone,okay
someone,last
someone,argument
someone,today,
someone,got
someone,here,
someone,was,
someone,um,
someone,say
someone,taking
someone,bus
someone,stop
someone,uh,
someone,uh
someone,making
someone,arrangement
argued,what's
argued,something
argued,feel
argued,guilty
today,what's
today,something
today,feel
today,guilty
okay,what's
okay,something
okay,feel
okay,guilty
last,what's
last,something
last,feel
last,guilty
argument,what's
argument,something
argument,feel
argument,guilty
today,,what's
today,,something
today,,feel
today,,guilty
got,what's
got,something
got,feel
got,guilty
here,,what's
here,,something
here,,feel
here,,guilty
was,,what's
was,,something
was,,feel
was,,guilty
um,,what's
um,,something
um,,feel
um,,guilty
say,what's
say,something
say,feel
say,guilty
taking,what's
taking,something
taking,feel
taking,guilty
bus,what's
bus,something
bus,feel
bus,guilty
stop,what's
stop,something
stop,feel
stop,guilty
uh,,what's
uh,,something
uh,,feel
uh,,guilty
uh,what's
uh,something
uh,feel
uh,guilty
making,what's
making,something
making,feel
making,guilty
arrangement,what's
arrangement,something
arrangement,feel
arrangement,guilty
what's,feel
what's,guilty
what's,about,
what's,taking
what's,better
what's,care
what's,pet
something,feel
something,guilty
something,about,
something,taking
something,better
something,care
something,pet
feel,feel
feel,guilty
feel,about,
feel,taking
feel,better
feel,care
feel,pet
guilty,feel
guilty,guilty
guilty,about,
guilty,taking
guilty,better
guilty,care
guilty,pet
feel,tell
guilty,tell
about,,tell
taking,tell
better,tell
care,tell
pet,tell
tell,sure
tell,like
tell,bird
tell,one
tell,pet
tell,bird,
tell,uh
tell,recently,
tell,and,
tell,i,
tell,let
tell,bird
tell,wild,
tell,and,
tell,sort
tell,wish
tell,planned
tell,better,
tell,um,
tell,future
tell,bird,
tell,uh
tell,sort
tell,wish
tell,bird,
tell,uh
tell,closer
sure,tell
sure,situation
sure,wish
sure,handled
sure,differently
like,tell
like,situation
like,wish
like,handled
like,differently
bird,tell
bird,situation
bird,wish
bird,handled
bird,differently
one,tell
one,situation
one,wish
one,handled
one,differently
pet,tell
pet,situation
pet,wish
pet,handled
pet,differently
bird,,tell
bird,,situation
bird,,wish
bird,,handled
bird,,differently
uh,tell
uh,situation
uh,wish
uh,handled
uh,differently
recently,,tell
recently,,situation
recently,,wish
recently,,handled
recently,,differently
and,,tell
and,,situation
and,,wish
and,,handled
and,,differently
i,,tell
i,,situation
i,,wish
i,,handled
i,,differently
let,tell
let,situation
let,wish
let,handled
let,differently
bird,tell
bird,situation
bird,wish
bird,handled
bird,differently
wild,,tell
wild,,situation
wild,,wish
wild,,handled
wild,,differently
and,,tell
and,,situation
and,,wish
and,,handled
and,,differently
sort,tell
sort,situation
sort,wish
sort,handled
sort,differently
wish,tell
wish,situation
wish,wish
wish,handled
wish,differently
planned,tell
planned,situation
planned,wish
planned,handled
planned,differently
better,,tell
better,,situation
better,,wish
better,,handled
better,,differently
um,,tell
um,,situation
um,,wish
um,,handled
um,,differently
future,tell
future,situation
future,wish
future,handled
future,differently
bird,,tell
bird,,situation
bird,,wish
bird,,handled
bird,,differently
uh,tell
uh,situation
uh,wish
uh,handled
uh,differently
sort,tell
sort,situation
sort,wish
sort,handled
sort,differently
wish,tell
wish,situation
wish,wish
wish,handled
wish,differently
bird,,tell
bird,,situation
bird,,wish
bird,,handled
bird,,differently
uh,tell
uh,situation
uh,wish
uh,handled
uh,differently
closer,tell
closer,situation
closer,wish
closer,handled
closer,differently
tell,hm,
tell,would
tell,say,
tell,get
tell,argument
tell,people
tell,close
tell,friends,
tell,and,
tell,sometimes
tell,handle
tell,well,
tell,more,
tell,reactive,
tell,wish
tell,uh
tell,i'd
tell,like
tell,see
tell,improve
situation,hm,
situation,would
situation,say,
situation,get
situation,argument
situation,people
situation,close
situation,friends,
situation,and,
situation,sometimes
situation,handle
situation,well,
situation,more,
situation,reactive,
situation,wish
situation,uh
situation,i'd
situation,like
situation,see
situation,improve
wish,hm,
wish,would
wish,say,
wish,get
wish,argument
wish,people
wish,close
wish,friends,
wish,and,
wish,sometimes
wish,handle
wish,well,
wish,more,
wish,reactive,
wish,wish
wish,uh
wish,i'd
wish,like
wish,see
wish,improve
handled,hm,
handled,would
handled,say,
handled,get
handled,argument
handled,people
handled,close
handled,friends,
handled,and,
handled,sometimes
handled,handle
handled,well,
handled,more,
handled,reactive,
handled,wish
handled,uh
handled,i'd
handled,like
handled,see
handled,improve
differently,hm,
differently,would
differently,say,
differently,get
differently,argument
differently,people
differently,close
differently,friends,
differently,and,
differently,sometimes
differently,handle
differently,well,
differently,more,
differently,reactive,
differently,wish
differently,uh
differently,i'd
differently,like
differently,see
differently,improve
hm,,gotten
hm,,trouble
would,gotten
would,trouble
say,,gotten
say,,trouble
get,gotten
get,trouble
argument,gotten
argument,trouble
people,gotten
people,trouble
close,gotten
close,trouble
friends,,gotten
friends,,trouble
and,,gotten
and,,trouble
sometimes,gotten
sometimes,trouble
handle,gotten
handle,trouble
well,,gotten
well,,trouble
more,,gotten
more,,trouble
reactive,,gotten
reactive,,trouble
wish,gotten
wish,trouble
uh,gotten
uh,trouble
i'd,gotten
i'd,trouble
like,gotten
like,trouble
see,gotten
see,trouble
improve,gotten
improve,trouble
gotten,uh
gotten,no,
gotten,um
gotten,least
gotten,know
gotten,sort
gotten,legal
gotten,trouble
gotten,uh,
gotten,think
gotten,know
gotten,kind
gotten,of,
gotten,way
gotten,would
gotten,like
gotten,handled
trouble,uh
trouble,no,
trouble,um
trouble,least
trouble,know
trouble,sort
trouble,legal
trouble,trouble
trouble,uh,
trouble,think
trouble,know
trouble,kind
trouble,of,
trouble,way
trouble,would
trouble,like
trouble,handled
uh,tell
uh,hardest
uh,decision
uh,ever
uh,make
no,,tell
no,,hardest
no,,decision
no,,ever
no,,make
um,tell
um,hardest
um,decision
um,ever
um,make
least,tell
least,hardest
least,decision
least,ever
least,make
know,tell
know,hardest
know,decision
know,ever
know,make
sort,tell
sort,hardest
sort,decision
sort,ever
sort,make
legal,tell
legal,hardest
legal,decision
legal,ever
legal,make
trouble,tell
trouble,hardest
trouble,decision
trouble,ever
trouble,make
uh,,tell
uh,,hardest
uh,,decision
uh,,ever
uh,,make
think,tell
think,hardest
think,decision
think,ever
think,make
know,tell
know,hardest
know,decision
know,ever
know,make
kind,tell
kind,hardest
kind,decision
kind,ever
kind,make
of,,tell
of,,hardest
of,,decision
of,,ever
of,,make
way,tell
way,hardest
way,decision
way,ever
way,make
would,tell
would,hardest
would,decision
would,ever
would,make
like,tell
like,hardest
like,decision
like,ever
like,make
handled,tell
handled,hardest
handled,decision
handled,ever
handled,make
tell,guess
tell,hardest
tell,decision
tell,to,
tell,of,
tell,to,
tell,proceed
tell,with,
tell,moving
tell,forward
tell,eh
tell,on,
tell,a,
tell,job
tell,opportunity
hardest,guess
hardest,hardest
hardest,decision
hardest,to,
hardest,of,
hardest,to,
hardest,proceed
hardest,with,
hardest,moving
hardest,forward
hardest,eh
hardest,on,
hardest,a,
hardest,job
hardest,opportunity
decision,guess
decision,hardest
decision,decision
decision,to,
decision,of,
decision,to,
decision,proceed
decision,with,
decision,moving
decision,forward
decision,eh
decision,on,
decision,a,
decision,job
decision,opportunity
ever,guess
ever,hardest
ever,decision
ever,to,
ever,of,
ever,to,
ever,proceed
ever,with,
ever,moving
ever,forward
ever,eh
ever,on,
ever,a,
ever,job
ever,opportunity
make,guess
make,hardest
make,decision
make,to,
make,of,
make,to,
make,proceed
make,with,
make,moving
make,forward
make,eh
make,on,
make,a,
make,job
make,opportunity
guess,tell
hardest,tell
decision,tell
to,,tell
of,,tell
to,,tell
proceed,tell
with,,tell
moving,tell
forward,tell
eh,tell
on,,tell
a,,tell
job,tell
opportunity,tell
tell,to,
tell,decide
tell,whether,
tell,would,
tell,suffer
tell,emotional
tell,pain
tell,leaving,
tell,family
tell,whether
tell,financial
tell,gain
tell,and,
tell,uh
tell,knowledge,
tell,experience
tell,would
tell,outweigh
tell,benefit
to,,happy
decide,happy
whether,,happy
would,,happy
suffer,happy
emotional,happy
pain,happy
leaving,,happy
family,happy
whether,happy
financial,happy
gain,happy
and,,happy
uh,happy
knowledge,,happy
experience,happy
would,happy
outweigh,happy
benefit,happy
happy,uh
happy,yes
happy,yes
uh,tell
uh,relationship
uh,family
yes,tell
yes,relationship
yes,family
yes,tell
yes,relationship
yes,family
tell,well
tell,small
tell,family
tell,um,
tell,mother
tell,a,
tell,uh
tell,sister
tell,brother,
tell,uh
tell,two
tell,younger
tell,nieces,
tell,older
tell,they're
tell,they're
tell,grown
tell,adults,
tell,uh
tell,good
tell,relationship,
tell,and,
tell,uh,
tell,thing
tell,could
tell,better,
tell,um
tell,sometimes
tell,sort
tell,difficult
tell,pain,
tell,staking,
tell,uh
tell,relationship
tell,time
relationship,well
relationship,small
relationship,family
relationship,um,
relationship,mother
relationship,a,
relationship,uh
relationship,sister
relationship,brother,
relationship,uh
relationship,two
relationship,younger
relationship,nieces,
relationship,older
relationship,they're
relationship,they're
relationship,grown
relationship,adults,
relationship,uh
relationship,good
relationship,relationship,
relationship,and,
relationship,uh,
relationship,thing
relationship,could
relationship,better,
relationship,um
relationship,sometimes
relationship,sort
relationship,difficult
relationship,pain,
relationship,staking,
relationship,uh
relationship,relationship
relationship,time
family,well
family,small
family,family
family,um,
family,mother
family,a,
family,uh
family,sister
family,brother,
family,uh
family,two
family,younger
family,nieces,
family,older
family,they're
family,they're
family,grown
family,adults,
family,uh
family,good
family,relationship,
family,and,
family,uh,
family,thing
family,could
family,better,
family,um
family,sometimes
family,sort
family,difficult
family,pain,
family,staking,
family,uh
family,relationship
family,time
there's,tell
there's,event
there's,something
there's,wish
there's,could
there's,erase
there's,memory
uh,tell
uh,event
uh,something
uh,wish
uh,could
uh,erase
uh,memory
day,tell
day,event
day,something
day,wish
day,could
day,erase
day,memory
i'm,,tell
i'm,,event
i'm,,something
i'm,,wish
i'm,,could
i'm,,erase
i'm,,memory
need,tell
need,event
need,something
need,wish
need,could
need,erase
need,memory
time,tell
time,event
time,something
time,wish
time,could
time,erase
time,memory
i,,tell
i,,event
i,,something
i,,wish
i,,could
i,,erase
i,,memory
would,tell
would,event
would,something
would,wish
would,could
would,erase
would,memory
rather,tell
rather,event
rather,something
rather,wish
rather,could
rather,erase
rather,memory
give,tell
give,event
give,something
give,wish
give,could
give,erase
give,memory
time,tell
time,event
time,something
time,wish
time,could
time,erase
time,memory
to,,tell
to,,event
to,,something
to,,wish
to,,could
to,,erase
to,,memory
people,tell
people,event
people,something
people,wish
people,could
people,erase
people,memory
rather,tell
rather,event
rather,something
rather,wish
rather,could
rather,erase
rather,memory
take,tell
take,event
take,something
take,wish
take,could
take,erase
take,memory
time,tell
time,event
time,something
time,wish
time,could
time,erase
time,memory
experience,,tell
experience,,event
experience,,something
experience,,wish
experience,,could
experience,,erase
experience,,memory
uh,tell
uh,event
uh,something
uh,wish
uh,could
uh,erase
uh,memory
so,,tell
so,,event
so,,something
so,,wish
so,,could
so,,erase
so,,memory
caused,tell
caused,event
caused,something
caused,wish
caused,could
caused,erase
caused,memory
lot,tell
lot,event
lot,something
lot,wish
lot,could
lot,erase
lot,memory
lot,tell
lot,event
lot,something
lot,wish
lot,could
lot,erase
lot,memory
emotional,,tell
emotional,,event
emotional,,something
emotional,,wish
emotional,,could
emotional,,erase
emotional,,memory
pain,tell
pain,event
pain,something
pain,wish
pain,could
pain,erase
pain,memory
uh,tell
uh,event
uh,something
uh,wish
uh,could
uh,erase
uh,memory
little,tell
little,event
little,something
little,wish
little,could
little,erase
little,memory
bit,tell
bit,event
bit,something
bit,wish
bit,could
bit,erase
bit,memory
spiritual,,tell
spiritual,,event
spiritual,,something
spiritual,,wish
spiritual,,could
spiritual,,erase
spiritual,,memory
uh,tell
uh,event
uh,something
uh,wish
uh,could
uh,erase
uh,memory
anxiety,tell
anxiety,event
anxiety,something
anxiety,wish
anxiety,could
anxiety,erase
anxiety,memory
future,tell
future,event
future,something
future,wish
future,could
future,erase
future,memory
continue,tell
continue,event
continue,something
continue,wish
continue,could
continue,erase
continue,memory
sort,tell
sort,event
sort,something
sort,wish
sort,could
sort,erase
sort,memory
thing,tell
thing,event
thing,something
thing,wish
thing,could
thing,erase
thing,memory
tell,wow
tell,there's
tell,many
tell,thing
tell,*laughter*
tell,know
tell,anything
tell,you,
tell,would
tell,say
tell,uh
tell,well
tell,there's
tell,there's
tell,um,
tell,recent
tell,um,
tell,well,
tell,thing
tell,going
tell,pretty
tell,good
tell,i'm,
tell,can't
tell,really
tell,say
tell,there's
tell,anything
tell,yet
tell,would
tell,really
tell,want
tell,change
tell,anything
tell,regret
tell,remember
event,wow
event,there's
event,many
event,thing
event,*laughter*
event,know
event,anything
event,you,
event,would
event,say
event,uh
event,well
event,there's
event,there's
event,um,
event,recent
event,um,
event,well,
event,thing
event,going
event,pretty
event,good
event,i'm,
event,can't
event,really
event,say
event,there's
event,anything
event,yet
event,would
event,really
event,want
event,change
event,anything
event,regret
event,remember
something,wow
something,there's
something,many
something,thing
something,*laughter*
something,know
something,anything
something,you,
something,would
something,say
something,uh
something,well
something,there's
something,there's
something,um,
something,recent
something,um,
something,well,
something,thing
something,going
something,pretty
something,good
something,i'm,
something,can't
something,really
something,say
something,there's
something,anything
something,yet
something,would
something,really
something,want
something,change
something,anything
something,regret
something,remember
wish,wow
wish,there's
wish,many
wish,thing
wish,*laughter*
wish,know
wish,anything
wish,you,
wish,would
wish,say
wish,uh
wish,well
wish,there's
wish,there's
wish,um,
wish,recent
wish,um,
wish,well,
wish,thing
wish,going
wish,pretty
wish,good
wish,i'm,
wish,can't
wish,really
wish,say
wish,there's
wish,anything
wish,yet
wish,would
wish,really
wish,want
wish,change
wish,anything
wish,regret
wish,remember
could,wow
